shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S22412,3.45410333,-76.48254667,3,1282
S22412,3.4522075,-76.48537694,4,1814
S22412,3.45522167,-76.48452833,5,2225
S22412,3.45795778,-76.48313194,6,2566
S22412,3.46116833,-76.48277472,7,2931
S22412,3.46375333,-76.48342667,8,3227
S22412,3.46723167,-76.48452167,9,3622
S22412,3.4694625,-76.48532528,10,3885
S22412,3.47335667,-76.48645167,11,4335
S22412,3.47767833,-76.487825,12,4839
S22412,3.48113667,-76.48889833,13,5240
S22412,3.48438167,-76.49050167,14,5627
S22412,3.48625,-76.49496,15,6148
S22412,3.48694833,-76.49735333,16,6430
S22412,3.48777833,-76.50024833,17,6751
S22412,3.48986333,-76.506795,18,7514
S22412,3.48910306,-76.5089375,19,8265
S224218,3.46815722,-76.50924333,0,0
S224218,3.4650375,-76.50844528,1,358
S224218,3.462245,-76.50772306,2,678
S224218,3.45923556,-76.50701,3,1021
S224218,3.45427722,-76.50568778,4,1591
S224218,3.45302028,-76.50338889,5,1927
S224218,3.45265833,-76.50041333,6,2260
S224218,3.45248111,-76.49777944,7,2497
S224218,3.45238667,-76.495865,8,2758
S224218,3.45253167,-76.49316667,9,3056
S224218,3.45250833,-76.49023167,10,3378
S224218,3.45207111,-76.48679167,11,3763
S224218,3.45064194,-76.48335833,12,4256
S224218,3.44380222,-76.48254306,13,5387
S22422,3.47670833,-76.52664333,0,0
S22422,3.473025,-76.52785333,1,432
S22422,3.47188,-76.52865667,2,628
S22422,3.46949833,-76.53019667,3,938
S22422,3.46732,-76.53100833,4,1197
S22422,3.46345139,-76.53115417,5,1593
S22422,3.46124889,-76.52786194,6,2064
S22422,3.45797278,-76.5304825,7,2634
S22423,3.45797278,-76.5304825,0,0
S22423,3.45739,-76.53353667,1,690
S22423,3.460475,-76.53129,2,1087
S22423,3.46414889,-76.53020556,3,1529
S22423,3.465365,-76.53024167,4,1686
S22423,3.46842972,-76.52906944,5,2026
S22423,3.47009167,-76.52794833,6,2282
S22423,3.47238611,-76.52657472,7,2589
S22423,3.47605639,-76.52652278,8,3008
S22423,3.47971833,-76.52518667,9,3438
S22423,3.48103556,-76.52369417,10,3718
S22423,3.48010111,-76.52137944,11,3996
S22423,3.47935861,-76.51953278,12,4218
S22423,3.47686389,-76.51599389,13,4704
S22423,3.47253,-76.51226167,14,5343
S22423,3.46815722,-76.50924333,15,5942
S22423,3.4650375,-76.50844528,16,6300
S22423,3.462245,-76.50772306,17,6620
S22423,3.45923556,-76.50701,18,6963
S22423,3.45427722,-76.50568778,19,7533
S22423,3.45302028,-76.50338889,20,7869
S22423,3.45265833,-76.50041333,21,8202
S22423,3.45248111,-76.49777944,22,8439
S22423,3.45238667,-76.495865,23,8700
S22423,3.45253167,-76.49316667,24,8998
S22423,3.45250833,-76.49023167,25,9320
S22423,3.45207111,-76.48679167,26,9705
S22423,3.45064194,-76.48335833,27,10198
S22423,3.44380222,-76.48254306,28,11329
S22425,3.44380222,-76.48254306,0,0
S22425,3.45140333,-76.48273139,1,979
S22425,3.45229556,-76.48680556,2,1442
S22425,3.45272917,-76.489745,3,1771
S22425,3.45278833,-76.49252333,4,2078
S22425,3.45260833,-76.49561167,5,2420
S22425,3.45283722,-76.49959222,6,2891
S22425,3.45318167,-76.50331306,7,3307
S22425,3.45437167,-76.50547167,8,3614
S22425,3.45941639,-76.50685333,9,4195
S22425,3.46220167,-76.50751417,10,4513
S22425,3.46609028,-76.50850472,11,4959
S22425,3.46901639,-76.50930111,12,5296
S22425,3.47096472,-76.51066278,13,5560
S22425,3.47306472,-76.51247722,14,5868
S22425,3.47686833,-76.51573833,15,6427
S22425,3.47950667,-76.51929333,16,6933
S22425,3.48061333,-76.52156333,17,7203
S22425,3.481225,-76.52343333,18,7416
S22425,3.47989833,-76.52544667,19,7764
S22425,3.47670833,-76.52664333,20,8140
S22425,3.473025,-76.52785333,21,8572
S22425,3.47188,-76.52865667,22,8768
S22425,3.46949833,-76.53019667,23,9078
S22425,3.46732,-76.53100833,24,9337
S22425,3.46345139,-76.53115417,25,9733
S22425,3.46124889,-76.52786194,26,10204
S22425,3.45797278,-76.5304825,27,10774
S22424,3.44380222,-76.48254306,0,0
S22424,3.45140333,-76.48273139,1,979
S22424,3.45229556,-76.48680556,2,1442
S22424,3.45272917,-76.489745,3,1771
S22424,3.45185333,-76.49298333,4,2206
S22424,3.449795,-76.49346194,5,2440
S22424,3.44777417,-76.49429833,6,2726
S22424,3.448225,-76.496655,7,2992
S22424,3.44849333,-76.49944333,8,3302
S22424,3.448825,-76.50235833,9,3622
S22424,3.44909972,-76.50412833,10,3897
S22424,3.45211278,-76.50490611,11,4259
S22424,3.45437167,-76.50547167,12,4501
S22424,3.45941639,-76.50685333,13,5082
S22424,3.46220167,-76.50751417,14,5400
S22424,3.46609028,-76.50850472,15,5846
S22424,3.46901639,-76.50930111,16,6183
S22424,3.47096472,-76.51066278,17,6447
S22424,3.47306472,-76.51247722,18,6755
S22424,3.47686833,-76.51573833,19,7314
S22424,3.47950667,-76.51929333,20,7820
S22424,3.48061333,-76.52156333,21,8090
S22424,3.481225,-76.52343333,22,8303
S22424,3.47989833,-76.52544667,23,8651
S22424,3.47670833,-76.52664333,24,9027
S22424,3.473025,-76.52785333,25,9459
S22424,3.47188,-76.52865667,26,9655
S22424,3.46949833,-76.53019667,27,9965
S22424,3.46732,-76.53100833,28,10224
S22424,3.46345139,-76.53115417,29,10620
S22424,3.46124889,-76.52786194,30,11091
S22424,3.45797278,-76.5304825,31,11661
S22426,3.45797278,-76.5304825,0,0
S22426,3.45739,-76.53353667,1,690
S22426,3.460475,-76.53129,2,1087
S22426,3.46414889,-76.53020556,3,1529
S22426,3.465365,-76.53024167,4,1686
S22426,3.46842972,-76.52906944,5,2026
S22426,3.47009167,-76.52794833,6,2282
S22426,3.47238611,-76.52657472,7,2589
S22426,3.47605639,-76.52652278,8,3008
S22426,3.47971833,-76.52518667,9,3438
S22426,3.48103556,-76.52369417,10,3718
S22426,3.48010111,-76.52137944,11,3996
S22426,3.47935861,-76.51953278,12,4218
S22426,3.47686389,-76.51599389,13,4704
S22426,3.47253,-76.51226167,14,5343
S22426,3.46815722,-76.50924333,15,5942
S22426,3.4650375,-76.50844528,16,6300
S22426,3.462245,-76.50772306,17,6620
S22426,3.45923556,-76.50701,18,6963
S22426,3.45427722,-76.50568778,19,7533
S22426,3.45302028,-76.50338889,20,7869
S22426,3.45265833,-76.50041333,21,8202
S22426,3.45248111,-76.49777944,22,8439
S22426,3.45238667,-76.495865,23,8700
S22426,3.45253167,-76.49316667,24,8998
S22426,3.45250833,-76.49023167,25,9320
S22426,3.45207111,-76.48679167,26,9705
S22426,3.45064194,-76.48335833,27,10198
S22426,3.44380222,-76.48254306,28,11329
S22432,3.41813944,-76.46787056,0,0
S22432,3.42023778,-76.46496333,1,535
S22432,3.422895,-76.46366833,2,864
S22432,3.42569333,-76.46335667,3,1177
S22432,3.42784833,-76.46325833,4,1414
S22432,3.42948694,-76.46386806,5,1667
S22432,3.432095,-76.46486667,6,1922
S22432,3.43483,-76.46597667,7,2244
S22432,3.43593333,-76.46822,8,2537
S22432,3.43662,-76.46969,9,2714
S22432,3.43765167,-76.47178667,10,2964
S22432,3.43790333,-76.47350833,11,3198
S22432,3.43762833,-76.475065,12,3466
S22432,3.43913,-76.47711667,13,3743
S22432,3.44060333,-76.47908833,14,4014
S22432,3.44375639,-76.48306028,15,4674
S22432,3.4481925,-76.48325167,16,5167
S22432,3.45140333,-76.48273139,17,5501
S22432,3.45410333,-76.48254667,18,5956
S22432,3.4522075,-76.48537694,19,6488
S22432,3.45522167,-76.48452833,20,6899
S22432,3.45795778,-76.48313194,21,7240
S22432,3.46116833,-76.48277472,22,7605
S22432,3.46375333,-76.48342667,23,7901
S22432,3.46723167,-76.48452167,24,8296
S22432,3.4694625,-76.48532528,25,8559
S22432,3.47335667,-76.48645167,26,9009
S22432,3.47767833,-76.487825,27,9513
S22432,3.48113667,-76.48889833,28,9914
S22432,3.48438167,-76.49050167,29,10301
S22432,3.48625,-76.49496,30,10822
S22432,3.48694833,-76.49735333,31,11104
S22432,3.48777833,-76.50024833,32,11425
S22432,3.48986333,-76.506795,33,12188
S22432,3.48930667,-76.50904167,34,12914
S22434,3.4889,-76.50791,0,0
S22434,3.48846,-76.50377833,1,563
S22434,3.48723333,-76.50119,2,878
S22434,3.48527861,-76.50133861,3,1127
S22434,3.48196389,-76.49778833,4,1673
S22434,3.48375,-76.49632,5,1929
S22434,3.48511833,-76.49380667,6,2309
S22434,3.48390667,-76.49101333,7,2630
S22434,3.481135,-76.48979,8,2958
S22434,3.47911972,-76.48915167,9,3193
S22434,3.47690778,-76.48846278,10,3450
S22434,3.47225139,-76.48701694,11,3992
S22434,3.46907833,-76.485985,12,4364
S22434,3.46683833,-76.48526833,13,4618
S22434,3.4634,-76.484195,14,5007
S22434,3.46060833,-76.48346,15,5325
S22434,3.45766667,-76.48417167,16,5659
S22434,3.45514222,-76.48530556,17,5946
S22434,3.45175778,-76.48465111,18,7381
S22434,3.45064194,-76.48335833,19,7631
S22434,3.44727361,-76.48413306,20,8015
S22434,3.44350417,-76.48275778,21,9007
S22434,3.44084333,-76.47981167,22,9522
S22434,3.43894667,-76.47706667,23,9888
S22434,3.43755,-76.47521222,24,10146
S22434,3.43776,-76.47348667,25,10490
S22434,3.437495,-76.471735,26,10735
S22434,3.436665,-76.469895,27,10962
S22434,3.43583333,-76.46804833,28,11188
S22434,3.43507639,-76.46666972,29,11400
S22434,3.43165444,-76.46482139,30,11803
S22434,3.42867667,-76.46365667,31,12158
S22434,3.42564333,-76.46346,32,12499
S22434,3.42222333,-76.46405,33,12884
S22434,3.41910167,-76.46568167,34,13266
S22434,3.41785833,-76.46686167,35,13497
S22434,3.41813944,-76.46787056,36,13797
S22732,3.44396167,-76.49896667,0,0
S22732,3.44193667,-76.49946333,1,279
S22732,3.44057222,-76.50100667,2,575
S22732,3.43921583,-76.50491028,3,1032
S22732,3.43862833,-76.50675667,4,1264
S22732,3.43782056,-76.50925611,5,1536
S22732,3.43708833,-76.512145,6,1855
S22732,3.43620111,-76.51699389,7,2404
S22732,3.435655,-76.521295,8,2885
S22732,3.43510167,-76.52327833,9,3123
S22732,3.43167833,-76.528265,10,3794
S22732,3.43033167,-76.53024833,11,4052
S22732,3.42825333,-76.532775,12,4407
S22732,3.42636,-76.53374833,13,4653
S22732,3.4231675,-76.53476833,14,5025
S22732,3.420275,-76.53568667,15,5362
S22732,3.417775,-76.53649833,16,5659
S22732,3.41485833,-76.53752167,17,6004
S22732,3.41188833,-76.53846833,18,6365
S22732,3.40891833,-76.53942167,19,6713
S22732,3.40532917,-76.54057778,20,7132
S22732,3.40133833,-76.54182167,21,7605
S22732,3.398205,-76.54333417,22,8025
S22732,3.394255,-76.54599333,23,8811
S22732,3.38828,-76.545085,24,9535
S22735,3.48910667,-76.50828,0,0
S22735,3.48723333,-76.50119,1,893
S22735,3.48626,-76.49718667,2,1346
S22735,3.48577889,-76.49535,3,1529
S22735,3.48390667,-76.49101333,4,2088
S22735,3.481135,-76.48979,5,2416
S22735,3.47690778,-76.48846278,6,2908
S22735,3.47313333,-76.487295,7,3343
S22735,3.46979111,-76.48628,8,3731
S22735,3.46683833,-76.48526833,9,4077
S22735,3.4634,-76.484195,10,4466
S22735,3.46060833,-76.48346,11,4784
S22735,3.45766667,-76.48417167,12,5118
S22735,3.45498972,-76.48521056,13,5437
S22735,3.44981694,-76.48793444,14,6086
S22735,3.44680333,-76.490065,15,6497
S22735,3.44376806,-76.49189917,16,6896
S22735,3.44362333,-76.49610667,17,7365
S22735,3.44396167,-76.49896667,18,7680
S22735,3.44193667,-76.49946333,19,7959
S22735,3.44057222,-76.50100667,20,8255
S22735,3.43921583,-76.50491028,21,8712
S22735,3.43862833,-76.50675667,22,8944
S22735,3.43782056,-76.50925611,23,9216
S22735,3.43708833,-76.512145,24,9535
S22735,3.43620111,-76.51699389,25,10084
S22735,3.435655,-76.521295,26,10565
S22735,3.43510167,-76.52327833,27,10803
S22735,3.43167833,-76.528265,28,11474
S22735,3.43033167,-76.53024833,29,11732
S22735,3.42825333,-76.532775,30,12087
S22735,3.42636,-76.53374833,31,12333
S22735,3.4231675,-76.53476833,32,12705
S22735,3.420275,-76.53568667,33,13042
S22735,3.417775,-76.53649833,34,13339
S22735,3.41485833,-76.53752167,35,13684
S22735,3.41188833,-76.53846833,36,14045
S22735,3.40891833,-76.53942167,37,14393
S22735,3.40532917,-76.54057778,38,14812
S22735,3.40133833,-76.54182167,39,15285
S22735,3.398205,-76.54333417,40,15705
S22735,3.394255,-76.54599333,41,16491
S22735,3.38828,-76.545085,42,17215
S227316,3.44376,-76.49870667,0,0
S227316,3.44346,-76.49585833,1,315
S227316,3.4457525,-76.48936889,2,1198
S227316,3.44737028,-76.48864917,3,1475
S227316,3.44981556,-76.48764694,4,1768
S227316,3.45483722,-76.48501694,5,2398
S227316,3.45752444,-76.48333028,6,2750
S227316,3.46048361,-76.48267917,7,3170
S227316,3.46375333,-76.48342667,8,3513
S227316,3.46723167,-76.48452167,9,3908
S227316,3.46931833,-76.485185,10,4148
S227316,3.47335667,-76.48645167,11,4606
S227316,3.47767833,-76.487825,12,5110
S227316,3.48113667,-76.48889833,13,5511
S227316,3.48438167,-76.49050167,14,5898
S227316,3.48625,-76.49496,15,6419
S227316,3.48694833,-76.49735333,16,6701
S227316,3.48777833,-76.50024833,17,7022
S227316,3.48986333,-76.506795,18,7785
S227316,3.49023333,-76.508785,19,8007
S227316,3.48910306,-76.5089375,20,8552
S227319,3.44362333,-76.49610667,0,0
S227319,3.44396167,-76.49896667,1,315
S227319,3.44193667,-76.49946333,2,594
S227319,3.44057222,-76.50100667,3,890
S227319,3.43921583,-76.50491028,4,1347
S227319,3.43862833,-76.50675667,5,1579
S227319,3.43782056,-76.50925611,6,1851
S227319,3.43708833,-76.512145,7,2170
S227319,3.43620111,-76.51699389,8,2719
S227319,3.435655,-76.521295,9,3200
S227319,3.43510167,-76.52327833,10,3438
S227319,3.43167833,-76.528265,11,4109
S227319,3.43033167,-76.53024833,12,4367
S227319,3.42825333,-76.532775,13,4722
S227319,3.42636,-76.53374833,14,4968
S227319,3.4231675,-76.53476833,15,5340
S227319,3.420275,-76.53568667,16,5677
S227319,3.417775,-76.53649833,17,5974
S227319,3.41485833,-76.53752167,18,6319
S227319,3.41188833,-76.53846833,19,6680
S227319,3.40891833,-76.53942167,20,7028
S227319,3.40532917,-76.54057778,21,7447
S227319,3.40133833,-76.54182167,22,7920
S227319,3.398205,-76.54333417,23,8340
S227319,3.394255,-76.54599333,24,9126
S227319,3.38828,-76.545085,25,9850
S22733,3.38828,-76.545085,0,0
S22733,3.389775,-76.54489,1,668
S22733,3.392385,-76.54430667,2,990
S22733,3.39531833,-76.54335,3,1333
S22733,3.39760222,-76.54259389,4,1619
S22733,3.40134667,-76.5414,5,2037
S22733,3.40589,-76.53992167,6,2569
S22733,3.40867167,-76.53903,7,2900
S22733,3.41208,-76.53790167,8,3297
S22733,3.41562389,-76.536775,9,3631
S22733,3.41785806,-76.53604889,10,4047
S22733,3.42148667,-76.53484333,11,4357
S22733,3.42430333,-76.53393,12,4686
S22733,3.42600167,-76.533335,13,4888
S22733,3.42848667,-76.53199333,14,5206
S22733,3.43020833,-76.52958639,15,5530
S22733,3.43220167,-76.52670667,16,5918
S22733,3.43453167,-76.52332333,17,6374
S22733,3.43512667,-76.52128222,18,6678
S22733,3.43585667,-76.51619667,19,7182
S22733,3.4365825,-76.51204667,20,7673
S22733,3.43748333,-76.50875667,21,8047
S22733,3.43834333,-76.506005,22,8348
S22733,3.43884833,-76.50454,23,8506
S22733,3.439755,-76.50191667,24,8815
S22733,3.44208028,-76.49937278,25,9293
S22733,3.44376,-76.49870667,26,9580
S22733,3.44346,-76.49585833,27,9895
S22733,3.4457525,-76.48936889,28,10778
S22733,3.44737028,-76.48864917,29,11055
S22733,3.44981556,-76.48764694,30,11348
S22733,3.45483722,-76.48501694,31,11978
S22733,3.45752444,-76.48333028,32,12330
S22733,3.46048361,-76.48267917,33,12750
S22733,3.46375333,-76.48342667,34,13093
S22733,3.46723167,-76.48452167,35,13488
S22733,3.46931833,-76.485185,36,13728
S22733,3.47335667,-76.48645167,37,14186
S22733,3.47767833,-76.487825,38,14690
S22733,3.48113667,-76.48889833,39,15091
S22733,3.48438167,-76.49050167,40,15478
S22733,3.48625,-76.49496,41,15999
S22733,3.48694833,-76.49735333,42,16281
S22733,3.48777833,-76.50024833,43,16602
S22733,3.48986333,-76.506795,44,17365
S22733,3.49023333,-76.508785,45,17587
S22733,3.48910306,-76.5089375,46,18132
S22742,3.48945833,-76.50890639,0,0
S22742,3.48929333,-76.50621333,1,787
S22742,3.48986333,-76.506795,2,1889
S22742,3.491045,-76.511445,3,2434
S22742,3.49204333,-76.51450833,4,2787
S22742,3.49261333,-76.51641833,5,3006
S22742,3.493565,-76.51945667,6,3358
S22742,3.494145,-76.52129,7,3567
S22742,3.49251,-76.52368833,8,4022
S22742,3.48751167,-76.52586278,9,4625
S22742,3.48319833,-76.52578778,10,5107
S22742,3.47989833,-76.52544667,11,5520
S22742,3.47670833,-76.52664333,12,5896
S22742,3.473025,-76.52785333,13,6328
S22742,3.47188,-76.52865667,14,6524
S22742,3.46949833,-76.53019667,15,6834
S22742,3.46732,-76.53100833,16,7093
S22742,3.46420167,-76.53102667,17,7433
S22742,3.46228167,-76.52937667,18,7765
S22742,3.46100083,-76.52774083,19,7995
S22742,3.44723333,-76.52975833,20,9734
S22742,3.44350333,-76.52878833,21,10162
S22742,3.44234,-76.532455,22,10671
S22742,3.44104528,-76.53523944,23,11011
S22742,3.43541667,-76.53880167,24,11820
S22742,3.43370833,-76.53887167,25,12007
S22742,3.43145667,-76.53895833,26,12254
S22742,3.42779833,-76.53940167,27,12659
S22742,3.425965,-76.540185,28,12874
S22742,3.42376833,-76.54112,29,13134
S22742,3.42159333,-76.542085,30,13396
S22742,3.41957,-76.54298667,31,13637
S22742,3.41720167,-76.54405,32,13924
S22742,3.41372333,-76.54639167,33,14384
S22742,3.40960417,-76.54746333,34,14888
S22742,3.39859889,-76.5464675,35,16092
S22742,3.38828,-76.545085,36,17240
S227413,3.494145,-76.52129,0,0
S227413,3.49251,-76.52368833,1,455
S227413,3.48751167,-76.52586278,2,1058
S227413,3.48319833,-76.52578778,3,1540
S227413,3.47989833,-76.52544667,4,1953
S227413,3.47670833,-76.52664333,5,2329
S227413,3.473025,-76.52785333,6,2761
S227413,3.47188,-76.52865667,7,2957
S227413,3.46949833,-76.53019667,8,3267
S227413,3.46732,-76.53100833,9,3526
S227413,3.46420167,-76.53102667,10,3866
S227413,3.46228167,-76.52937667,11,4198
S227413,3.46100083,-76.52774083,12,4428
S227413,3.44723333,-76.52975833,13,6167
S227413,3.44350333,-76.52878833,14,6595
S227413,3.44234,-76.532455,15,7104
S227413,3.44104528,-76.53523944,16,7444
S227413,3.43541667,-76.53880167,17,8253
S227413,3.43370833,-76.53887167,18,8440
S227413,3.43145667,-76.53895833,19,8687
S227413,3.42779833,-76.53940167,20,9092
S227413,3.425965,-76.540185,21,9307
S227413,3.42376833,-76.54112,22,9567
S227413,3.42159333,-76.542085,23,9829
S227413,3.41957,-76.54298667,24,10070
S227413,3.41720167,-76.54405,25,10357
S227413,3.41372333,-76.54639167,26,10817
S227413,3.40960417,-76.54746333,27,11321
S227413,3.39859889,-76.5464675,28,12525
S227413,3.38828,-76.545085,29,13673
S22743,3.38828,-76.545085,0,0
S22743,3.39498833,-76.54575167,1,1238
S22743,3.39916333,-76.54438167,2,1867
S22743,3.40228833,-76.54407667,3,2209
S22743,3.40492167,-76.54336333,4,2506
S22743,3.40796,-76.54245167,5,2858
S22743,3.40969333,-76.54198667,6,3054
S22743,3.41331,-76.54086667,7,3462
S22743,3.415485,-76.54021333,8,3714
S22743,3.41861,-76.53928167,9,4076
S22743,3.42238833,-76.53818333,10,4513
S22743,3.42557667,-76.53760333,11,4870
S22743,3.42762806,-76.53689722,12,5150
S22743,3.42956944,-76.53631556,13,5532
S22743,3.43227611,-76.53550278,14,5805
S22743,3.43488028,-76.53471667,15,6079
S22743,3.438955,-76.53347667,16,6440
S22743,3.442245,-76.532565,17,6864
S22743,3.44263333,-76.52771583,18,7403
S22743,3.44397667,-76.52636167,19,7749
S22743,3.44917472,-76.52793139,20,8338
S22743,3.45448833,-76.53009667,21,8970
S22743,3.45908,-76.529735,22,9540
S22743,3.46088667,-76.53081667,23,9772
S22743,3.46353,-76.53016,24,10059
S22743,3.465365,-76.53024167,25,10273
S22743,3.46762,-76.52938167,26,10561
S22743,3.47009167,-76.52794833,27,10881
S22743,3.47167833,-76.52696333,28,11088
S22743,3.47591833,-76.526525,29,11544
S22743,3.47971833,-76.52518667,30,11988
S22743,3.48366,-76.52558667,31,12457
S22743,3.48664833,-76.52552667,32,12791
S22743,3.48853556,-76.52312111,33,13269
S22743,3.48770556,-76.52084694,34,13544
S22743,3.48576889,-76.51723278,35,13885
S22743,3.48468833,-76.51325,36,14444
S22743,3.48930028,-76.50823611,37,15513
S23012,3.478355,-76.502095,0,0
S23012,3.48196389,-76.49778833,1,624
S23012,3.48375,-76.49632,2,880
S23012,3.48511833,-76.49380667,3,1260
S23012,3.48625,-76.49496,4,2091
S23012,3.48694833,-76.49735333,5,2373
S23012,3.48777833,-76.50024833,6,2694
S23012,3.48986333,-76.506795,7,3457
S23012,3.49023333,-76.508785,8,3679
S23012,3.491045,-76.511445,9,3991
S23012,3.49204333,-76.51450833,10,4344
S23012,3.49261333,-76.51641833,11,4563
S23012,3.493565,-76.51945667,12,4915
S23012,3.494145,-76.52129,13,5124
S23012,3.49251,-76.52368833,14,5579
S23012,3.48804667,-76.52566667,15,6125
S23012,3.48375167,-76.52589,16,6596
S23012,3.47989833,-76.52544667,17,7037
S23012,3.47670833,-76.52664333,18,7413
S23012,3.473025,-76.52785333,19,7845
S23012,3.47188,-76.52865667,20,8041
S23012,3.46949833,-76.53019667,21,8351
S23012,3.46732,-76.53100833,22,8610
S23012,3.46420167,-76.53102667,23,8950
S23012,3.46228167,-76.52937667,24,9282
S23012,3.45697833,-76.53030667,25,10079
S23012,3.45364833,-76.53168167,26,10495
S23012,3.44856833,-76.53014833,27,11072
S23012,3.44350333,-76.52878833,28,11638
S23012,3.44263333,-76.52771583,29,11828
S23017,3.49251,-76.52368833,0,0
S23017,3.48804667,-76.52566667,1,546
S23017,3.48375167,-76.52589,2,1017
S23017,3.47989833,-76.52544667,3,1458
S23017,3.47670833,-76.52664333,4,1834
S23017,3.473025,-76.52785333,5,2266
S23017,3.47188,-76.52865667,6,2462
S23017,3.46949833,-76.53019667,7,2772
S23017,3.46732,-76.53100833,8,3031
S23017,3.46420167,-76.53102667,9,3371
S23017,3.46228167,-76.52937667,10,3703
S23017,3.45697833,-76.53030667,11,4500
S23017,3.45364833,-76.53168167,12,4916
S23017,3.44856833,-76.53014833,13,5493
S23017,3.44350333,-76.52878833,14,6059
S23017,3.44263333,-76.52771583,15,6249
S230113,3.48366,-76.52558667,0,0
S230113,3.48664833,-76.52552667,1,334
S230113,3.490015,-76.52401,2,748
S230113,3.49241333,-76.52346667,3,1017
S230113,3.49403333,-76.52154,4,1367
S230113,3.49338333,-76.51948833,5,1604
S230113,3.49250333,-76.51663667,6,1916
S230113,3.491935,-76.514835,7,2132
S230113,3.49075333,-76.51156333,8,2506
S230113,3.4889,-76.50791,9,2963
S230113,3.48924167,-76.50617667,10,3210
S230113,3.48846,-76.50377833,11,3485
S230113,3.48723333,-76.50119,12,3800
S230113,3.48626,-76.49718667,13,4253
S230113,3.48487333,-76.49619333,14,4528
S230113,3.48178639,-76.49809556,15,4977
S230113,3.4782025,-76.50237833,16,5599
S230115,3.48375167,-76.52589,0,0
S230115,3.47989833,-76.52544667,1,441
S230115,3.47670833,-76.52664333,2,817
S230115,3.473025,-76.52785333,3,1249
S230115,3.47188,-76.52865667,4,1445
S230115,3.46949833,-76.53019667,5,1755
S230115,3.46732,-76.53100833,6,2014
S230115,3.46420167,-76.53102667,7,2354
S230115,3.46228167,-76.52937667,8,2686
S230115,3.45697833,-76.53030667,9,3483
S230115,3.45364833,-76.53168167,10,3899
S230115,3.44856833,-76.53014833,11,4476
S230115,3.44350333,-76.52878833,12,5042
S230115,3.44263333,-76.52771583,13,5232
S230111,3.47591833,-76.526525,0,0
S230111,3.47971833,-76.52518667,1,444
S230111,3.48366,-76.52558667,2,913
S230111,3.48664833,-76.52552667,3,1247
S230111,3.490015,-76.52401,4,1661
S230111,3.49241333,-76.52346667,5,1930
S230111,3.49403333,-76.52154,6,2280
S230111,3.49338333,-76.51948833,7,2517
S230111,3.49250333,-76.51663667,8,2829
S230111,3.491935,-76.514835,9,3045
S230111,3.49075333,-76.51156333,10,3419
S230111,3.4889,-76.50791,11,3876
S230111,3.48924167,-76.50617667,12,4123
S230111,3.48846,-76.50377833,13,4398
S230111,3.48723333,-76.50119,14,4713
S230111,3.48626,-76.49718667,15,5166
S230111,3.48487333,-76.49619333,16,5441
S230111,3.48178639,-76.49809556,17,5890
S230111,3.4782025,-76.50237833,18,6512
S23013,3.44263333,-76.52771583,0,0
S23013,3.44397667,-76.52636167,1,346
S23013,3.44917472,-76.52793139,2,935
S23013,3.45448833,-76.53009667,3,1567
S23013,3.45674833,-76.53030833,4,1831
S23013,3.45908,-76.529735,5,2147
S23013,3.46088667,-76.53081667,6,2379
S23013,3.46353,-76.53016,7,2666
S23013,3.465365,-76.53024167,8,2880
S23013,3.46762,-76.52938167,9,3168
S23013,3.47009167,-76.52794833,10,3488
S23013,3.47167833,-76.52696333,11,3695
S23013,3.47591833,-76.526525,12,4151
S23013,3.47971833,-76.52518667,13,4595
S23013,3.48366,-76.52558667,14,5064
S23013,3.48664833,-76.52552667,15,5398
S23013,3.490015,-76.52401,16,5812
S23013,3.49241333,-76.52346667,17,6081
S23013,3.49403333,-76.52154,18,6431
S23013,3.49338333,-76.51948833,19,6668
S23013,3.49250333,-76.51663667,20,6980
S23013,3.491935,-76.514835,21,7196
S23013,3.49075333,-76.51156333,22,7570
S23013,3.4889,-76.50791,23,8027
S23013,3.48924167,-76.50617667,24,8274
S23013,3.48846,-76.50377833,25,8549
S23013,3.48723333,-76.50119,26,8864
S23013,3.48626,-76.49718667,27,9317
S23013,3.48487333,-76.49619333,28,9592
S23013,3.48178639,-76.49809556,29,10041
S23013,3.4782025,-76.50237833,30,10663
S24012,3.4541,-76.52995,0,0
S24012,3.45364833,-76.53168167,1,472
S24012,3.44811333,-76.53000333,2,1113
S24012,3.44796639,-76.5270225,3,1495
S24012,3.44885,-76.52370833,4,1876
S24012,3.44961806,-76.52061139,5,2230
S24012,3.44916556,-76.51840722,6,2552
S24012,3.44572333,-76.51861333,7,2935
S24012,3.44689667,-76.51795833,8,3944
S24012,3.44952,-76.51779722,9,4274
S24012,3.45048694,-76.51684972,10,4475
S24012,3.45124806,-76.51269139,11,4944
S24012,3.45133861,-76.51027944,12,5212
S24012,3.45140917,-76.50785417,13,5481
S24012,3.45346667,-76.50712167,14,5793
S24012,3.45191444,-76.5050575,15,6132
S24012,3.44933389,-76.50440889,16,6427
S24012,3.44875333,-76.50228167,17,6756
S24012,3.44826167,-76.49848,18,7178
S24012,3.44804,-76.49645333,19,7403
S24012,3.44766444,-76.49432028,20,7643
S24012,3.44975056,-76.49332083,21,7946
S24012,3.45186667,-76.49293167,22,8185
S24012,3.45250833,-76.49023167,23,8526
S24012,3.45207111,-76.48679167,24,8911
S24012,3.45064194,-76.48335833,25,9404
