shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S1314,3.481915,-76.49791167,0,0
S1314,3.4782025,-76.50237833,1,636
S1314,3.473625,-76.50695,2,1339
S1314,3.46947,-76.51088667,3,1982
S1314,3.466125,-76.513435,4,2452
S1314,3.46289,-76.51752,5,3025
S1314,3.46043,-76.52534333,6,4086
S1314,3.45654833,-76.53053667,7,4839
S1314,3.45364833,-76.53168167,8,5207
S1314,3.44856833,-76.53014833,9,5784
S1314,3.44399833,-76.52895167,10,6299
S1314,3.44220833,-76.53286,11,6899
S1314,3.43938833,-76.53738167,12,7496
S1314,3.43463,-76.54122667,13,8176
S1314,3.431525,-76.54342833,14,8604
S1314,3.42356667,-76.54703,15,9563
S1314,3.41891167,-76.54839167,16,10102
S1314,3.41494167,-76.54854,17,10550
S1314,3.40960417,-76.54746333,18,11148
S1314,3.40359333,-76.54687333,19,11808
S1314,3.39859889,-76.5464675,20,12361
S1314,3.394255,-76.54599333,21,12845
S1314,3.38772833,-76.54499,22,13569
S1314,3.37701,-76.54277833,23,14774
S1314,3.372535,-76.539995,24,15391
S1314,3.37068667,-76.536625,25,15817
S1314,3.367005,-76.52925167,26,16731
S1312,3.41499333,-76.54822667,0,0
S1312,3.41914667,-76.548225,1,461
S1312,3.423815,-76.54685167,2,997
S1312,3.43172167,-76.54311667,3,1956
S1312,3.43478333,-76.54092167,4,2382
S1312,3.43961167,-76.537175,5,3062
S1312,3.442245,-76.532565,6,3655
S1312,3.44263333,-76.52771583,7,4194
S1312,3.44355333,-76.52622667,8,4489
S1312,3.44870833,-76.52776667,9,5082
S1312,3.4541,-76.52995,10,5720
S1312,3.45674833,-76.53030833,11,6034
S1312,3.45859333,-76.52557667,12,6621
S1312,3.46014167,-76.52232333,13,7015
S1312,3.46297667,-76.517225,14,7668
S1312,3.46632,-76.51322,15,8246
S1312,3.46967833,-76.510565,16,8716
S1312,3.47385167,-76.506555,17,9353
S1312,3.478355,-76.502095,18,10052
S1312,3.48160167,-76.49807667,19,10626
S1316,3.36718333,-76.529395,0,0
S1316,3.370985,-76.53685167,1,932
S1316,3.37282833,-76.540475,2,1376
S1316,3.37730667,-76.54279,3,1961
S1316,3.387815,-76.54479833,4,3142
S1316,3.39397833,-76.54582333,5,3823
S1316,3.39891833,-76.546405,6,4372
S1316,3.40386667,-76.54678167,7,4925
S1316,3.40987,-76.54744833,8,5586
S1316,3.41499333,-76.54822667,9,6157
S1316,3.41914667,-76.548225,10,6618
S1316,3.423815,-76.54685167,11,7154
S1316,3.43172167,-76.54311667,12,8113
S1316,3.43478333,-76.54092167,13,8539
S1316,3.43961167,-76.537175,14,9219
S1316,3.442245,-76.532565,15,9812
S1316,3.44263333,-76.52771583,16,10351
S1316,3.44355333,-76.52622667,17,10646
S1316,3.44870833,-76.52776667,18,11239
S1316,3.4541,-76.52995,19,11877
S1316,3.45674833,-76.53030833,20,12191
S1316,3.45859333,-76.52557667,21,12778
S1316,3.46014167,-76.52232333,22,13172
S1316,3.46297667,-76.517225,23,13825
S1316,3.46632,-76.51322,24,14403
S1316,3.46967833,-76.510565,25,14873
S1316,3.47385167,-76.506555,26,15510
S1316,3.478355,-76.502095,27,16209
S1316,3.48160167,-76.49807667,28,16783
S13117,3.41494167,-76.54854,0,0
S13117,3.40960417,-76.54746333,1,598
S13117,3.40359333,-76.54687333,2,1258
S13117,3.39859889,-76.5464675,3,1811
S13117,3.394255,-76.54599333,4,2295
S13117,3.38772833,-76.54499,5,3019
S13117,3.37701,-76.54277833,6,4224
S13117,3.372535,-76.539995,7,4841
S13117,3.37068667,-76.536625,8,5267
S13117,3.367005,-76.52925167,9,6181
S1404,3.44342167,-76.48298833,0,0
S1404,3.44522833,-76.48744667,1,1155
S1404,3.44362333,-76.49610667,2,2154
S1404,3.44396167,-76.49896667,3,2469
S1404,3.444395,-76.50232,4,2843
S1404,3.444905,-76.50843667,5,3510
S1404,3.44534833,-76.51471,6,4202
S1404,3.44417667,-76.52084,7,4898
S1404,3.44355333,-76.52622667,8,5647
S1404,3.44870833,-76.52776667,9,6240
S1404,3.4541,-76.52995,10,6878
S1404,3.453235,-76.53150333,11,7349
S1402,3.453235,-76.53150333,0,0
S1402,3.44811333,-76.53000333,1,578
S1402,3.44399833,-76.52895167,2,1041
S1402,3.442665,-76.527295,3,1282
S1402,3.44414,-76.52053333,4,2054
S1402,3.44526,-76.51444333,5,2748
S1402,3.44475833,-76.50812833,6,3439
S1402,3.44423833,-76.50207833,7,4106
S1402,3.44376,-76.49870667,8,4480
S1402,3.44346,-76.49585833,9,4795
S1402,3.44520667,-76.4872,10,5815
S1402,3.44334194,-76.48351694,11,7123
S1422,3.47060167,-76.52208667,0,0
S1422,3.46708333,-76.523915,1,445
S1422,3.46115167,-76.52710167,2,1220
S1422,3.453235,-76.53150333,3,2265
S1422,3.44811333,-76.53000333,4,2843
S1422,3.44399833,-76.52895167,5,3306
S1422,3.44414,-76.52053333,6,4367
S1422,3.44526,-76.51444333,7,5061
S1422,3.44475833,-76.50812833,8,5752
S1422,3.44423833,-76.50207833,9,6419
S1422,3.44376,-76.49870667,10,6793
S1422,3.44084333,-76.47981167,11,9577
S1422,3.43894667,-76.47706667,12,9943
S1422,3.43762833,-76.475065,13,10204
S1422,3.43584667,-76.473505,14,10466
S1422,3.43406333,-76.47231667,15,10701
S1422,3.43128,-76.46929167,16,11155
S1422,3.42938833,-76.467175,17,11472
S1422,3.42798,-76.46609,18,11670
S1422,3.425725,-76.46538333,19,11944
S1422,3.42150167,-76.46678167,20,12448
S1422,3.41934333,-76.4678,21,12706
S1422,3.41784833,-76.468655,22,12905
S1422,3.41474667,-76.47044333,23,13290
S1422,3.41153333,-76.47231,24,13701
S1422,3.40877167,-76.47386,25,14050
S1422,3.406745,-76.47501833,26,14306
S1422,3.4060375,-76.47529417,27,14511
S1423,3.4060375,-76.47529417,0,0
S1423,3.40686333,-76.47482333,1,102
S1423,3.4088,-76.47373833,2,346
S1423,3.41253333,-76.47155167,3,823
S1423,3.41463667,-76.47036667,4,1092
S1423,3.41762167,-76.46867333,5,1467
S1423,3.41933333,-76.46765333,6,1687
S1423,3.422345,-76.46605,7,2063
S1423,3.42524,-76.46526833,8,2387
S1423,3.42798333,-76.465895,9,2713
S1423,3.42982667,-76.46729167,10,2969
S1423,3.43184667,-76.46990667,11,3336
S1423,3.43356,-76.47154167,12,3601
S1423,3.43636667,-76.47376167,13,3991
S1423,3.43762833,-76.475065,14,4198
S1423,3.43913,-76.47711667,15,4475
S1423,3.44060333,-76.47908833,16,4746
S1423,3.44396167,-76.49896667,17,7633
S1423,3.444395,-76.50232,18,8007
S1423,3.444905,-76.50843667,19,8674
S1423,3.44534833,-76.51471,20,9366
S1423,3.44417667,-76.52084,21,10062
S1423,3.44870833,-76.52776667,22,11342
S1423,3.45491333,-76.53029,23,12074
S1423,3.46129333,-76.52690333,24,12911
S1423,3.46625167,-76.52370333,25,13608
S1423,3.47027167,-76.52202833,26,14110
S1423,3.47060167,-76.52208667,27,14493
S1502,3.41847861,-76.48684028,0,0
S1502,3.42158306,-76.49088111,1,566
S1502,3.42487694,-76.49461639,2,1119
S1502,3.42710556,-76.50530861,3,2804
S1502,3.43216278,-76.510235,4,3608
S1502,3.43459889,-76.51394694,5,4105
S1502,3.43804167,-76.51861611,6,4749
S1502,3.43977972,-76.52284722,7,5261
S1502,3.44917472,-76.52793139,8,6580
S1502,3.4541,-76.52995,9,7171
S1503,3.4541,-76.52995,0,0
S1503,3.453235,-76.53150333,1,471
S1503,3.44856833,-76.53014833,2,1009
S1503,3.44399833,-76.52895167,3,1524
S1503,3.43973667,-76.52276389,4,2477
S1503,3.43795583,-76.51854444,5,2987
S1503,3.43453194,-76.51391583,6,3626
S1503,3.432075,-76.51014417,7,4130
S1503,3.42697944,-76.50525667,8,4933
S1503,3.42472889,-76.49453278,9,6585
S1503,3.42143972,-76.49077639,10,7139
S1503,3.41832444,-76.48674361,11,7705
S2172,3.41447667,-76.54845,0,0
S2172,3.39859889,-76.5464675,1,1796
S2172,3.38772833,-76.54499,2,3024
S2172,3.37701,-76.54277833,3,4229
S2172,3.372535,-76.539995,4,4846
S2172,3.35337833,-76.523485,5,8016
S2172,3.35090194,-76.52514583,6,8401
S2172,3.3478775,-76.530725,7,9285
S2173,3.3478775,-76.530725,0,0
S2173,3.34128417,-76.53109389,1,734
S2173,3.33845389,-76.52950167,2,1255
S2173,3.33857972,-76.5263275,3,1607
S2173,3.35358833,-76.52324833,4,3422
S2173,3.37282833,-76.540475,5,6958
S2173,3.37730667,-76.54279,6,7543
S2173,3.38828,-76.54486167,7,8720
S2173,3.39891833,-76.546405,8,9932
S2173,3.41543,-76.54827833,9,11770
S2572,3.41543,-76.54827833,0,0
S2572,3.40960417,-76.54746333,1,688
S2572,3.40760972,-76.54341111,2,1216
S2572,3.40700194,-76.54151278,3,1437
S2572,3.40609667,-76.53882667,4,1751
S2572,3.40478139,-76.53474361,5,2227
S2572,3.40400667,-76.53241833,6,2499
S2572,3.40333333,-76.53036222,7,2739
S2572,3.40275778,-76.52864833,8,2939
S2572,3.40166889,-76.52529861,9,3330
S2572,3.40074861,-76.52367556,10,3563
S2572,3.39635167,-76.52317333,11,4453
S2572,3.39833333,-76.52298667,12,4667
S2572,3.40130917,-76.522855,13,4983
S2572,3.40669167,-76.52101833,14,5593
S2572,3.40837778,-76.51928528,15,5855
S2572,3.40879278,-76.51761194,16,6067
S2572,3.40714722,-76.51600667,17,6322
S2572,3.40555944,-76.5144675,18,6567
S2572,3.40431417,-76.51333361,19,6840
S2572,3.40253667,-76.51166472,20,7061
S2572,3.40022722,-76.50942833,21,7333
S2572,3.39912889,-76.5070125,22,7697
S2572,3.40091472,-76.50502417,23,7993
S2572,3.40271278,-76.50316056,24,8280
S2572,3.40425806,-76.50146889,25,8534
S2572,3.40648611,-76.49848028,26,8858
S2572,3.40803639,-76.49659583,27,9171
S2572,3.4088125,-76.49489806,28,9380
S2572,3.41023139,-76.49340972,29,9608
S2572,3.41045222,-76.49368944,30,9949
S2573,3.41045222,-76.49368944,0,0
S2573,3.40920667,-76.49489861,1,223
S2573,3.40746972,-76.49780472,2,577
S2573,3.40608639,-76.49940667,3,816
S2573,3.40451611,-76.50155639,4,1111
S2573,3.40330306,-76.50304778,5,1324
S2573,3.401205,-76.50528833,6,1678
S2573,3.39969444,-76.50682639,7,1916
S2573,3.39931778,-76.50831667,8,2137
S2573,3.40216722,-76.51101556,9,2574
S2573,3.4032825,-76.51213361,10,2749
S2573,3.40448444,-76.51324944,11,2931
S2573,3.40626,-76.51490778,12,3200
S2573,3.4079375,-76.51651611,13,3458
S2573,3.40910667,-76.51753333,14,3662
S2573,3.408865,-76.51947,15,3933
S2573,3.40756667,-76.520725,16,4133
S2573,3.40189833,-76.52534694,17,5079
S2573,3.40287139,-76.52832389,18,5426
S2573,3.4042,-76.53240667,19,5902
S2573,3.404925,-76.534625,20,6161
S2573,3.40557333,-76.53665444,21,6397
S2573,3.40618556,-76.53855111,22,6618
S2573,3.40706111,-76.54115944,23,6935
S2573,3.40825639,-76.54489944,24,7346
S2573,3.40869778,-76.54621806,25,7528
S2573,3.40987,-76.54744833,26,7755
S2573,3.41458667,-76.54823833,27,8336
S2714,3.38020361,-76.52028861,0,0
S2714,3.38245417,-76.52026611,1,250
S2714,3.38495833,-76.52016361,2,528
S2714,3.38748028,-76.51997222,3,810
S2714,3.38841056,-76.51791222,4,1119
S2714,3.38753139,-76.516205,5,1396
S2714,3.38595806,-76.51632722,6,1571
S2714,3.38304361,-76.516315,7,1895
S2714,3.37987889,-76.51630639,8,2213
S2714,3.37698083,-76.51663833,9,2552
S2714,3.37484444,-76.51665417,10,2789
S2714,3.37233083,-76.5166375,11,3068
S2714,3.37086722,-76.51906972,12,3488
S2714,3.37181306,-76.52029639,13,3710
S2714,3.374195,-76.52025722,14,3973
S2714,3.37677083,-76.52017528,15,4260
S2712,3.38020361,-76.52028861,0,0
S2712,3.38245417,-76.52026611,1,250
S2712,3.38495833,-76.52016361,2,528
S2712,3.38748028,-76.51997222,3,810
S2712,3.38841056,-76.51791222,4,1119
S2712,3.38753139,-76.516205,5,1396
S2712,3.38595806,-76.51632722,6,1571
S2712,3.38304361,-76.516315,7,1895
S2712,3.37987889,-76.51630639,8,2213
S2712,3.37698083,-76.51663833,9,2552
S2712,3.37484444,-76.51665417,10,2789
S2712,3.37233083,-76.5166375,11,3068
S2712,3.37086722,-76.51906972,12,3488
S2712,3.37181306,-76.52029639,13,3710
S2712,3.374195,-76.52025722,14,3973
S2712,3.37677083,-76.52017528,15,4260
S2712,3.37925917,-76.52111917,16,4612
S2712,3.38009944,-76.52323889,17,4905
S2712,3.38041056,-76.52732917,18,5360
S2712,3.38133056,-76.5287425,19,5595
S2712,3.38422944,-76.52856056,20,5917
S2712,3.38941361,-76.52822,21,6494
S2712,3.39476083,-76.52790778,22,7089
S2712,3.39651306,-76.52782639,23,7284
S2712,3.399575,-76.52760111,24,7625
S2712,3.40287139,-76.52832389,25,8055
S2712,3.4042,-76.53240667,26,8531
S2712,3.404925,-76.534625,27,8790
S2712,3.40557333,-76.53665444,28,9026
S2712,3.40618556,-76.53855111,29,9247
S2712,3.40706111,-76.54115944,30,9564
S2712,3.40825639,-76.54489944,31,9975
S2712,3.40869778,-76.54621806,32,10157
S2712,3.40987,-76.54744833,33,10384
S2712,3.41543,-76.54827833,34,11009
S2713,3.41543,-76.54827833,0,0
S2713,3.40960417,-76.54746333,1,688
S2713,3.40760972,-76.54341111,2,1216
S2713,3.40700194,-76.54151278,3,1437
S2713,3.40609667,-76.53882667,4,1751
S2713,3.40478139,-76.53474361,5,2227
S2713,3.40400667,-76.53241833,6,2499
S2713,3.40333333,-76.53036222,7,2739
S2713,3.40275778,-76.52864833,8,2939
S2713,3.40006361,-76.52782028,9,3301
S2713,3.39591361,-76.52803222,10,3763
S2713,3.39377,-76.52817306,11,4001
S2713,3.38964667,-76.52843889,12,4460
S2713,3.38535306,-76.52867278,13,4938
S2713,3.381945,-76.52890389,14,5317
S2713,3.379315,-76.52732722,15,5771
S2713,3.37912417,-76.52368139,16,6176
S2713,3.3790325,-76.52174306,17,6391
S2713,3.38020361,-76.52028861,18,6661
S2722,3.49241333,-76.52346667,0,0
S2722,3.49251,-76.52368833,1,210
S2722,3.48804667,-76.52566667,2,756
S2722,3.48375167,-76.52589,3,1227
S2722,3.47989833,-76.52544667,4,1668
S2722,3.47670833,-76.52664333,5,2044
S2722,3.47305806,-76.5273525,6,2484
S2722,3.47228583,-76.52618194,7,2679
S2722,3.46798972,-76.52474694,8,3182
S2722,3.46351667,-76.52530833,9,3743
S2722,3.45697833,-76.53030667,10,4661
S2722,3.45240833,-76.53134333,11,5174
S2722,3.44723333,-76.52975833,12,5762
S2722,3.44312667,-76.52873,13,6284
S2722,3.442665,-76.527295,14,6491
S2722,3.44011056,-76.52611917,15,7109
S2722,3.43540167,-76.52622389,16,7632
S2722,3.43292806,-76.52647722,17,7965
S2722,3.42930194,-76.52768167,18,8467
S2722,3.42748139,-76.52851556,19,8690
S2722,3.42504139,-76.529305,20,8975
S2722,3.42298222,-76.5299975,21,9315
S2722,3.42066528,-76.5307175,22,9690
S2722,3.41673833,-76.53194,23,10047
S2722,3.413985,-76.532845,24,10369
S2722,3.411965,-76.53352,25,10622
S2722,3.40967472,-76.53435028,26,10893
S2722,3.40708833,-76.53516667,27,11231
S2722,3.40618556,-76.53855111,28,11762
S2722,3.40706111,-76.54115944,29,12079
S2722,3.40825639,-76.54489944,30,12490
S2722,3.40359333,-76.54687333,31,13389
S2722,3.39859889,-76.5464675,32,13942
S2722,3.394255,-76.54599333,33,14426
S2722,3.38828,-76.545085,34,15150
S2723,3.38828,-76.545085,0,0
S2723,3.38628472,-76.54130028,1,633
S2723,3.38699806,-76.53611667,2,1214
S2723,3.38728722,-76.53624861,3,1560
S2723,3.38928667,-76.53849,4,2054
S2723,3.39192111,-76.53830861,5,2604
S2723,3.39485778,-76.53804861,6,2931
S2723,3.39718,-76.53783167,7,3190
S2723,3.40104222,-76.53688,8,3617
S2723,3.404005,-76.53587833,9,3983
S2723,3.40666167,-76.53502833,10,4293
S2723,3.40926639,-76.53424056,11,4630
S2723,3.41191833,-76.53343667,12,4928
S2723,3.41357861,-76.53283889,13,5181
S2723,3.41672333,-76.53184833,14,5505
S2723,3.419785,-76.53084,15,5863
S2723,3.42365833,-76.529555,16,6316
S2723,3.42637611,-76.52868472,17,6687
S2723,3.4294975,-76.52726639,18,7076
S2723,3.43286917,-76.527915,19,7473
S2723,3.43622694,-76.52812222,20,7852
S2723,3.43845167,-76.52822167,21,8096
S2723,3.442595,-76.52680667,22,8777
S2723,3.44445667,-76.526545,23,9077
S2723,3.44963667,-76.52809167,24,9669
S2723,3.45491333,-76.53029,25,10317
S2723,3.45712,-76.53004833,26,10581
S2723,3.46373,-76.52514167,27,11495
S2723,3.46625167,-76.52370333,28,11857
S2723,3.47027167,-76.52202833,29,12359
S2723,3.47173917,-76.52350972,30,12813
S2723,3.47226694,-76.52601611,31,13117
S2723,3.47591833,-76.526525,32,13513
S2723,3.47971833,-76.52518667,33,13957
S2723,3.48406694,-76.525635,34,14473
S2723,3.48729028,-76.52561556,35,14675
S2723,3.490015,-76.52401,36,15034
S2723,3.49241333,-76.52346667,37,15303
S3022,3.44231083,-76.53318861,0,0
S3022,3.44472972,-76.5332325,1,260
S3022,3.44949056,-76.53400056,2,768
S3022,3.45110417,-76.5348625,3,1010
S3022,3.44960139,-76.53802944,4,1361
S3022,3.44969611,-76.54140083,5,1766
S3022,3.45083889,-76.54239944,6,1986
S3022,3.45380278,-76.54614361,7,2610
S3022,3.45444972,-76.54863861,8,2948
S3022,3.45327,-76.54957278,9,3170
S3022,3.45201361,-76.55072389,10,3480
S3022,3.45068861,-76.55344833,11,3817
S3022,3.447825,-76.55675944,12,4340
S3022,3.44707056,-76.55883028,13,4589
S3022,3.44764917,-76.56153583,14,4900
S3022,3.44793167,-76.56373722,15,5150
S3023,3.44793167,-76.56373722,0,0
S3023,3.44761583,-76.56176583,1,426
S3023,3.44703694,-76.55918056,2,724
S3023,3.44791056,-76.55651,3,1044
S3023,3.44956556,-76.55392833,4,1462
S3023,3.45099,-76.55094111,5,1829
S3023,3.45178556,-76.54887278,6,2079
S3023,3.4530925,-76.54669139,7,2633
S3023,3.45056472,-76.54495556,8,3035
S3023,3.45108306,-76.54231306,9,3337
S3023,3.45042083,-76.53986917,10,3640
S3023,3.44742833,-76.53693167,11,4207
S3023,3.444355,-76.536535,12,5166
S3023,3.44648028,-76.53459611,13,5576
S3023,3.44650806,-76.53263528,14,5831
S3023,3.44368472,-76.53220611,15,6118
S3023,3.44231083,-76.53318861,16,6439
S3032,3.44053417,-76.53711417,0,0
S3032,3.43909333,-76.53817167,1,239
S3032,3.44064583,-76.54066333,2,530
S3032,3.44097694,-76.54412417,3,933
S3032,3.44189778,-76.54588139,4,1159
S3032,3.44286056,-76.54818972,5,1440
S3032,3.44433,-76.54797167,6,1699
S3032,3.44421667,-76.54538667,7,2000
S3032,3.44343583,-76.54249083,8,2345
S3032,3.44420583,-76.54127917,9,2564
S3032,3.44341417,-76.54034472,10,2795
S3032,3.44374083,-76.53860361,11,2994
S3032,3.44262028,-76.5367725,12,3291
S3032,3.44053417,-76.53711417,13,3557
S3042,3.43393222,-76.54219111,0,0
S3042,3.434605,-76.54462667,1,337
S3042,3.43667528,-76.54539639,2,614
S3042,3.43810417,-76.54581889,3,794
S3042,3.43966083,-76.54679444,4,1011
S3042,3.44337944,-76.54847861,5,1477
S3042,3.44532806,-76.54723861,6,1845
S3042,3.44693139,-76.54714806,7,3019
S3042,3.44687167,-76.54865,8,3185
S3042,3.44617639,-76.55056528,9,3445
S3042,3.44522111,-76.55279972,10,3718
S3042,3.44360083,-76.55386528,11,3995
S3042,3.44206806,-76.55283722,12,4278
S3042,3.44155889,-76.55206472,13,4387
S3043,3.44155889,-76.55206472,0,0
S3043,3.4419675,-76.55232389,1,135
S3043,3.443345,-76.55394528,2,429
S3043,3.44518722,-76.5527275,3,745
S3043,3.44616611,-76.55047222,4,1021
S3043,3.44681417,-76.54869667,5,1267
S3043,3.4468425,-76.54733944,6,1417
S3043,3.44542056,-76.54794833,7,1829
S3043,3.44306194,-76.54849889,8,2176
S3043,3.44025833,-76.5474325,9,2514
S3043,3.43822056,-76.54590972,10,2808
S3043,3.43665528,-76.5449925,11,3011
S3043,3.43543944,-76.54366444,12,3212
S3043,3.43393222,-76.54219111,13,3503
S3052,3.45327,-76.54957278,0,0
S3052,3.45359833,-76.54798944,1,247
S3052,3.4530925,-76.54669139,2,487
S3052,3.45056472,-76.54495556,3,889
S3052,3.45108306,-76.54231306,4,1191
S3052,3.45042083,-76.53986917,5,1494
S3052,3.4519675,-76.5392125,6,2100
S3052,3.454055,-76.53677583,7,2575
S3052,3.45518333,-76.5353625,8,2775
S3052,3.45739,-76.53353667,9,3117
S3052,3.460475,-76.53129,10,3514
S3052,3.46161,-76.52786667,11,4155
S3052,3.46396056,-76.52638722,12,4474
S3052,3.46351667,-76.52530833,13,4898
S3053,3.46351667,-76.52530833,0,0
S3053,3.46115167,-76.52710167,1,331
S3053,3.45501167,-76.53427833,2,1407
S3053,3.45182667,-76.53710333,3,1901
S3053,3.45142917,-76.54405167,4,2772
S3053,3.45380278,-76.54614361,5,3177
S3053,3.45444972,-76.54863861,6,3515
S3053,3.45327,-76.54957278,7,3737
S3062,3.455865,-76.5655325,0,0
S3062,3.45561722,-76.56439,1,129
S3062,3.45778389,-76.56279889,2,442
S3062,3.460115,-76.56087111,3,781
S3062,3.4607725,-76.55997333,4,906
S3062,3.46155667,-76.55905861,5,1170
S3062,3.45951556,-76.55552361,6,1640
S3062,3.46005333,-76.55323972,7,1900
S3062,3.45964389,-76.5513575,8,2130
S3062,3.45784667,-76.54968583,9,2402
S3062,3.45514694,-76.5481375,10,2764
S3062,3.45327,-76.54957278,11,3122
S3062,3.4530925,-76.54669139,12,3540
S3062,3.45056472,-76.54495556,13,3942
S3062,3.45108306,-76.54231306,14,4244
S3062,3.45042083,-76.53986917,15,4547
S3062,3.44856333,-76.53725333,16,4979
S3062,3.44648028,-76.53459611,17,5446
S3062,3.44650806,-76.53263528,18,5701
S3062,3.44284028,-76.53318889,19,6378
S3063,3.44284028,-76.53318889,0,0
S3063,3.44949056,-76.53400056,1,747
S3063,3.45110417,-76.5348625,2,989
S3063,3.44960139,-76.53802944,3,1340
S3063,3.44969611,-76.54140083,4,1745
S3063,3.45083889,-76.54239944,5,1965
S3063,3.45142917,-76.54405167,6,2187
S3063,3.45380278,-76.54614361,7,2592
S3063,3.45532472,-76.5481925,8,2892
S3063,3.45799556,-76.54958222,9,3247
S3063,3.45950528,-76.55101917,10,3478
S3063,3.46018444,-76.55322139,11,3752
S3063,3.45965944,-76.55562056,12,4024
S3063,3.46191722,-76.55908472,13,4496
S3063,3.46131889,-76.55998139,14,4687
S3063,3.45960972,-76.5614,15,4943
S3063,3.4575775,-76.56317056,16,5246
S3063,3.455775,-76.5646125,17,5519
S3063,3.4559325,-76.56520722,18,5587
S3063,3.455865,-76.5655325,19,5694
S3112,3.36682167,-76.52896,0,0
S3112,3.36603222,-76.53065111,1,352
S3112,3.36332778,-76.53193083,2,685
S3112,3.36064667,-76.53097833,3,1024
S3112,3.35821167,-76.530555,4,1297
S3112,3.35588972,-76.53044472,5,1555
S3112,3.35242194,-76.53034583,6,1940
S3112,3.3478775,-76.530725,7,2447
S3112,3.34364833,-76.53091917,8,2918
S3112,3.34128417,-76.53109389,9,3181
S3112,3.33845389,-76.52950167,10,3702
S3113,3.33845389,-76.52950167,0,0
S3113,3.33857972,-76.5263275,1,352
S3113,3.33842,-76.52465167,2,579
S3113,3.33503833,-76.52475333,3,1005
S3113,3.33518167,-76.52858167,4,1402
S3113,3.33343611,-76.5320575,5,1859
S3113,3.33764833,-76.53150167,6,2342
S3113,3.34078139,-76.53101833,7,2704
S3113,3.34381083,-76.53080889,8,3041
S3113,3.3480875,-76.53047806,9,3517
S3113,3.35314278,-76.53015917,10,4080
S3113,3.35568972,-76.53031306,11,4366
S3113,3.35799611,-76.53042583,12,4622
S3113,3.36102333,-76.530905,13,4997
S3113,3.36469,-76.53140667,14,5431
S3113,3.36682167,-76.52896,15,5867
S3114,3.33845389,-76.52950167,0,0
S3114,3.33857972,-76.5263275,1,352
S3114,3.33842,-76.52465167,2,579
S3114,3.33503833,-76.52475333,3,1005
S3114,3.33518167,-76.52858167,4,1402
S3114,3.33343611,-76.5320575,5,1859
S3114,3.33764833,-76.53150167,6,2342
S3182,3.36661667,-76.52819417,0,0
S3182,3.36234167,-76.52443833,1,780
S3182,3.35886167,-76.52402333,2,1165
S3182,3.35337833,-76.523485,3,1771
S3182,3.34424667,-76.524385,4,2783
S3182,3.33842,-76.52465167,5,3426
S3182,3.33339667,-76.52357,6,3991
S3182,3.32934167,-76.5227,7,4446
S3182,3.32290667,-76.52246333,8,5155
S3182,3.31853833,-76.522765,9,5636
S3182,3.31418167,-76.52299833,10,6113
S3182,3.31187,-76.522785,11,6367
S3182,3.29077,-76.52377833,12,9697
S3182,3.29677333,-76.52234167,13,10376
S3182,3.31355167,-76.52279333,14,12253
S3182,3.32335667,-76.52227,15,13335
S3182,3.33075167,-76.52279333,16,14152
S3182,3.33340333,-76.52347333,17,14453
S3182,3.34486167,-76.52417667,18,15726
S3182,3.35358833,-76.52324833,19,16689
S3182,3.35934333,-76.52398167,20,17325
S3182,3.36257806,-76.52426583,21,17686
S3182,3.36661667,-76.52819417,22,18614
S3185,3.29077,-76.52377833,0,0
S3185,3.29677333,-76.52234167,1,679
S3185,3.31355167,-76.52279333,2,2556
S3185,3.32335667,-76.52227,3,3638
S3185,3.33075167,-76.52279333,4,4455
S3185,3.33340333,-76.52347333,5,4756
S3185,3.34486167,-76.52417667,6,6029
S3185,3.35358833,-76.52324833,7,6992
S3185,3.35934333,-76.52398167,8,7628
S3185,3.36257806,-76.52426583,9,7989
S3185,3.36661667,-76.52819417,10,8917
S31816,3.29737333,-76.52294,0,0
S31816,3.30175333,-76.53140333,1,1070
S31816,3.29077,-76.52377833,2,3774
S31816,3.29677333,-76.52234167,3,4453
S31816,3.31355167,-76.52279333,4,6330
S31816,3.32335667,-76.52227,5,7412
S31816,3.33075167,-76.52279333,6,8229
S31816,3.33340333,-76.52347333,7,8530
S31816,3.34486167,-76.52417667,8,9803
S31816,3.35358833,-76.52324833,9,10766
S31816,3.35934333,-76.52398167,10,11402
S31816,3.36257806,-76.52426583,11,11763
S31816,3.36661667,-76.52819417,12,12691
S31814,3.36661667,-76.52819417,0,0
S31814,3.36234167,-76.52443833,1,780
S31814,3.35886167,-76.52402333,2,1165
S31814,3.35337833,-76.523485,3,1771
S31814,3.34424667,-76.524385,4,2783
S31814,3.33842,-76.52465167,5,3426
S31814,3.33339667,-76.52357,6,3991
S31814,3.32934167,-76.5227,7,4446
S31814,3.32290667,-76.52246333,8,5155
S31814,3.31853833,-76.522765,9,5636
S31814,3.31418167,-76.52299833,10,6113
S31814,3.31187,-76.522785,11,6367
S31814,3.29737333,-76.52294,12,8087
S31814,3.30175333,-76.53140333,13,9157
S31814,3.29077,-76.52377833,14,11861
S31814,3.29677333,-76.52234167,15,12540
S31814,3.31355167,-76.52279333,16,14417
S31814,3.32335667,-76.52227,17,15499
S31814,3.33075167,-76.52279333,18,16316
S31814,3.33340333,-76.52347333,19,16617
S31814,3.34486167,-76.52417667,20,17890
S31814,3.35358833,-76.52324833,21,18853
S31814,3.35934333,-76.52398167,22,19489
S31814,3.36257806,-76.52426583,23,19850
