stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
500500,RIOC1,Rio Cali A1,3.46043,-76.52534333,0
500600,TORRE1,Torre de Cali A1,3.45697833,-76.53030667,0
500601,TORRE2,Torre de Cali B1,3.45674833,-76.53030833,0
500602,TORRE3,Torre de Cali A2,3.45654833,-76.53053667,0
500603,TORRE4,Torre de Cali B2,3.45712,-76.53004833,0
500650,PILOT2,Piloto B1,3.46014167,-76.52232333,0
500700,SANIC2,San Nicolas B1,3.45859333,-76.52557667,0
500750,ERMI1,La Ermita A1,3.45364833,-76.53168167,0
500751,ERMI3,La Ermita A2,3.453235,-76.53150333,0
500800,CAICED1,Plaza de Caicedo A1,3.45240833,-76.53134333,0
500850,CENTRO1,Centro A1,3.44856833,-76.53014833,0
500851,CENTRO3,Centro A2,3.44811333,-76.53000333,0
500900,STROSA1,Santa Rosa A1,3.44723333,-76.52975833,0
500950,FRAY1,Fray Damian A1,3.44399833,-76.52895167,0
500951,FRAY3,Fray Damian A2,3.44350333,-76.52878833,0
500952,FRAY5,Fray Damian A3,3.44312667,-76.52873,0
501000,SANBO1,San Bosco A1,3.44234,-76.532455,0
501001,SANBO2,San Bosco B1,3.442245,-76.532565,0
501002,SANBO3,San Bosco A2,3.44220833,-76.53286,0
501003,SANBO4,San Bosco B2,3.44235333,-76.53210833,0
501050,7AGO1,7 de Agosto A1,3.44531167,-76.48706667,0
501051,7AGO2,7 de Agosto B1,3.44520667,-76.4872,0
501052,7AGO3,7 de Agosto A2,3.44522833,-76.48744667,0
501053,7AGO4,7 de Agosto B2,3.44535833,-76.486725,0
501100,TREB1,Trebol A1,3.44362333,-76.49610667,0
501101,TREB2,Trebol B1,3.44346,-76.49585833,0
501150,VICOL1,Villa Colombia A1,3.44396167,-76.49896667,0
501151,VICOL2,Villa Colombia B1,3.44376,-76.49870667,0
501200,CHAPI1,Chapinero A1,3.444395,-76.50232,0
501201,CHAPI2,Chapinero B1,3.44423833,-76.50207833,0
501250,ATGI1,Atanasio Girardot A1,3.444905,-76.50843667,0
501251,ATGI2,Atanasio Girardot B1,3.44475833,-76.50812833,0
501300,FLORE1,Floresta A1,3.44534833,-76.51471,0
501301,FLORE2,Floresta B1,3.44526,-76.51444333,0
501350,BELAL1,Belalcazar A1,3.44417667,-76.52084,0
501351,BELAL2,Belalcazar B1,3.44414,-76.52053333,0
501400,SANPAS1,San Pascual A1,3.442705,-76.52714667,0
501401,SANPAS2,San Pascual B1,3.44263333,-76.52771583,0
501402,SANPAS3,San Pascual A2,3.44272,-76.52756833,0
501403,SANPAS4,San Pascual B2,3.442665,-76.527295,0
501405,SANPAS6,San Pascual B3,3.442595,-76.52680667,0
501450,SUCRE2,Sucre B1,3.44355333,-76.52622667,0
501451,SUCRE4,Sucre B2,3.44397667,-76.52636167,0
501500,PTCUY2,Petecuy B1,3.44870833,-76.52776667,0
501501,PTCUY4,Petecuy B2,3.44917472,-76.52793139,0
501502,PTCUY6,Petecuy B3,3.44963667,-76.52809167,0
501550,SANPED2,San Pedro B1,3.4541,-76.52995,0
501551,SANPED4,San Pedro B2,3.45448833,-76.53009667,0
501552,SANPED6,San Pedro B3,3.45491333,-76.53029,0
501600,SNTLIB1,Santa Librada A1,3.43999167,-76.53690167,0
501601,SNTLIB2,Santa Librada B1,3.43961167,-76.537175,0
501602,SNTLIB3,Santa Librada A2,3.43938833,-76.53738167,0
501603,SNTLIB4,Santa Librada B2,3.44020333,-76.53664833,0
501650,MANZA1,Manzana del Saber A1,3.43495333,-76.54093,0
501651,MANZA2,Manzana del Saber B1,3.43478333,-76.54092167,0
501652,MANZA3,Manzana del Saber A2,3.43463,-76.54122667,0
501653,MANZA4,Manzana del Saber B2,3.43521833,-76.540705,0
501700,ESTAD1,Estadio A1,3.43189833,-76.54316167,0
501701,ESTAD2,Estadio B1,3.43172167,-76.54311667,0
501702,ESTAD3,Estadio A2,3.431525,-76.54342833,0
501703,ESTAD4,Estadio B2,3.43215833,-76.54295,0
501750,TEQUE1,Tequendama A1,3.42356667,-76.54703,0
501751,TEQUE2,Tequendama B1,3.42343,-76.547,0
501752,TEQUE3,Tequendama A2,3.423135,-76.547205,0
501753,TEQUE 4,Tequendama B2,3.423815,-76.54685167,0
501800,LIDO1,Lido A1,3.41891167,-76.54839167,0
501801,LIDO2,Lido B1,3.41871833,-76.54824167,0
501802,LIDO3,Lido A2,3.41843333,-76.54834833,0
501803,LIDO4,Lido B2,3.41914667,-76.548225,0
501850,UDP1,Unidad Deportiva A1,3.41527167,-76.54840167,0
501851,UDP2,Unidad Deportiva B1,3.41458667,-76.54823833,0
501852,UDP3,Unidad Deportiva A2,3.41494167,-76.54854,0
501853,UDP4,Unidad Deportiva B2,3.41499333,-76.54822667,0
501854,UDP5,Unidad Deportiva A3,3.41447667,-76.54845,0
501855,UDP6,Unidad Deportiva B3,3.41543,-76.54827833,0
501900,PLATOR1,Plaza de Toros A1,3.40960417,-76.54746333,0
501901,PLATOR2,Plaza de Toros B1,3.40987,-76.54744833,0
501950,PAMPA1,Pampalinda A1,3.40359333,-76.54687333,0
501951,PAMPA2,Pampalinda B1,3.40386667,-76.54678167,0
502000,REFUG1,Refugio A1,3.39859889,-76.5464675,0
502001,REFUG2,Refugio B1,3.39891833,-76.546405,0
502050,CALDAS1,Caldas A1,3.394255,-76.54599333,0
502051,CALDAS2,Caldas B1,3.39397833,-76.54582333,0
502100,CAPRI1,Capri A1,3.38828,-76.545085,0
502101,CAPRI2,Capri B1,3.387815,-76.54479833,0
502102,CAPRI3,Capri A2,3.38772833,-76.54499,0
502103,CAPRI4,Capri B2,3.38828,-76.54486167,0
502150,MELEN1,Melendez A1,3.37701,-76.54277833,0
502151,MELEN2,Melendez B1,3.37730667,-76.54279,0
502200,BUITRE1,Buitrera A1,3.372535,-76.539995,0
502201,BUITRE2,Buitrera B1,3.37282833,-76.540475,0
502250,UNIVAL1,Univalle A1,3.37068667,-76.536625,0
502251,UNIVAL2,Univalle B1,3.370985,-76.53685167,0
502300,UNIV1,Universidades A1,3.367005,-76.52925167,0
502301,UNIV2,Universidades B1,3.36709,-76.52905,0
502302,UNIV3,Universidades A2,3.36682167,-76.52896,0
502303,UNIV4,Universidades B2,3.36718333,-76.529395,0
502304,UNIVCOM1,Universidades C1,3.36655583,-76.52821083,0
502305,UNIVCOM2,Universidades D1,3.36661667,-76.52819417,0
502350,VERSALL1,Versalles A1,3.46115167,-76.52710167,0
502351,VERSALL2,Versalles B1,3.46129333,-76.52690333,0
502400,L.AMERI1,Las Americas A1,3.46351667,-76.52530833,0
502401,L.AMERI2,Las Americas B1,3.46373,-76.52514167,0
502450,PRADNOR1,Prados del Norte A1,3.47439167,-76.5197,0
502451,PRADNOR2,Prados del Norte B1,3.47436167,-76.51947833,0
502500,VIPASA1,Vipasa A1,3.478595,-76.51705833,0
502501,VIPASA2,Vipasa B1,3.47875333,-76.51688667,0
502550,ALAMOS1,Alamos A1,3.48446,-76.51338667,0
502551,ALAMOS2,Alamos B1,3.48468833,-76.51325,0
502600,N.LATIR2,Nuevo Latir B1,3.41832444,-76.48674361,0
502601,N.LATIR1,Nuevo Latir A1,3.41847861,-76.48684028,0
502650,AMANECE2,Amanecer B1,3.42143972,-76.49077639,0
502651,AMANECE1,Amanecer A1,3.42158306,-76.49088111,0
502700,TRONCAL2,Troncal Unida B1,3.42472889,-76.49453278,0
502701,TRONCAL1,Troncal Unida A1,3.42487694,-76.49461639,0
502750,CONQUIS2,Conquistadores B1,3.42697944,-76.50525667,0
502751,CONQUIS1,Conquistadores A1,3.42710556,-76.50530861,0
502800,VLNUEVA2,Villa Nueva B1,3.432075,-76.51014417,0
502801,VLNUEVA1,Villa Nueva A1,3.43216278,-76.510235,0
502850,ST.MONI2,Santa Monica B1,3.43453194,-76.51391583,0
502851,ST.MONI1,Santa Monica A1,3.43459889,-76.51394694,0
502900,PRIMITI2,Primitivo B1,3.43795583,-76.51854444,0
502901,PRIMITI1,Primitivo A1,3.43804167,-76.51861611,0
502950,C.PALOS2,Cien Palos B1,3.43973667,-76.52276389,0
502951,C.PALOS1,Cien Palos A1,3.43977972,-76.52284722,0
511005,C13K100,Cl 13 con Kr 100,3.37356972,-76.5371675,0
511006,C13K89,Cl 13 entre Kr 89 y 100,3.37470444,-76.53746056,0
511008,C13K87,Cl 13 entre Kr 87 y 89,3.37826583,-76.53765833,0
511011,C13K86,Cl 13 con Kr 86,3.380245,-76.53763667,0
511012,C13K831,Cl 13 con Kr 83 y 85,3.38231333,-76.538205,0
511016,C25K101,Cl 25 entre Kr 101 y 102,3.36234167,-76.52443833,0
511018,K98C25,Kr 98 entre Cl 25 y 28,3.37073222,-76.52304972,0
511019,C42K84,Cl 42 entre Kr 84 y 85,3.38308583,-76.52044861,0
511020,C25UAUT,Cl 25 entre Kr 114A y 118,3.35337833,-76.523485,0
511021,C25UAUT2,Cl 25 entre Kr 117 y 114A,3.35358833,-76.52324833,0
511031,K127C18A,Kr 127 entre Cl 18A y 18,3.33343611,-76.5320575,0
511033,C25K99,Cl 25 entre Kr 99 y 98B,3.36881306,-76.52471611,0
511034,K99C25,Kr 99 entre Cl 25 y 30 La 14 del Lili,3.36731444,-76.52330722,0
511035,K122C151,Kr 122 entre Cl 16 y 15,3.34280778,-76.53685361,0
511036,K122C152,Kr 122 entre Cl 15 y 16,3.34269722,-76.53657528,0
511037,K122C121,Kr 122 entre Cl 13 y 12,3.342625,-76.54065833,0
511038,K122C122,Kr 122 entre Cl 12 y 13,3.34233389,-76.54116333,0
511039,K122C61,Kr 122 entre Cl 12 y 6,3.34254694,-76.54412444,0
511040,K122C62,San Buenaventura2,3.342185,-76.54347417,0
511043,K118C241,Kr 118 entre Cl 25 y 22,3.35090194,-76.52514583,0
511044,K118C201,Kr 118 entre Cl 20 y 18,3.35071222,-76.52909917,0
511045,K122C17A,Kr 122 entre Cl 17A y 16,3.34306806,-76.53284028,0
511046,C18CARU1,Cl 18 entre Kr 122 y 121,3.34381083,-76.53080889,0
511048,VBUITREY,Via a la Buitrera La Y,3.36360639,-76.55778056,0
511049,VBUIRAPI,Via a la Buitrera Rapitienda La Buitrera,3.36476806,-76.56288056,0
511050,VBUIDIAN,Via a la Buitrera Colegio Diana Oese,3.36597333,-76.56442,0
511051,VBUIFERR,Via a la Buitrera Ferreteria el Portento,3.36868833,-76.56240472,0
511052,VBUIGIRA,Via a la Buitrera Girasoles Web Cafe,3.37193,-76.56418944,0
511053,VBUIPIED,Via a la Buitrera Sector Las Piedras Km ,3.37617972,-76.56514778,0
511054,VBUIPIE2,Via a la Buitrera Las Piedras,3.37608917,-76.56512417,0
511056,VBUIMACO,Via a la Buitrera Callejon Macondo,3.38268028,-76.57173222,0
511059,VBUITIEN,Via a la Buitrera Tienda Inicio de ruta,3.38284583,-76.57814111,0
511061,VBUIFINC,Via a la Buitrera Finca Santa Ana,3.38244,-76.57151833,0
511062,VBUIGOLD,Via a la Buitrera Golden Net,3.37902389,-76.5683375,0
511064,VBUISECT,Via a la Buitrera Sector Girasoles,3.37218528,-76.56434722,0
511066,VBUIFER,Via a la Buitrera Ferreteria La Buitrera,3.36655778,-76.56459306,0
511067,VBUICOLE,Via a la Buitrera Colegio,3.36484611,-76.56304583,0
511068,VBUIY2,Via a la Buitrera Y,3.36362722,-76.55795083,0
511069,C13K101A,Cl 13 entre Kr 101A y 102,3.36850944,-76.53731222,0
511070,VBUIPINO,Via a la Buitrera Los Pinos,3.36322861,-76.55503417,0
511071,VBUILOSP,Via a la Buitrera Los Pinos,3.36320528,-76.55521972,0
511072,C4OK94P,Cl 4 Oe con Kr 94,3.376055,-76.55960083,0
511073,VBUISENA,Via a la  Buitrera SENA-1,3.36410028,-76.55981,0
511074,VBUISEN2,Via a la  Buitrera SENA,3.36403861,-76.56004056,0
511075,VBUICO,Via a la Buitrera Colacteos,3.36627472,-76.56199917,0
511076,VBUICOLA,Via a la Buitrera Colacteos,3.36622639,-76.5620625,0
511077,VBUIDUQU,Via a la Buitrera Duquelandia,3.37653139,-76.56711583,0
511078,VBUIPANA,Via a la Buitrera Panaderia Nueva Vida,3.37962361,-76.56841222,0
511079,VBUILAJA,Via a la Buitrera Colegio Las Lajas,3.38156028,-76.56916861,0
501452,SUCRE6,Sucre B3,3.44445667,-76.526545,0
516053,C13K701,Cl 13 entre Kr 70 y 72,3.39282667,-76.53843167,0
516054,C13K7572,Cl 13 entre Kr 75 y 72,3.39192111,-76.53830861,0
516055,C13K65AB,Cl 13 entre Kr 65A Bis y 65B,3.39896,-76.5378,0
516056,C13K68,Cl 13 entre Kr 68 y 66,3.39718,-76.53783167,0
516057,C13K59,Cl 13 entre Kr 59 y 64,3.4017175,-76.53690306,0
516058,C13K65,Cl 13 entre Kr 65 y 64A,3.40104222,-76.53688,0
516059,C13K56,Cl 13 con Kr 56,3.40490667,-76.53587167,0
516060,C13K57,Cl 13 entre Kr 57 y 56,3.404005,-76.53587833,0
516061,C13K551,Cl 13 entre Kr 50 y 53,3.40708833,-76.53516667,0
516062,C13K552,Cl 13 entre Kr 56 y 53,3.40666167,-76.53502833,0
516063,C13K49A,Cl 13 entre Kr 49A y 49B,3.40967472,-76.53435028,0
516064,C13K50,Cl 13 entre Kr 50 y 49A,3.40926639,-76.53424056,0
516065,C13K47A,Cl 13 entre Kr 47A y 47,3.41191833,-76.53343667,0
516066,C13K47,Cl 13 entre Kr 47 y 47A,3.411965,-76.53352,0
516067,C13K44A,Cl 13 entre Kr 45 y 44A,3.41357861,-76.53283889,0
516068,C13K44,Cl 13 entre Kr 44 y 44A,3.413985,-76.532845,0
516069,C13K41A1,Cl 13 entre Kr 41A y 42,3.41673833,-76.53194,0
516070,C13K41A2,Cl 13 entre Kr 41A y 41,3.41672333,-76.53184833,0
516071,C13K37,Cl 13 entre Kr 37 y 38,3.42066528,-76.5307175,0
516072,C13K39,Cl 13 entre Kr 39 y 38,3.419785,-76.53084,0
516073,C13K341,Cl 13 entre Kr 34 y 35,3.42298222,-76.5299975,0
516074,C13K342,Cl 13 entre Kr 34 y 33A,3.42365833,-76.529555,0
516076,C13K32A,Cl 13 entre Kr 32 y 31,3.42637611,-76.52868472,0
516077,C13K32,Cl 13 entre Kr 32 y 33,3.42504139,-76.529305,0
516078,C13C141,Cl 13 con Cl 141,3.42930194,-76.52768167,0
516079,C13C14,Cl 13 con Cl 14,3.4294975,-76.52726639,0
516080,K46C522,Kr 46 entre Cl 52 y 51A,3.39931778,-76.50831667,0
516081,K46C48,Kr 46 entre Cl 48 y 47,3.40216722,-76.51101556,0
516082,K46C462,Kr 46 entre Cl 46 y 45,3.4032825,-76.51213361,0
516084,K46C452,Kr 46 entre Cl 45 y 44,3.40448444,-76.51324944,0
516085,K46C42A1,Kr 46 entre Cl 42 y 43,3.40555944,-76.5144675,0
516088,K46C402,Kr 46 entre Cl 40 y 39,3.4079375,-76.51651611,0
516089,K46C371,Kr 46 entre Cl 37 y 38A,3.40879278,-76.51761194,0
516090,K46C372,Kr 46 entre Cl 37 y 36,3.40910667,-76.51753333,0
516091,C27K431,Cl 27 entre Kr 43A y 45A,3.41018889,-76.51829278,0
516092,C27K36,Cl 27 entre Kr 36 y 44,3.41079,-76.51801667,0
516093,C27K42B1,Cl 27 entre Kr 42B y 43,3.41272833,-76.51800167,0
516094,C27K42B2,Cl 27 entre Kr 42B y 42A,3.413605,-76.51770833,0
516096,C27K422,Cl 27 entre Kr 42 y 41D,3.41481111,-76.51765361,0
516099,C27K371,Cl 27 entre Kr 37A y 39,3.41960972,-76.517465,0
516100,C27K392,Cl 27 entre Kr 39 y 37,3.4197675,-76.5172825,0
516103,C46K42C2,Cl 46 entre Kr 42C y 42B,3.40599333,-76.50902,0
516106,K41BC46,Kr 41B entre Cl 46 y 47,3.40873833,-76.50488861,0
516107,C54K41DE,Cl 54 entre Kr 41D y 41E,3.40330306,-76.50304778,0
516108,C54K42B1,Cl 54 entre Kr 42B y 42C,3.401205,-76.50528833,0
516109,K41BC47,Kr 41B entre Cl 47 y 46,3.40901,-76.50481778,0
516110,C13K671,Cl 13 entre Kr 67 y 68,3.39600167,-76.53817167,0
516111,K41BC45,Kr 41B entre Cl 45 y 44,3.41077278,-76.50645083,0
516112,K42C26,Kr 42 entre Cl 25 y 26B,3.414235,-76.52057917,0
516113,K41BC42A,Kr 41B entre Cl 42A y 42,3.41218306,-76.50776722,0
516114,K41BC41,Kr 41B entre Cl 41 y 42,3.41245444,-76.50835917,0
516115,K41BC44,Kr 44 entre Cl 44 y 45,3.41061444,-76.50666083,0
516119,K56C18,Kr 56 entre Cl 18 y 18A,3.40166889,-76.52529861,0
516120,C25K56,Cl 25 entre Kr 56 y 61,3.40074861,-76.52367556,0
516122,C10K50,Cl 10 entre Kr 50 y 53,3.40891833,-76.53942167,0
516124,K66C17,Kr 66 entre Cl 17 y 18,3.39723056,-76.526285,0
516127,K56C18A,Kr 56 entre Cl 18A y 18,3.40189833,-76.52534694,0
516128,K56C16,Kr 56 entre Cl 16 y 15,3.40287139,-76.52832389,0
516129,C14K58,Cl 14 entre Kr 58 y 65,3.40177056,-76.53198861,0
516130,C14K65,Cl 14 entre Kr 65 y 65C,3.39945194,-76.53247083,0
516131,K50C9,Kr 50 entre Cl 9 y 9B,3.410775,-76.54094333,0
516132,K50C12A,Kr 50 entre C12A y 13,3.40894389,-76.53547389,0
516133,K50C13E,Kr 50 entre Cl 13E,3.40766944,-76.5315475,0
516134,K42C26D,Kr 42 entre Cl 26D y 27,3.41429889,-76.51846194,0
516135,K25C18D,Kr 25 entre Cl 18D y 18C,3.43205222,-76.52344556,0
516137,K44C12,Kr 44 entre Cl 12 y 12B,3.41482722,-76.53444694,0
516138,C25K70,Cl 25 entre Kr 70 y 69 Hacienda,3.39286694,-76.52368,0
516139,C25K69A,Cl 25 entre Kr 69A y 70 Clinica Comfandi,3.39277972,-76.52437472,0
516140,C25K69,Cl 25 entre Kr 69 y 68B,3.395835,-76.52345278,0
516141,K69C26,Kr 69 entre Cl 26 y 29,3.39456139,-76.52206472,0
516142,C42K69,Cl 42 entre Kr 69 y 68,3.39460222,-76.51877444,0
516143,C42K63,Cl 42 entre Kr 63 y 55,3.39596306,-76.51735583,0
516144,K50C41,Kr 50 entre Cl 41 y 40A,3.39758333,-76.51743194,0
516145,D65K50,Dg 65 entre Kr 50 y 33,3.39916361,-76.52138028,0
516146,C16K65,Cl 16 entre Kr 65 y 62,3.399575,-76.52760111,0
516147,C16K56,Cl 16 entre Kr 56 y 53,3.40421639,-76.52732167,0
516148,C16K49A,Cl 16 entre Kr 49A y 49,3.40764639,-76.52655194,0
516149,C16K46A,Cl 16 entre Kr 46A y 46,3.41068806,-76.52558889,0
516150,C17K37A,Cl 17 entre Kr 37A y 36B,3.42035222,-76.52412639,0
516151,C17K33A,Cl 17 entre Kr 33A y 33,3.42371556,-76.52427833,0
516152,C17K32,Cl 17 entre Kr 32 y 31A,3.42600528,-76.52437667,0
516153,C17K29B,Cl 17 entre Kr 29B y 29A,3.42827111,-76.52449861,0
516154,K25C17,Kr 25 entre Cl 17A y 17,3.43053556,-76.52555583,0
516155,K25C18A,Kr 25 entre Cl 18A y 17A,3.43099361,-76.52492,0
516156,C15K29A,Cl 15 entre Kr 29A y 30,3.42624889,-76.52605111,0
516157,C15K33,Cl 15 entre Kr 33 y 33A,3.42373917,-76.52597361,0
516158,K35C16,Kr 35 entre Cl 16 y 17,3.42151389,-76.52526,0
516159,K35C18,Kr 35 entre Cl 18 y 19,3.42163139,-76.52279806,0
516160,C23K36C,Cl 23 entre Kr 36C y 39,3.41987444,-76.52199833,0
516161,C23K40A,Cl 23 entre Kr 40A y 40B,3.41740722,-76.5222625,0
516162,C23K42A,Cl 23 entre Kr 42A y 42B,3.41312083,-76.5227425,0
516163,C23K45,Cl 23 entre Kr 45 y 46,3.41035583,-76.52304139,0
516164,C23K49,Cl 23 entre Kr 49 y 49A,3.40704083,-76.52339583,0
516165,K50C18,Kr 50 entre Cl 18 y 17A,3.40593222,-76.52518611,0
516166,C16K53,Cl 16 entre Kr 53 y 56,3.40420417,-76.52752361,0
516167,C16K561,Cl 16 entre Kr 56 y 65,3.40006361,-76.52782028,0
516168,C36K40,Cl 36 entre Kr 40 y  40A,3.41750639,-76.51040528,0
516169,C36K41A,Cl 36 entre Kr 41A y 41B,3.41617222,-76.51178444,0
516170,C36K42A,Cl 36 entre Kr 42A y 42B,3.41320556,-76.51488222,0
516171,C36K44,Cl 36 entre Kr 43 y 44,3.41120417,-76.51695889,0
516177,C13K69,Cl 13 entre Kr 69 y 68,3.39485778,-76.53804861,0
516184,C16K69,Cl 16 con Kr 69,3.39476083,-76.52790778,0
516185,K66C13E,Kr 66 entre Cl 13E y 13D,3.39810944,-76.53400444,0
516186,K66C13B,Kr 66 entre Cl 13B y 13,3.39813028,-76.53662333,0
516187,K66C131,Kr 66 entre Cl 13 y 12,3.39814389,-76.53877889,0
516192,C25K731,Cl 25 entre Kr 73 y 70,3.390685,-76.52398667,0
516193,C25K73,Cl 25 entre Kr 70 y 73,3.39062667,-76.52451667,0
516194,C25K68A,Cl 25 entre Kr 68A y 68,3.39635167,-76.52317333,0
516195,C25K66,Cl 25 entre Kr 66 y 68,3.39563833,-76.524385,0
516196,C25D66,Cl 25 entre Dg 66 y 65,3.39833333,-76.52298667,0
516197,K66C18,Kr 66 entre Cl 25 y 18,3.39736944,-76.52628944,0
516198,K66C16,Kr 66 entre Cl 16 y 14C,3.39766556,-76.52869556,0
516200,K66C14C,Kr 66 entre Cl 14C y 14,3.39799333,-76.53117833,0
516202,C14K66,Cl 14 entre Kr 66 y 65,3.39905306,-76.53220556,0
516203,C14K64B,Cl 14 entre Kr 64Bis y 64A,3.40189667,-76.53168333,0
516204,C14K56,Cl 14 entre Kr 56 y 54,3.40442583,-76.53105611,0
516205,C14K54,Cl 14 entre Kr 54 y 56,3.40462778,-76.53120944,0
516206,C14K53,Cl 14 entre Kr 53 y 50,3.40653528,-76.53049944,0
516207,C14K50,Cl 14 entre Kr 50 y 53,3.40684722,-76.53065694,0
516209,C14K47,Cl 14 entre Kr 47 y 50,3.40996611,-76.52974361,0
516211,C14K442,Cl 14 entre Kr 44 y 45,3.41242833,-76.52905833,0
516212,C14K43,Cl 14 entre Kr 43 y 42,3.41507111,-76.52811528,0
516213,C14K42BS,Cl 14 entre Kr 42Bs y 43,3.41508444,-76.5283175,0
511080,VBUICAPR,Via a la Buitrera Capricho Km 6,3.38253028,-76.57501833,0
511081,VBUIK7,Via a la Buitrera Km 7,3.382915,-76.57808167,0
511082,VBUIBAJA,Via a la Buitrera Colegio Las Lajas Baja,3.38157472,-76.56931889,0
511083,VBUIFATI,Via a la Buitrera Fatima,3.37679389,-76.56668,0
511084,VBUISPOR,Via a la Buitrera Sector El Portento,3.36848889,-76.56233861,0
511085,V_CASC10,Via Principal Cascajal,3.31792444,-76.51654361,0
511086,C18K1413,Cl 18 con Kr 141,3.32198417,-76.53514556,0
511087,C18K1414,Cl 18 con Kr 141,3.32192889,-76.53492556,0
511089,C42K83A,Cl 42 entre Kr 83B y 83A,3.38495833,-76.52016361,0
511090,C42K81A,Cl 42 entre Kr 81A y 81 Lote,3.38748028,-76.51997222,0
511093,C48K82,Cl 48 entre Kr 82 y 83Bis,3.38595806,-76.51632722,0
511094,C48K83C,Cl 48 entre Kr 83C y 83E,3.38304361,-76.516315,0
511095,C48K85,Cl 48 entre Kr 85 y 86,3.37987889,-76.51630639,0
511098,C42K85E,Cl 42 entre Kr 85E y 85D,3.38020361,-76.52028861,0
511099,C42K83E,Cl 42 entre Kr 84 y 83E,3.38245417,-76.52026611,0
511100,K99C45,Kr 99 entre Cl 45 y 42,3.36846833,-76.5203275,0
511102,C14K85B,Cl 14 entre Kr 85B y 85A,3.38159278,-76.53311028,0
511103,C14K84,Cl 14 entre Kr 84 y 83C,3.38394306,-76.53315917,0
511104,C14K832,Cl 14 entre Kr 83 y 84,3.38394417,-76.53335806,0
511105,C14K85A1,Cl 14 entre Kr 85A y 85B,3.38151222,-76.53329167,0
511106,K80C48,Kr 80 entre Cl 45 y 48,3.38841056,-76.51791222,0
511109,C16K75A,Cl 16 entre Kr 75A y 73,3.38941361,-76.52822,0
511110,HORMI2,Hormigero2,3.34123333,-76.52133167,0
511111,HORMI1,Hormiguero1,3.34338,-76.52366667,0
511112,VIA_PUER,Via_puerto_tejada,3.32170222,-76.49794972,0
511113,COL_FRAY,Cali_puerto-col-fray damian,3.31986833,-76.49527833,0
511114,CASCAJAL,Puerto_cascajal,3.31718333,-76.49196833,0
511115,V_HORMI3,Via principal_hormiguero3,3.31407167,-76.48815833,0
511116,V_HORMI4,Via_principal hormi4 089,3.31316667,-76.48418,0
511117,V_HORMI5,Via_hormi5_col asuncion,3.31227861,-76.48129889,0
511118,V_HORMI6,V_hormi C216,3.31257722,-76.47839,0
511119,V_HORMI7,V-hormi7 C122,3.31291917,-76.48192222,0
511120,V_HORMI8,V_hormi8 C087,3.31323833,-76.48432667,0
511121,V_HORMI9,V_hormi9 rosy,3.31402,-76.48819,0
511122,CAL_PUER,Via cali_puerto,3.31610167,-76.49057167,0
511123,V_CASCA2,via_cascajal2,3.31688889,-76.49263028,0
511124,V_CASCA3,Via_cascajal3 urb flamenco,3.31653361,-76.49850111,0
511125,V_CASCA4,Via_cascajal4 Centro educativo,3.31634278,-76.50331472,0
511126,V_CASCA5,Via_cascajal5,3.31642361,-76.50737833,0
511127,V_CASCA6,Via_cascajal6 equilar C099,3.31792722,-76.51170444,0
511128,V_CASCA7,Via_cascajal7 col-santa maria pance,3.31810639,-76.5139275,0
511129,V_CASCA8,Via_cascajal8 Conchita,3.3178375,-76.5186675,0
511130,V_CASCA9,Via_cascajal9 Presentacion,3.31753583,-76.5218275,0
511131,MARANON,Urb Maranon,3.33053333,-76.50854333,0
511132,C36K128,Cl 36 entre Kr 128 y 129,3.32934167,-76.5227,0
511134,C36K146,Cl 36 entre Kr 146 y 148,3.31418167,-76.52299833,0
511135,C36K170,Cl 36 entre Kr 170 y 168,3.29677333,-76.52234167,0
511136,C36K134,Cl 36 entre Kr 134 y 128,3.33075167,-76.52279333,0
511137,C25K118,Cl 25 entre Kr 122 y 118,3.348255,-76.52393333,0
511138,AV-MELEN,Av los Cerros Melendez,3.34454583,-76.54928528,0
511139,AV-MELE2,Av los Cerros con Cl 2 Acceso Vial,3.348335,-76.55718222,0
511140,ECOPAR11,Via La Voragine Ecoparque 1 entrada,3.34945139,-76.56272194,0
511141,ECOPAR21,Via La Voragine Ecoparque 2 entrada,3.34941667,-76.56544556,0
511142,ECOPAR31,Via La Voragine Ecoparque 3 entrada,3.34879722,-76.5699875,0
511143,ECOPAR41,Via La Voragine Ecoparque 4 entrada,3.34867167,-76.57243861,0
511144,VORAGI1,La Voragine Fin,3.3446875,-76.58889111,0
511145,VORAGI2,La Voragine Ini,3.34499194,-76.58878556,0
511146,ECOPAR42,Via La Voragine Ecoparque 4 entrada,3.34857306,-76.57235528,0
511147,ECOPAR32,Via La Voragine Ecoparque 3 entrada,3.34868333,-76.56993444,0
511148,ECOPAR22,Via La Voragine Ecoparque 2 entrada,3.34925361,-76.565275,0
511149,ECOPAR12,Via La Voragine Ecoparque 1 entrada,3.34933389,-76.56258167,0
511150,AV-MELE1,Av los Cerros con Cl 2 Acceso Vial,3.348085,-76.55664444,0
511151,K122C4,Kr 122 entre Cl 4 y 5,3.34204722,-76.54749583,0
511153,K109C50,Kr 109 con Cl 50 Reformatorio Valle del ,3.35834,-76.51448167,0
511154,K109C57,Kr 109 con Cl 57 Colegio Philadelphia,3.35805333,-76.51084,0
