stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
511155,K118COM1,Kr 118 Callejon Jagua Comfenalco Valle d,3.35919278,-76.50294111,0
511156,K118JUV1,Kr 118 Callejon Jagua Colegio Juvenilia,3.36174361,-76.49876194,0
511157,K118JAG1,Kr 118 Callejon Jagua Club Canasgordas,3.36366861,-76.49529222,0
511158,K118JUV2,Kr 118 Callejon Jagua Colegio Juvenilia,3.36204333,-76.49855778,0
511159,K118COM2,Kr 118 Callejon Jagua Comfenalco Valle d,3.35913889,-76.50338222,0
511160,K109C571,Kr 109 con Cl 57 PVL,3.35819639,-76.51119889,0
511161,K109C501,Kr 109 con Cl 50 Reformatorio Valle del ,3.35839417,-76.51399389,0
511162,K109C26,Kr 109 entre Cl 26 y 25,3.35903806,-76.52363944,0
511163,K95C4,Kr 95 entre Cl 4 y 3D,3.37418444,-76.54764139,0
511164,K95C3,Kr 95 entre Cl 3 y Kr 95A,3.37407083,-76.549485,0
511165,K94BC2B,Kr 94B entre Cl 2B y 2,3.37532667,-76.55144639,0
511166,K94CC2,Kr 94C entre Cl 2 y 1A Oeste,3.37415583,-76.55343667,0
511167,K95C1AO,Kr 95C con Cl 1A Oeste,3.37357472,-76.55514028,0
511168,K96C1O,Kr 96 entre Cl 1 Oe y 2 Oe,3.37329222,-76.555635,0
511169,C4OK94B,Cl 4 Oe entre Kr 94B y 94A,3.373355,-76.55761278,0
511170,C4OK94A,Cl 4 Oe entre Kr 94A y 94,3.37520806,-76.55923278,0
511171,C4OK94BI,Cl 4 Oe entre Kr 94 Bis y 94A,3.37503972,-76.55916694,0
511172,K96C3O,Kr 96 entre Cl 3 Oe y 1 Oe,3.37329028,-76.55603694,0
511173,K95C1AO1,Kr 95 entre Cl 1a Oe y 1A,3.37339111,-76.55476444,0
511174,K94CC1O,Kr 94C entre Cl 1 Oe y 1B,3.37429194,-76.55448889,0
511175,K94BC2,Kr 94B entre Cl 2 y 2B,3.37521194,-76.55191722,0
511176,C2BK95A,Cl 2B entre Kr 95A y 94D,3.37442028,-76.55034278,0
511177,K95C3C,Kr 95 entre Cl 3 y 3C,3.37406722,-76.54854556,0
511178,C16K100,Cl 16 entre Kr 100 y 102,3.36603222,-76.53065111,0
511179,C18K105,Cl 18 entre Kr 105 y 106,3.36332778,-76.53193083,0
511180,C18K1301,Cl 18 entre Kr 130 y 137,3.32642194,-76.53355056,0
511181,C18K1302,Cl 18 entre Kr 137 y 130,3.32639611,-76.53339444,0
511183,K102C12,Kr 102 entre Cl 12 y 11B,3.36818028,-76.53986944,0
511187,K100C11,Kr 100 entre Cl 11 y 12,3.37200806,-76.53917389,0
511192,C18K106,Cl 18 entre Kr 106 y 108,3.36064667,-76.53097833,0
511193,C18K114,Cl 18 entre Kr 106 y 114,3.35821167,-76.530555,0
511194,C18K114B,Cl 18 entre Kr 114B y 115,3.35242194,-76.53034583,0
511195,C18K122,Cl 18 entre Kr 115 y 122,3.34364833,-76.53091917,0
511196,C18K125,Cl 18 entre Kr 122 y 125,3.34128417,-76.53109389,0
511197,C18K125A,C18 entre K125 y 125A,3.33772167,-76.53166,0
511198,C18K126,Cl 18 entre Kr 126 y 127,3.33401333,-76.532485,0
511199,C18K127,Cl 18 entre Kr 127 y 129,3.330625,-76.53288,0
511201,C18K137,Cl 18 entre Kr 137 y 141,3.32392833,-76.53446222,0
511202,C18K141,Cl 18 entre Kr 141 y 142,3.31976611,-76.53590806,0
511203,C18K146,Cl 18 entre Kr 146 y 152,3.31494167,-76.53759278,0
511204,C18K170,Cl 18 con Kr 170,3.30738333,-76.54006694,0
511206,C18K1682,Cl 18 con Kr 168 2,3.30914944,-76.53947361,0
511207,C18K150,Cl 18 entre Kr 150 y 146,3.3151475,-76.53735139,0
511208,C18K142,Cl 8 entre Kr 142 y 141,3.31971056,-76.53568472,0
511209,C18K1412,Cl 18 entre Kr 141 y 137,3.32376806,-76.53425917,0
511210,C18K1291,Cl 18 entre Kr 129 y 127C,3.329055,-76.53285667,0
511212,C18K127C,Cl 18 entre Kr 127C y 127,3.332725,-76.53260833,0
511213,C18K1272,Cl 18 entre Cl 127 y 125,3.33764833,-76.53150167,0
511214,K125C20,K 125 con CL 20,3.33845389,-76.52950167,0
511215,K125C23A,K 125 con CL 23A,3.33857972,-76.5263275,0
511221,K168C36,Kr 168 con Cl 36,3.29737333,-76.52294,0
511222,C25K98B,Cl 25 entre Kr 98B y 98,3.37007139,-76.52471278,0
511223,C42K99,Cl 42 entre Kr 99 y 98A,3.36910722,-76.52059639,0
511224,C45K103,Cl 45 entre Kr 103 y 102,3.36556361,-76.51891056,0
511225,C45K100,Cl 45 entre Kr 100 y 99,3.3671525,-76.51889833,0
511226,K99C30,Kr 99 con Cl 30,3.36797083,-76.52227389,0
511227,K94C45,Kr 94 entre Cl 45 y 48,3.37529583,-76.51705306,0
511228,C48K92,Cl 48 entre Kr 92 y 90,3.37670889,-76.51624333,0
511230,C48K90,Cl 48 entre Kr 90 y 92,3.37698083,-76.51663833,0
511232,C25K1251,Cl 25 entre Kr 125 y 127,3.33842,-76.52465167,0
511234,C13K100U,Cl 13 con Kr 100,3.37533139,-76.53722639,0
511235,K80C5,Kr 80 entre Cl 5 y 6A,3.38628472,-76.54130028,0
511237,C16K93,Cl 16 entre Kr 93 y 92,3.37597472,-76.52905417,0
511238,K85CC16,Kr 85C entre Cl 16 y 15,3.38062056,-76.52982583,0
511239,K86C14A,Kr 86 entre Cl 14A y 14,3.38007528,-76.53224361,0
511241,K122C24,Kr 122 entre Cl 24 y 22A,3.34338167,-76.52717528,0
511242,K86C17,Kr 86 entre Cl 17 y 18,3.379315,-76.52732722,0
511243,K80C13A1,Kr 80 entre Cl 13A1 y 13B,3.38699806,-76.53611667,0
511248,AUT-JAM1,Autopista Cali - Jamundi - Sede Club Ame,3.31853833,-76.522765,0
511249,C18K114A,Cl 18 entre Kr 114B y 114A,3.35314278,-76.53015917,0
511250,C18K111,Cl 18 entre Kr 111 y 109,3.35799611,-76.53042583,0
511251,C25K1051,Cl 25 entre Kr 104 y 105,3.35886167,-76.52402333,0
511252,C25K1052,Cl 25 entre Kr 105 y 104,3.35934333,-76.52398167,0
511254,K127C36,Kr 127 entre Cl 36 y 25,3.33503833,-76.52475333,0
511255,K127C21A,Kr 127 entre Cl 21A y 21,3.33518167,-76.52858167,0
511256,C25K122,Cl 25 entre Kr 121 y 122,3.34424667,-76.524385,0
511257,C25K1222,Cl 25 entre Kr 122 y 121,3.34486167,-76.52417667,0
511260,C18UJAV1,Cl 18 entre Kr 115 y 122,3.34796111,-76.53060333,0
511261,C18UJAV2,Cl 18 entre Kr 121 y 118,3.3480875,-76.53047806,0
511264,C18K108,Cl 18 entre Kr 108 y 106A,3.36102333,-76.530905,0
511265,C16K103,Cl 16 entre Kr 105 y 103,3.36469,-76.53140667,0
511267,C48K86,Cl 48 entre Kr 86 y 85,3.38004333,-76.51622,0
511268,C48K83E,Cl 48 entre Kr 83E y 84,3.382635,-76.51621639,0
511269,C48K83A,Cl 48 entre Kr 83A y 82A,3.38543722,-76.51621,0
511270,C48K80,Cl 48 entre Kr 80 y 81,3.38753139,-76.516205,0
511271,K80C45,Kr 80 entre Cl 45 y 46,3.3885225,-76.51817444,0
511272,C42K81,Cl 42 entre Kr 80 y 81,3.38768556,-76.52019444,0
511273,C42K81Y4,Cl 42 entre Kr 81 y 84,3.38491611,-76.52038167,0
511274,K83CC32,Kr 83C entre Cl 36 y 34,3.38386833,-76.52188333,0
511275,C25K83C1,Cl 25 entre Kr 83 y 83C,3.38446944,-76.52450806,0
511276,C25K83B2,Cl 25 entre Kr 83A y 83B,3.38460778,-76.52518861,0
511277,C25K90,Cl 25 entre Kr 90 y 86,3.37872,-76.52446,0
511278,C25K862,Cl 25 entre Kr 85C y 86,3.37957861,-76.52544361,0
511279,C25K89,Cl 25 entre Kr 89 y 94,3.37660833,-76.52546889,0
511281,C25K981,Cl 25 entre Kr 98 y 100,3.37046528,-76.525595,0
511282,K98C16,Kr 98 entre Cl 16 y 18,3.37089861,-76.52770583,0
511283,C25K96,Cl 25 entre Kr 96 y 94,3.37451639,-76.52456611,0
511284,C25K952,Cl 25 entre Kr 95 y 98,3.37329167,-76.52554861,0
511285,C5K941,Cl 5 con Kr 94,3.37708,-76.54295,0
511286,K94C4C,Kr 94 entre Cl 4D y 4C,3.375635,-76.54509833,0
511287,C4K93,Cl 4 entre Kr 92 y 94,3.37586833,-76.54714167,0
511288,K92C2C,Kr 92 entre Cl 3A y 2C,3.37728333,-76.548185,0
511292,K94C4A,Kr 94 entre Cl 4 y 4A,3.37486278,-76.54656917,0
511293,C2K931,Cl 2 entre Kr 93 y 94,3.37685111,-76.55239528,0
511295,C4K922,Cl 4 entre Kr 92 y 89,3.37762167,-76.54455,0
511298,C25K83C,Cl 25 entre Kr 83C y 85,3.38241667,-76.524365,0
511299,C4DK94,Cl 4D entre Kr 94 y 93,3.37614806,-76.544605,0
511301,C16K90UR,Cl 16 entre Kr 90 y 89 Urb. San Joaquin,3.37771333,-76.52893833,0
511305,K86C14,Kr 86 entre Cl 14 y 16 Univalle,3.37969583,-76.5324025,0
511309,K56C13G,Kr 56 entre Cl 13G y 13F,3.4042,-76.53240667,0
511310,K56C13E,Kr 56 entre Cl 13E y 14,3.40400667,-76.53241833,0
511311,K56C13F,Kr 56 entre Cl 13F y 13,3.404925,-76.534625,0
511312,K56C13C,Kr 56 entre Cl 13 y 13C,3.40478139,-76.53474361,0
511313,K56C13,Kr 56 entre Cl 13 y 12A,3.40557333,-76.53665444,0
511315,K56C11A,Kr 56 entre Cl 11A y 10A,3.40618556,-76.53855111,0
511316,K56C11,Kr 56 entre Cl 10A y 11A,3.40609667,-76.53882667,0
511317,K98C30,Kr 98 entre Cl 30 y 42,3.37073194,-76.52156028,0
511318,C42K96,Cl 42 entre Kr 96 y 98,3.37145639,-76.52093917,0
511319,C42K95,Cl 42 entre Kr 95 y 94A,3.37181306,-76.52029639,0
511320,C42K94A,Cl 42 entre Kr 94A y 95,3.37411861,-76.52086833,0
511321,C42K952,Cl 42 entre Kr 95 y 94A 2,3.374195,-76.52025722,0
511322,C42K91,Cl 42 entre Kr 91 y 92,3.37673667,-76.52079,0
511323,C42K92,Cl 42 entre Kr 92 y 91,3.37677083,-76.52017528,0
511324,C42K85C,Cl 42 entre Kr 85C y 85E,3.38021389,-76.52048972,0
511329,C42K98,Cl 42 entre Kr 98 y 98B,3.36969944,-76.52099694,0
511334,C25K127,Cl 25 entre Kr 127 y 128,3.33339667,-76.52357,0
511335,LAB ESTE,Aut Cali Jamun-Lab estelar,3.32290667,-76.52246333,0
511337,C METROP,Cementerio Metropolitano,3.31187,-76.522785,0
511338,K168CREC,Kr 168 Centro Recreativo Comfandi Pance,3.30175333,-76.53140333,0
511339,K180 HCA,K180 Hacienda Castillo,3.29077,-76.52377833,0
511341,UANARINO,Univ Antonio Narino,3.31355167,-76.52279333,0
511343,L ESTELA,Lab Estelar - Jamun Cali,3.32335667,-76.52227,0
511344,PTROBRAS,E Servicio Petrobras,3.33340333,-76.52347333,0
511346,C18K1121,Calle 18 entre Calle 112 y 111,3.35568972,-76.53031306,0
511347,C18K1142,Cl 18 entre Kr 114 y 114B,3.35588972,-76.53044472,0
511348,C13K83,Cl 13 entre Kr 83 y 81,3.38330639,-76.5381675,0
511349,C16K98,Cl 16 entre Kr 98 y 94,3.37200111,-76.52933333,0
511350,C4OK94,Cl 4 Oe con Kr 94,3.37645389,-76.55971944,0
511351,C4OK91,Cl 4 Oe con Kr 91,3.37794556,-76.56090417,0
511352,C4OK89,Cl 4 Oe con Kr 89,3.37975861,-76.56129389,0
511353,C4OK90,Cl 4 Oe con Kr 90,3.37970444,-76.56139583,0
511354,C4OK92,Cl 4 Oe con Kr 92,3.37787139,-76.56078944,0
511356,K109K118,Kr 109 con Kr 118,3.35743944,-76.50697861,0
511357,K118K109,Kr 118 con Kr 119,3.35753306,-76.5068175,0
511359,C18K1701,Cl 18 con Kr 170 1,3.30745806,-76.54022111,0
511360,C18K1271,Cl 18 entre Kr 129 y 127C 1,3.33073028,-76.5327775,0
511361,C18K118,Cl 18 entre Kr 118 y 120,3.3478775,-76.530725,0
511362,K93C4,Kr 93 entre Cl 4 y 3A,3.37544722,-76.54761444,0
511363,K93C3A,Kr 93 entre Cl 3A y 2C,3.37552306,-76.54980556,0
511364,K94AC2A,Kr 94A entre Cl 2A y 2,3.3758525,-76.55225028,0
511365,C2K94,Cl 2 entre Kr 94 y 93,3.37721472,-76.55226389,0
511366,K93C1,Kr 93 entre Cl 1Bis y 1A,3.37771111,-76.55326972,0
511371,C2BOK93,Cl 2B Oe entre Kr 93 y 93A,3.37826722,-76.55674778,0
511372,K93C1A,Kr 93 con Cl 1A,3.37766833,-76.55367944,0
511377,K93C3B,Kr 93 entre Cl 3B y 3C,3.37539556,-76.5478225,0
511378,CA_CHAPA,Callejon Chaparral,3.3176175,-76.52028,0
511379,VBUITRE1,Via a la Buitrera 1,3.37092278,-76.56377556,0
511380,VBUITRE2,Via a la Buitrera 2,3.37078389,-76.56363556,0
511381,VORA-1,Via La Voragine Hacienda La Rivera EMCAL,3.34901194,-76.56002639,0
511382,VORA-2,Via La Voragine Hacienda La Rivera EMCAL,3.34893222,-76.56027083,0
511383,V_HORM10,Via Principal del Hormiguero,3.31229,-76.47959278,0
511384,V_HORM11,Via Principal del Hormiguero,3.31224639,-76.48054833,0
511385,C42K114A,Cl 42 entre Kr 114A y 112,3.35449694,-76.52021222,0
511386,C42K112,Cl 42 entre Kr 112 y 109,3.35841278,-76.52028583,0
511387,C42K109,Cl 42 entre Kr 112 y 109,3.35632194,-76.52025167,0
511388,C5K85Y86,Cl 5 entre Kr 85 y 86,3.38027194,-76.5438225,0
511389,C2CK94,Cl 2C entre Kr 94 y 94A,3.37568111,-76.55047139,0
511390,K94AC3A,Kr 94A entre Cl 3A y 3B,3.37541361,-76.54836111,0
511391,K94C4E,Kr 94 con Cl 4E,3.37612667,-76.54372556,0
511392,K93C1B,Kr 93 con Cl 1B Oe,3.37788778,-76.55476833,0
511393,K93AC1B,Kr 93A entre Cl 1B y 2B Oe,3.37782167,-76.55599111,0
511394,K93C2B1,Kr 93 con Cl 2B1 Oe,3.37857333,-76.55704889,0
511395,C2OK2B,Cl 2 Oe entre K2B2 y 2B,3.38026583,-76.5582225,0
511396,ALUISA,Altos de la Luisa,3.38110778,-76.55730194,0
511397,C2OK2B2,Cl 2 Oe entre Kr 2B y 2B2,3.38036583,-76.55816139,0
511399,K93C2B2,Kr 93 con Cl 2B2 Oe,3.37772722,-76.55528306,0
511400,K94C2,Kr 94 entre Cl 2 y 2A,3.37572639,-76.55197278,0
513255,C70A2BIS,Cl 70 entre Av 2Bis y 3N,3.49023333,-76.508785,0
513257,C70A3BN2,Cl 70 entre Av 3N y 3BN,3.491045,-76.511445,0
513258,C70A3BN1,Cl 70 entre Av 3BN y 3N,3.49075333,-76.51156333,0
513259,C70A3DN,Cl 70 entre Av 3CN y 4N,3.49261333,-76.51641833,0
513260,C70A4N2,Cl 70 entre Av 4N y 3CN,3.49250333,-76.51663667,0
513261,C70A4N1,Cl 70 entre Av 4N y 6N,3.493565,-76.51945667,0
513262,C70A6N-2,Cl 70 entre Av 6N y 4N 2,3.49338333,-76.51948833,0
513263,A6NA70N,Av 6N entre Cl 67 y Av 70N,3.49251,-76.52368833,0
513264,A6NC652,Av 6N entre Cl 52 y 67,3.49241333,-76.52346667,0
513265,A6NC501,Av 6N entre Cl 49 y 48,3.48751167,-76.52586278,0
513266,A6NC502,Av 6N entre Cl 49 y 50N,3.48664833,-76.52552667,0
513267,A6NC471,Av 6N entre Cl 47 y 44B,3.48375167,-76.52589,0
513268,A6NC472,Av 6N entre Cl 45 y 47N,3.48366,-76.52558667,0
513269,A6NC411,Av 6N entre Cl 41 y 40,3.47989833,-76.52544667,0
513270,A6NC40-2,Av 6N entre Cl 40 Y 42,3.47971833,-76.52518667,0
513271,A6ANC29,Av 6AN entre Cl 35 y 29,3.47188,-76.52865667,0
513272,A6ANC25,Av 6AN entre Cl 25 y 24A,3.46732,-76.53100833,0
513273,A6ANC22,Av 6AN entre Cl 22A y 22,3.46420167,-76.53102667,0
513279,A6NC23,Av 6N entre Cl 23 y 24N,3.465365,-76.53024167,0
513280,A6NC252,Av 6N entre Cl 25 y 26N,3.46762,-76.52938167,0
513282,K1FNC73,Kr 1FN con Cl 77 y 73,3.49359,-76.4895575,0
513289,C52K4N,Cl 52 entre Kr 4N y 5N,3.47773694,-76.50546806,0
513290,C70K4C,Cl 70 entre Kr 3 y 4C,3.46979111,-76.48628,0
513291,K5C44B,Kr 5 entre Cl 44 y 44B,3.46084556,-76.506795,0
513292,K5C45C,Kr 5 entre Cl 45C y 45,3.4614525,-76.50512889,0
513293,K2ANC81,Kr 2AN entre Cl 73 y 81,3.49522611,-76.48837639,0
513294,C84K2AN,Cl 84 entre Kr 2NBis y 2AN,3.49674444,-76.48786417,0
513295,K3NC83B,Kr 3N entre Cl 83B y 83A,3.49704778,-76.48962722,0
513296,K3NC76,Kr 3N entre Cl 76 y 75,3.49480722,-76.49079194,0
513297,K3NC72F,Kr 3N entre Cl 72F y 72E,3.49199806,-76.49220556,0
513298,K3NC72A,Kr 3N entre Cl 72A y 72,3.48985667,-76.493655,0
513299,C71IK3B,Cl 71I entre Kr 3B y 3EN,3.48966417,-76.49579778,0
513300,C70K3D,Cl 70 entre Kr 3D y 3C,3.4694625,-76.48532528,0
513301,C62K1A9,Cl 62 entre Kr 1A9 y 1A10,3.47851611,-76.49575,0
513307,K1A6C71,Kr 1A6 entre 71 y 70B,3.48379333,-76.48828333,0
513308,C66K1A6,Cl 66 entre Kr 1A6 y 1A10,3.48071361,-76.49278833,0
513309,C70K1G,Cl 70 entre Kr 1G,3.4746675,-76.48775333,0
513310,C62K1HB,Cl 62 entre Kr 1HBis y 1H,3.47265083,-76.49266444,0
513311,C66K1A10,Cl 66 entre Kr 1A10 y 1A6,3.48084167,-76.49282806,0
513312,K1A6C62A,Kr 1A6 entre Cl 62A y 62,3.48029528,-76.49470472,0
514001,C16K1001,Cl 16 entre Kr 100 y 98,3.37011111,-76.5294375,0
514002,C70K11C,Cl 70 entre Kr 11C y 11B,3.44737028,-76.48864917,0
514003,C70K11E,Cl 70 entre Kr 11A y 11E,3.44680333,-76.490065,0
514009,C70K7LB,Cl 70 entre Kr 7LBis y 7L,3.45752444,-76.48333028,0
514010,C70K7L,Cl 70 entre Kr 7L y 7LBis,3.45766667,-76.48417167,0
514011,C70K7G,Cl 70 entre Kr 7G y 7EBis,3.46048361,-76.48267917,0
514012,C70K7EB,Cl 70 entre Kr 7EBis y 7J,3.46060833,-76.48346,0
514013,C70K7C,Cl 70 entre Kr 7C y 7BBis,3.46375333,-76.48342667,0
514014,C70K7BB,Cl 70 entre Kr 7BBis y 7C,3.4634,-76.484195,0
514017,K15C73,Kr 15 entre Cl 73 y 74,3.44627806,-76.4829525,0
514019,C44K12,Cl 44 entre Kr 12 y 11D,3.44909972,-76.50412833,0
514020,K25C73A,Kr 25 entre Cl 73A y 74,3.44084333,-76.47981167,0
514021,K25C77,Kr 25 entre Cl 77 y 78,3.43894667,-76.47706667,0
514022,K25C79,Kr 25 entre Cl 79 y 80,3.43762833,-76.475065,0
514023,C80K25,Cl 80 entre Kr 25 y 23,3.43776,-76.47348667,0
514024,K23C81B,Kr 23 entre Cl 81B y 82,3.437495,-76.471735,0
514025,K23C83B,Kr 23 entre Cl 83B y 84,3.436665,-76.469895,0
514026,K23C85A,Kr 23 entre Cl 85A y 85,3.43583333,-76.46804833,0
514027,K23C96,Kr 23 con Cl 96,3.43507639,-76.46666972,0
514028,K23C102B,Kr 23 entre Cl 102 y 102C,3.43165444,-76.46482139,0
514029,K23C118,Kr 23 entre Cl 118 y 119,3.42867667,-76.46365667,0
514030,C123K23,Cl 123 entre Kr 23 y 23A,3.42564333,-76.46346,0
514031,C123K26A,Cl 123 entre Kr 26ABis y 26CBis,3.42222333,-76.46405,0
514032,C123K26H,Cl 123 entre Kr 26H2 y 26H3,3.41910167,-76.46568167,0
514033,C123K26J,Cl 123 entre Kr 26J1 y 26J2,3.41681028,-76.46687389,0
514034,C123K26R,Cl 123 entre Kr 26R1 y 26T,3.41420667,-76.46830333,0
514035,C123K27C,Cl 123 entre Kr 27C y 27D,3.41193944,-76.46967167,0
514036,C123K28B,Cl 123 entre Kr 28B y 28B1,3.40947333,-76.469975,0
514039,C121K27F,Cl 121 entre Kr 27F y 27D1,3.41253333,-76.47155167,0
514041,C123K26M,Cl 123 entre Kr 26M3 y 26M1,3.41507333,-76.467785,0
514042,C123K262,Cl 123 entre Kr 26J2 y 26J,3.417125,-76.46657167,0
514044,C123K26B,Cl 123 entre Kr 26B y 26ABis,3.422895,-76.46366833,0
514045,K23C120Q,Kr 23 entre Cl 120Q y 120R,3.42569333,-76.46335667,0
514046,K23C120C,Kr 23 entre Cl 120C y 120B,3.42784833,-76.46325833,0
514047,K23C114,Kr 23 entre Cl 114 y 112,3.42948694,-76.46386806,0
514048,K23C1022,Kr 23 entre Cl 102B y 102,3.432095,-76.46486667,0
514049,K23C98A,Kr 23 entre Cl 98A y 98,3.43483,-76.46597667,0
514050,K23C87,Kr 23 entre Cl 87 y 86,3.43593333,-76.46822,0
514051,K23C84,Kr 23 entre Cl 84 y 83B,3.43662,-76.46969,0
514052,K23C83,Kr 23 entre Cl 83 y 81B,3.43765167,-76.47178667,0
514053,C80K23,Cl 80 entre Kr 23 y 25,3.43790333,-76.47350833,0
514054,K25C80,Kr 25 entre Cl 80 y 79,3.43782861,-76.47505694,0
514055,K25C771,Kr 25 entre Cl 77 y 78,3.43913,-76.47711667,0
514056,K25C74,Kr 25 entre Cl 74 y 75,3.44060333,-76.47908833,0
514058,K15C74,Kr 15 entre Cl 74 y 73,3.44645833,-76.48322333,0
514065,D26FC73,Dg 26F1 entre Tr 73A y Cl 73,3.43607722,-76.48315583,0
514067,T103C56B,Tr 103 entre Cl 74 y Kr 26B2,3.43800583,-76.48068944,0
514068,T103C76,Tr 103 entre Cl 76 y 77,3.43579639,-76.47991083,0
514069,T103C79,Tr 103 entre Cl 79 y 79A,3.43242333,-76.47878889,0
514070,T103D26I,Tr 103 entre Dg 26I y 26I1,3.42898167,-76.47753167,0
514071,T103D26P,Tr 103 entre Dg 26P3 y 26P4,3.42476667,-76.47764667,0
514072,T103D261,Tr 103 entre Dg 26P8 y 26P9,3.42285083,-76.47796694,0
514073,T103D263,Tr 103 entre Dg 26P14 y 26P15,3.42066556,-76.47836472,0
514074,C102K27C,Tr 103 entre Kr 27C y 27D,3.41674778,-76.47907389,0
514080,C73K8,Cl 73 con Kr 8,3.45140333,-76.48273139,0
514081,K27C76,Kr 27 entre Cl 76 y 77,3.42315917,-76.48413889,0
514082,C73K7R,Cl 73 entre Kr 7RBis y 7S,3.45412167,-76.48216167,0
514083,K27C84,Kr 27 entre Cl 84 y 85,3.42116944,-76.48205722,0
514084,K27C86,Kr 27 entre Cl 86 y 91,3.41987389,-76.48067972,0
514085,T103D262,Tr 103 entre Dg 26P17 y 26P16,3.42000778,-76.47831361,0
514086,T103D264,Tr 103 entre Dg 26P9 y 26P10,3.42287833,-76.4777675,0
514087,T103C94,Tr 103 entre Cl 95 y 92,3.426485,-76.4770775,0
514088,T103C84,Tr 103 entre Cl 84 y 80F,3.42956694,-76.47750333,0
514089,T103C80A,Tr 103 entre Cl 80A y 80,3.43187833,-76.47835083,0
514090,T103C78B,Tr 103 entre Cl 79 y 78,3.43305861,-76.47873083,0
514091,T103C772,Tr 103 entre Cl 77 y 76,3.43586028,-76.47974639,0
514092,T103C74,Tr 103 entre Cl 75 y 74,3.43837639,-76.48063806,0
514095,C73K7M,Cl 73 entre Kr 7M y 7LBis,3.45633,-76.48163667,0
514096,C73K7JB,Cl 73 entre Kr 7JBis y 7J,3.458325,-76.48120833,0
514097,C73K7B,Cl 73 entre Kr 7B y 7BBis,3.46509639,-76.47997972,0
514098,C73K7G,Cl 73 entre Kr 7G y 7FBis,3.460535,-76.48060667,0
514099,C73K7D,Cl 73 entre Kr 7D y 7C,3.46311861,-76.48004528,0
514110,K7CC70,Kr 7C entre Cl 70 y 72A,3.46336,-76.48293167,0
514112,K7CC72A,Kr 7C entre Cl 72A y 73,3.46414833,-76.480605,0
514113,C73K7C,Cl 73 entre Kr 7C y 7ABis,3.46561667,-76.47948333,0
514114,C34K7,Cl 34 entre Kr 7 y 8,3.45514833,-76.51222333,0
514115,K8C34,Kr 8 entre Cl 34 y 26,3.45367917,-76.51542306,0
514116,K8C27,Kr 8 entre Cl 27 y 26,3.45332861,-76.51712278,0
514119,K8C391,Kr 8 entre Cl 44 y 36,3.45373667,-76.50722,0
514120,K8C392,Kr 8 entre Cl 39 y 41,3.45346667,-76.50712167,0
514121,K8C44,Kr 8 con Cl 44,3.45318167,-76.50331306,0
514125,K8C51,Kr 8 con Cl 51,3.45283722,-76.49959222,0
511401,C2CK94A,Cl 2C entre Kr 94A y 95,3.37542694,-76.55043389,0
511402,C42K100A,Cl 42 con Kr 100A,3.36624556,-76.52057972,0
511403,K104C42,Kr 104 entre Cl 42 y 45,3.36460444,-76.51994528,0
511406,C50K102,Cl 50 entre Kr 102 y 100,3.36622694,-76.51417833,0
511407,K99C50,Kr 99 entre Cl 50 y 48,3.36842778,-76.5147875,0
511408,K99C451,Kr 99 con Cl 45,3.36843722,-76.51869528,0
511409,K109C421,Kr 109 con Cl 42,3.358595,-76.51839806,0
511412,K109C423,Kr 109 con Cl 42,3.35865972,-76.51828194,0
511413,C42K1121,Cl 42 entre Kr 109 y 112,3.35634361,-76.52042722,0
511414,C42K1122,Cl 42 entre Kr 112 y 114A,3.35449944,-76.52042694,0
511415,K114AC42,Kr 114A entre Cl 42 y 25,3.35438444,-76.52303667,0
511416,C48K94,Cl 48 entre Cr 94 y 95,3.37484444,-76.51665417,0
511417,C48K96,Cl 48 entre Cr 96 y 97,3.37233083,-76.5166375,0
511418,K98C45,Cr 98 entre Cl 45 y 42,3.37086722,-76.51906972,0
511419,K86C35,Cr 86 entre Cl 35 y 34,3.37925917,-76.52111917,0
511420,K85CC33,Cr 85C entre Cl 33 y 28,3.38009944,-76.52323889,0
511421,K85CC18,Cr 85C entre Cl 18 y 17,3.38041056,-76.52732917,0
511422,C16K85B,Cl 16 entre Cr 85B y 85A,3.38133056,-76.5287425,0
511423,C16K83C,Cl 16 entre Cr 83C y 83B,3.38422944,-76.52856056,0
511424,C16K73,Cl 16 entre Cr 73 y 76,3.38964667,-76.52843889,0
511425,C16K83,Cl 16 entre Cr 83 y 83A,3.38535306,-76.52867278,0
511426,C16K85,Cl 16 entre Cr 85 y 85A,3.381945,-76.52890389,0
511427,K86C25,Cr 86 entre Cl 25 y 28,3.37912417,-76.52368139,0
511428,K86C34,Cr 86 entre Cl 34 y 42,3.3790325,-76.52174306,0
511429,R-SUR 1,Resesrva Sur 1,3.35971472,-76.51350694,0
511430,R-SUR 2,Reserva Sur 2,3.36082361,-76.51291083,0
511431,R-SUR 3,Reserva Sur 3,3.36024917,-76.51172444,0
511432,C4K95,C4 entre K95 y 96,3.37369944,-76.54725222,0
511433,C4K96,C4 entre K96 y 98,3.37200722,-76.54716917,0
511434,K98AC2D,K 98A con Cl 2D,3.37160222,-76.55019444,0
511435,K98AC2A,K98A con CL2A Altos del Madrigal,3.37178694,-76.55208806,0
511436,K98C2,K98 entre CL 2 y 2A,3.37227028,-76.55194861,0
511437,K98C2D,K98 entre CL 2D y 3,3.37207028,-76.54974611,0
511438,SANTAEL1,Altos de Santa Elena Parada 1,3.368775,-76.55593944,0
