OBJECTID,RECORRIDO,CODIGO,NOMBRE,SISTEMA,TIPO,EMPRESA,SHAPELEN
54,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,17103.2599195677
55,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,7119.29285986402
56,Origen-Destino,316,Circular 316,Circular 315 Y 316,Circular,Santra,9471.59305300512
52,Origen-Destino,308D,Ruta de la Salud derecha directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,9361.97822979526
53,Origen-Destino,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,16658.8621837641
30,Origen-Destino,C3-003P,Belén - Piscina - Aula Ambiental,,Alimentadora,Masivo de Occidente,6263.65896621896
31,Origen-Destino,C3-003R,Belén - Rodeo Alto - Rodeo Verde,,Alimentadora,Masivo de Occidente,4501.32664760819
32,Origen-Destino,C3-003RV,Ruta Alimentadora - Cuenca 3,,Alimentadora,Masivo de Occidente,4851.84072222621
33,Origen-Destino,C3-003,Belén - Manzanillo,,Alimentadora,Masivo de Occidente,5632.0735475033
34,Origen-Destino,C3-004,Belén Altavista - Los Alpes,,Alimentadora,Masivo de Occidente,5586.16666041731
35,Origen-Destino,C3-005,Belén Aguas Frías - U de M,,Alimentadora,Masivo de Occidente,4785.04677137384
36,Origen-Destino,C3-006,Las Violetas - Villa Café - U de M,,Alimentadora,Masivo de Occidente,2322.29843638733
37,Origen-Destino,C3-006A,Ruta Alimentadora - Cuenca 3,,Alimentadora,Masivo de Occidente,2002.79008598611
38,Origen-Destino,C3-007,Loma de los Bernal - La Palma,,Alimentadora,Masivo de Occidente,2260.50219397829
39,Origen-Destino,C3-007A,Loma de los Bernal - Aliadas - La Palma,,Alimentadora,Masivo de Occidente,3505.36587071224
40,Origen-Destino,C3-008,Rosales - Belén Rincón,,Alimentadora,Masivo de Occidente,4060.45909925048
41,Origen-Destino,303,Circular derecha 303,Circular Derecha 303,Circular,Coonatra,7777.62577820672
42,Origen-Destino,286,Circular 286,Circular 286,Circular,Combuses,7697.38387036145
66,Origen-Destino,317 Aguacatala,317 Aguacatala,,Integrada,Cootrasana,14656.2348461556
67,Origen-Destino,317 2-1,San Antonio de Prado El Limonar-La Florida,,Directa Centro,Cootrasana,42272.9491052561
68,Origen-Destino,317 2-1,San Antonio de Prado El Limonar-Pradito,,Directa Centro,Cootrasana,42272.9491052561
69,Origen-Destino,318i,San Antonio de Prado estación Sabaneta,,Integrada,Cootrasana,8363.2185838509
70,Origen-Destino,318ii,San Antonio de Prado estación La Estrella,,Integrada,Cootrasana,6755.43877406275
71,Origen-Destino,318B,San Antonio de Prado,,Directa Centro,Cootrasana,18353.0058139213
72,Origen-Destino,318B,San Antonio de Prado bus Barichara-Limonar,,Directa Centro,Cootrasana,18353.0058139213
73,Origen-Destino,318B,San Antonio de Prado bus La Verde-Los Rieles,,Directa Centro,Cootrasana,19324.9570722412
74,Origen-Destino,318M,San Antonio de Prado micro,,Directa Centro,Cootrasana,21900.7337906
77,Origen-Destino,319M,San Antonio de Prado El Vergel micro,,Directa Centro,Cootrasana,21912.2469101818
78,Origen-Destino,319i,San Antonio de Prado El Vergel estación Sabaneta,,Integrada,Cootrasana,7303.49954741489
79,Origen-Destino,Ruta 1,Barichara - Pradito,,Directa No Centro,Cootrasana,5359.32402605016
80,Origen-Destino,Ruta 10,Integrada El Vergel,,Directa No Centro,Cootrasana,2875.3883031223
75,Origen-Destino,319B,San Antonio de Prado,,Directa Centro,Cootrasana,22051.5736400334
76,Origen-Destino,319B,San Antonio de Prado El Vergel-Naranjito bus,,Directa Centro,Cootrasana,22051.5736400334
58,Origen-Destino,140,Guayabal Cristo Rey N°1,,Directa Centro,Translamaya,7420.33078809829
59,Origen-Destino,141,Guayabal La Raya,,Directa Centro,Translamaya,8226.57755237819
60,Origen-Destino,142,Guayabal Viviendas del Sur,,Directa Centro,Translamaya,8962.07082567709
61,Origen-Destino,143,La Colinita,,Directa,Translamaya,11946.4490698083
62,Origen-Destino,143i,Aeropuerto Terminal del Sur-Mota-Metro,,Integrada,Translamaya,5064.51588906602
63,Origen-Destino,317i,Limonar estación Itagüí,,Integrada,Cootrasana,8391.68061606871
