X,Y,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,OBJECTID
-75.595103451453298,6.270126411034812,51751,90006029,90006,29,"CR 80 x CL 55, Medellin",Reglamentaria,Origen-Destino,301,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,57
-75.567365558392623,6.245189353927873,53310,90008034,90008,34,"CR 46 45-34, Medellin",Reglamentaria,Origen-Destino,311,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,70
-75.58830066487333,6.21585576329834,52037,90009052,90009,52,"CL 8B x CR 6, Medellin",Reglamentaria,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,47
-75.570522144757362,6.252949741500865,53100,90010061,90010,61,"CR 54 52-49, Medellin",Reglamentaria,Destino-Origen,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,53
-75.580601336637187,6.281697234161528,52440,90011067,90011,67,"CL 80 74-24, Medellin",Reglamentaria,Destino-Origen,308,Ruta de la Salud derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,64
-75.597780295435754,6.266221459032044,51616,90013022,90013,22,"CL 52B 81-50, Medellin",Reglamentaria,Origen-Destino,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,66
-75.601079911759044,6.266955366380618,51438,90014024,90014,24,"CL 51 83-96, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,60
-75.584776278508144,6.259831079352434,52200,90057025,90057,25,"CL 51A 67B-246, Medellin",Reglamentaria,Destino-Origen,246,Blanquizal,2A,Directa Centro,Cootransblan,52
-75.604188277976434,6.276341070624884,51244,90059027,90059,27,"CL 62 x CR 80, Medellin",Reglamentaria,Destino-Origen,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,55
-75.598331027892442,6.258942510752668,51587,90063013,90063,13,"CL 48 x CR 80, Medellin",Reglamentaria,Origen-Destino,246i,Blanquizal integrada,2A,Integrada,Cootransblan,69
-75.598331027892442,6.258942510752668,51587,90064016,90064,16,"CL 48 x CR 80, Medellin",Reglamentaria,Origen-Destino,246ii,Blanquizal integrada,2A,Integrada,Cootransblan,50
-75.605983631344714,6.281790932208303,51156,90065004,90065,4,"CL 64A 94C-42, Medellin",Reglamentaria,Origen-Destino,250AiP,Pajarito integrada,2A,Integrada,Palenque Robledal,63
-75.596080775048407,6.283837192410704,51713,90067040,90067,40,"CL 76 89C-98, Medellin",Reglamentaria,Destino-Origen,250R,Robledales,2A,Directa Centro,Palenque Robledal,71
-75.5930361422987,6.273115847545037,51825,90068018,90068,18,"CR 80 64A-12, Medellin",Reglamentaria,Destino-Origen,250iVF,Villa Flora integrada,2A,Integrada,Palenque Robledal,59
-75.589966124038099,6.27674985590684,51979,90076011,90076,11,"CR 80 x CL 75, Medellin",Reglamentaria,Origen-Destino,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,51
-75.582370313562777,6.303016993459948,52348,90080002,90080,2,"CR 84 101CG-21, Medellin",Reglamentaria,Origen-Destino,254,Picacho,2A,Directa Centro,Transporte Medellín Castilla ,68
-75.589966124038099,6.27674985590684,51979,90081027,90081,27,"CR 80 x CL 75, Medellin",Reglamentaria,Origen-Destino,255A,Nuevo Occidente-Las Flores,2A,Directa Centro,Rápido San Cristóbal,49
-75.591023448304895,6.275555100011785,51934,90083024,90083,24,"DG 80A 65-435, Medellin",Reglamentaria,Origen-Destino,255,San Cristóbal - Doña María,2A,Directa Centro,Rápido San Cristóbal,67
-75.636366844300596,6.278327486606678,50360,90084004,90084,4,"CR 131 62-59, Medellin",Reglamentaria,Origen-Destino,255i,Metrocable Aurora-Cárcel,2A,Integrada,Rápido San Cristóbal,48
-75.587215847363481,6.26427812513477,52099,90086024,90086,24,"CL 55 x CR 73, Medellin",Reglamentaria,Origen-Destino,255P,Palmitas-Centro,2A,Directa Centro,Rápido San Cristóbal,61
-75.650730967721628,6.295304680759553,50147,90090014,90090,14,"CR 151 75A-175, Medellin",Reglamentaria,Destino-Origen,255V3 ,Derecha Vereda Boquerón - Parque San Cristóbal,2A,Directa No Centro,Rápido San Cristóbal,56
-75.584613988729643,6.280971049247666,52207,90094012,90094,12,"CL 78B 75-181, Medellin",Reglamentaria,Origen-Destino,260CL,Clínica,2A,Directa Centro,Palenque Robledal,54
-75.579146941767206,6.254990742821661,52521,90099024,90099,24,"CL 50 x CR 63, Medellin",Reglamentaria,Origen-Destino,267,Éxito,2A,Directa Centro,Palenque Robledal,58
-75.595763854931931,6.268041459349551,51725,90101017,90101,17,"CR 80 53A-47, Medellin",Reglamentaria,Origen-Destino,288,Doce de Octubre,2A,Directa Centro,Transporte Medellín Castilla ,62
-75.572610510262678,6.309229052661291,52938,90104004,90104,4,"CL 112 76C-29, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,917
-75.57200465744576,6.308155109258528,52994,90104005,90104,5,"CR 76 110-07, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,788
-75.572012249308059,6.306327534521101,52993,90104006,90104,6,"CR 76 107A-19, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,352
-75.573862610748591,6.27113722287564,52853,90104025,90104,25,"CR 64C 72-51, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,65
-75.571829969878394,6.307782943413963,53013,90104053,90104,53,"CR 76 109-32, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,485
-75.575044961298843,6.309796539656777,52768,90104056,90104,56,"CR 78C 111-117, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,758
-75.575342051484583,6.307630451435045,52739,90104057,90104,57,"CR 78B 107A-19, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,15
-75.573840755401321,6.283709655481823,52854,90108008,90108,8,"CL 91A 67A-05, Medellin",Reglamentaria,Origen-Destino,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,492
-75.566257844254125,6.265433311605012,53388,90108013,90108,13,"CR 52 67A-15, Medellin",Reglamentaria,Origen-Destino,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,232
-75.575236784485355,6.271468485780169,52750,90108017,90108,17,"CR 65 72-, Medellin",Reglamentaria,Destino-Origen,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,42
-75.573016643420758,6.27723916043812,52914,90108018,90108,18,"CR 65 78-190, Medellin",Reglamentaria,Destino-Origen,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,808
-75.572285676716703,6.280013931356177,52966,90108019,90108,19,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,570
-75.577621398688152,6.286134079377056,52604,90108022,90108,22,"CL 91A 72-18, Medellin",Reglamentaria,Destino-Origen,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,289
-75.577092897781739,6.289461624405372,52635,90108023,90108,23,"CR 73 93-92, Medellin",Reglamentaria,Destino-Origen,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,937
-75.574700718320244,6.298515622077126,52801,90109003,90109,3,"CL 101A 73A-51, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,303
-75.573509703410878,6.285424867997198,52871,90109010,90109,10,"CL 92CC 67-10, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,818
-75.573013179450996,6.282308092990953,52915,90109012,90109,12,"CL 89 66A-05, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,997
-75.571202574101278,6.276051692259455,53054,90109013,90109,13,"CL 78 x CR 64A, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,949
-75.565910546090322,6.271635476083775,53409,90109014,90109,14,"CR 53 x CL 73, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,361
-75.565925153350335,6.26929756501757,53408,90109015,90109,15,"CL 73 x CR 52, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,794
-75.564911529431527,6.264248160958173,53474,90109017,90109,17,"CR 51C 67-05, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,372
-75.568277745842622,6.26470876387781,53253,90109018,90109,18,"CL 67 x CR 55, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,537
-75.57311961528157,6.27315407098284,52902,90109020,90109,20,"CR 64C 74-32, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,848
-75.573016643420758,6.27723916043812,52914,90109021,90109,21,"CR 65 78-190, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,384
-75.572046566792679,6.285507039730855,52989,90109023,90109,23,"CR 66 92C-12, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,712
-75.571700983413322,6.287522633618625,53017,90109024,90109,24,"CR 66 x CL 93, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,498
-75.571261101508014,6.29222552112956,53049,90109027,90109,27,"CL 97 67-18, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,868
-75.573102621083763,6.297009175095186,52905,90109030,90109,30,"CR 72 99-120, Medellin",Reglamentaria,Destino-Origen,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,356
-75.581589218794093,6.289637051848203,52396,90110007,90110,7,"CR 76 92-59, Medellin",Reglamentaria,Origen-Destino,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,239
-75.582251424158585,6.286515991335203,52359,90110008,90110,8,"CR 76 89-75, Medellin",Reglamentaria,Origen-Destino,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,960
-75.582148677802749,6.286476991400999,52371,90110010,90110,10,"CR 76 89-72, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,767
-75.580405692201523,6.291064681430046,52452,90110012,90110,12,"CL 94 75A-33, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,402
-75.576740368200959,6.289854919152481,52656,90110013,90110,13,"CL 94 72B-21, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,430
-75.57302421514963,6.288615978495825,52912,90110014,90110,14,"CL 94 68-07, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,521
-75.569552425046666,6.291004199374409,53181,90110015,90110,15,"CL 97 x CR 64C, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,172
-75.567246397338906,6.291493312346087,53321,90110017,90110,17,"CR 64 x CL 94A, Medellin",Reglamentaria,Destino-Origen,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,975
-75.5776526703076,6.304956664995408,52601,90111002,90111,2,"CR 80 x CL 104AA, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,9
-75.574168746907077,6.302056557329835,52842,90111008,90111,8,"CR 76 x CL 103D, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,456
-75.577030707670346,6.29953444917367,52639,90111010,90111,10,"CR 76 x CL 100C, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,215
-75.573307542574241,6.277184340788249,52889,90111019,90111,19,"CR 65 x CL 80, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,85
-75.567161237592003,6.260337830452054,53328,90111023,90111,23,"CR 52 x CL 61, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,283
-75.572340953105794,6.256724865098063,52961,90111030,90111,30,"CR 56C x CL 55, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,634
-75.575236784485355,6.271468485780169,52750,90111034,90111,34,"CR 65 72-, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,620
-75.571673130328534,6.289826334065052,53021,90111038,90111,38,"CR 67 95-30, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,649
-75.574066941710981,6.302190618448751,52847,90111042,90111,42,"TV 103B 103D-, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,476
-75.57864219543562,6.302661113536137,52546,90111045,90111,45,"CR 80 10D-60, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,778
-75.576711373417396,6.305890781850327,52659,90111046,90111,46,"CL 104D 78B-53, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,1000
-75.5776526703076,6.304956664995408,52601,90113003,90113,3,"CR 80 x CL 104AA, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,814
-75.578624001065293,6.303827401686933,52549,90113004,90113,4,"CR 80 103A- VIA, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,622
-75.578751801591352,6.302121853797005,52539,90113005,90113,5,"CR 80 101D-09, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,970
-75.579514201609541,6.30101751797182,52504,90113006,90113,6,"CL 101AA x CR 101A, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,192
-75.580604397138728,6.297021978086927,52439,90113010,90113,10,"CR 80 x CL 98, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,944
-75.575521662785604,6.295075483605895,52730,90113012,90113,12,"CL 98 73-17, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,707
-75.571562063848035,6.293761714946823,53028,90113014,90113,14,"CL 98 68-51, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,863
-75.570337302878173,6.290493629437188,53115,90113016,90113,16,"CL 96 65-35, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,81
-75.564539279347869,6.292348596701589,53501,90113020,90113,20,"CR 63A 94A-629, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,280
-75.567305642048197,6.287555665263006,53315,90113023,90113,23,"CL 94A 63A-, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,94
-75.57341162378799,6.292942061119931,52880,90113028,90113,28,"CL 97 70A-16, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,129
-75.57507030956944,6.293503142125116,52766,90113029,90113,29,"CL 97 72A-24, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,345
-75.580405706381114,6.297965973690422,52453,90113033,90113,33,"CR 80 98C-34, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,683
-75.578900715977156,6.301334544161866,52532,90113036,90113,36,"CR 80 101C-04, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,614
-75.577356417629034,6.304953634479125,52617,90113038,90113,38,"CR 80 x CL 104B, Medellin",Reglamentaria,Destino-Origen,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,629
-75.55844873309313,6.302419733704336,53904,90114001,90114,1,"CL 109 63A-10, Medellin",Reglamentaria,Origen-Destino,263ii,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,698
-75.559614544685843,6.305765029238433,53819,90114007,90114,7,"CL 111FF 64A-61, Medellin",Reglamentaria,Destino-Origen,263ii,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,423
-75.568385969485021,6.311703052332771,53248,90116001,90116,1,"CL 119 x CR 72, Medellin",Reglamentaria,Origen-Destino,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,800
-75.566191516756831,6.310850667032288,53394,90116002,90116,2,"CR 68 x CL 118, Medellin",Reglamentaria,Origen-Destino,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,966
-75.562616405212921,6.310126351157888,53635,90116005,90116,5,"CR 64D 116A-41, Medellin",Reglamentaria,Origen-Destino,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,470
-75.563746969323105,6.306343731281832,53555,90116007,90116,7,"CR 65 x CL 111A, Medellin",Reglamentaria,Origen-Destino,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,491
-75.560782225281386,6.302214699235463,53738,90116009,90116,9,"CL 111B x CR B-63, Medellin",Reglamentaria,Origen-Destino,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,120
-75.56071969015413,6.302244293631741,53744,90116013,90116,13,"CL 111B x CR B-63, Medellin",Reglamentaria,Destino-Origen,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,841
-75.562943826111706,6.305640576459922,53607,90116014,90116,14,"CL 111A 64C-350, Medellin",Reglamentaria,Destino-Origen,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,826
-75.563608417845941,6.306335793430752,53567,90116015,90116,15,"CL 111A x CR 64DD, Medellin",Reglamentaria,Destino-Origen,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,772
-75.565947902329427,6.312322632568584,53405,90116018,90116,18,"CL 121 x CR 67B, Medellin",Reglamentaria,Destino-Origen,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,640
-75.568338421184137,6.311802328771543,53250,90116020,90116,20,"CR 72A 119-08, Medellin",Reglamentaria,Destino-Origen,270i,Gratamira-Estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,719
-75.574972391988808,6.309671833173281,52775,90117001,90117,1,"CR 78C 111-96, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,22
-75.572530958794388,6.305199760130944,52944,90117004,90117,4,"CR 76 x CL 105, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,867
-75.574530507698711,6.303456265293581,52816,90117005,90117,5,"CR 76 76-, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,395
-75.572384440462542,6.281832491247238,52955,90117013,90117,13,"CR 65 x CL 89, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,295
-75.568722662655674,6.261945980196342,53229,90117017,90117,17,"CR 55 x CL 62, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,664
-75.572105125827207,6.249597328388282,52985,90117021,90117,21,"CR 54 48-35, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,30
-75.572900895190187,6.256143784225809,52924,90117023,90117,23,"CR 56C x CL 55, Medellin",Reglamentaria,Destino-Origen,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,730
-75.576144376729914,6.2667329753016,52683,90117027,90117,27,"CL 67 x DG 64E, Medellin",Reglamentaria,Destino-Origen,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,310
-75.575168397559779,6.283663201236469,52756,90117031,90117,31,"CL 91A 69-18, Medellin",Reglamentaria,Destino-Origen,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,302
-75.572330422885884,6.305156184310002,52963,90117039,90117,39,"CR 76 105-32, Medellin",Reglamentaria,Destino-Origen,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,168
-75.574972391988808,6.309671833173281,52775,90118001,90118,1,"CR 78C 111-96, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,171
-75.57365885004495,6.309753632219107,52860,90118002,90118,2,"CR 77 x CL 113, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,545
-75.571986906912585,6.30917706243609,53001,90118003,90118,3,"CL 112 76-29, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,99
-75.572530958794388,6.305199760130944,52944,90118004,90118,4,"CR 76 x CL 105, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,197
-75.575624660130003,6.298565657561507,52718,90118007,90118,7,"CL 101 74-11, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,974
-75.577173412383047,6.289563682223991,52630,90118010,90118,10,"CR 73 93-91, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,633
-75.56627095834142,6.270353134153852,53387,90118015,90118,15,"CR 53 x CL 73, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,766
-75.568722662655674,6.261945980196342,53229,90118016,90118,16,"CR 55 x CL 62, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,657
-75.573584920855723,6.2752664265553,52865,90118021,90118,21,"CR 65 75B-, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,711
-75.577621398688152,6.286134079377056,52604,90118024,90118,24,"CL 91A 72-18, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,314
-75.575563343093179,6.296549473724786,52726,90118027,90118,27,"CL 99 x CR 73A, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,133
-75.571973943499415,6.30928487203674,53002,90118032,90118,32,"CL 112 76-28, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,429
-75.570514962913549,6.305841632710667,53101,90119001,90119,1,"CR 74 x CL 107, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,8
-75.566957749907928,6.303336848765444,53337,90119007,90119,7,"CR 67 x CL 104B, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,475
-75.568389805283161,6.294636005199092,53245,90119010,90119,10,"CR 65 98-105, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,214
-75.572612533947691,6.280104662265368,52937,90119014,90119,14,"CR 65 80-, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,554
-75.563153565206349,6.255027504964637,53598,90119016,90119,16,"CR 49 x CL 58  , Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,619
-75.566062756175725,6.249832022777408,53400,90119017,90119,17,"CL 52 x CR 47, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,879
-75.565437803491491,6.30696289330054,53437,90119030,90119,30,"CR 66 111A-47, Medellin",Reglamentaria,Destino-Origen,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,146
-75.5665198695404,6.310087163073207,53365,90119032,90119,32,"CR 68A x CL 115, Medellin",Reglamentaria,Destino-Origen,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,749
-75.578771340935788,6.307681020702906,52538,90120001,90120,1,"CR 81A x CL 106, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,38
-75.582914620808765,6.293123229981726,52312,90120007,90120,7,"CR 79A 94D-13, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,931
-75.584720819866135,6.287120585265719,52204,90120009,90120,9,"CR 80 81A-45, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,443
-75.584128356708476,6.283657788523747,52232,90120010,90120,10,"DG 80 79C-83, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,416
-75.57918790193574,6.274498986345367,52520,90120013,90120,13,"CR 69 73-119, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,685
-75.566560028265968,6.263712435356055,53363,90120015,90120,15,"CR 52 x CL 65, Medellin",Reglamentaria,Origen-Destino,282,Doce de Octubre - HPTU,2B,Directa Centro,Transporte Medellín Castilla ,582
