"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code","agency_email"
"50001","","CR 218 x CL 130, Medellin","America/Bogota","-75.703118702655701","6.344835130278994","","","","","America/Bogota","","","",""
"50008","","CR 197 x CL 140, Medellin","America/Bogota","-75.694944097595396","6.350528137461649","","","","","America/Bogota","","","",""
"50015","","CL 137 197-03, Medellin","America/Bogota","-75.69071078153857","6.343357352730323","","","","","America/Bogota","","","",""
"50016","","CR 195 x CL 126, Medellin","America/Bogota","-75.689634440342658","6.337196892887022","","","","","America/Bogota","","","",""
"50045","","CR 151AB x CL 107, Medellin","America/Bogota","-75.660507116226484","6.324755609430319","","","","","America/Bogota","","","",""
"50046","","CL 112 107-901, Medellin","America/Bogota","-75.66044556327364","6.324788721359075","","","","","America/Bogota","","","",""
"50047","","CL 63 x CR 153, Medellin","America/Bogota","-75.660250651535776","6.282517450453979","","","","","America/Bogota","","","",""
"50048","","CL 63 153-770, Medellin","America/Bogota","-75.660247084467628","6.282571617083097","","","","","America/Bogota","","","",""
"50055","","CR 151AB x CL 107, Medellin","America/Bogota","-75.658759247201331","6.321952127623888","","","","","America/Bogota","","","",""
"50057","","CR 151AB x CL 107, Medellin","America/Bogota","-75.658502160542781","6.320836051143697","","","","","America/Bogota","","","",""
"50058","","CL 63 x CR 153, Medellin","America/Bogota","-75.658301738151366","6.281624811074499","","","","","America/Bogota","","","",""
"50061","","CL 63 x CR 153, Medellin","America/Bogota","-75.658125128042542","6.281628902380561","","","","","America/Bogota","","","",""
"50066","","CR 151AB 100A-63, Medellin","America/Bogota","-75.65745587359919","6.317140122100724","","","","","America/Bogota","","","",""
"50067","","CR 151AB x CL 99AB, Medellin","America/Bogota","-75.657449627981677","6.317331904140506","","","","","America/Bogota","","","",""
"50073","","CL 63 x CR 153, Medellin","America/Bogota","-75.6567238642685","6.281079712520333","","","","","America/Bogota","","","",""
"50075","","CL 63 153-442, Medellin","America/Bogota","-75.656596327248835","6.281103576228861","","","","","America/Bogota","","","",""
"50082","","CR 151AB 98A-881, Medellin","America/Bogota","-75.656288608275574","6.312054101153326","","","","","America/Bogota","","","",""
"50083","","CR 151AB 98A-898, Medellin","America/Bogota","-75.656236633719487","6.312038578621052","","","","","America/Bogota","","","",""
"50084","","CL 79 42 Sur-39, Medellin","America/Bogota","-75.65616564426719","6.18428461393291","","","","","America/Bogota","","","",""
"50087","","CR 151AB 98A-615, Medellin","America/Bogota","-75.655753237370391","6.309059119765364","","","","","America/Bogota","","","",""
"50088","","CR 78 43 Sur-53, Medellin","America/Bogota","-75.655727058994827","6.183075402729568","","","","","America/Bogota","","","",""
"50089","","CR 78 43A Sur-28, Medellin","America/Bogota","-75.655644580090225","6.182947447244122","","","","","America/Bogota","","","",""
"50090","","CR 151AB x CL 81, Medellin","America/Bogota","-75.655588505195226","6.308243589092118","","","","","America/Bogota","","","",""
"50093","","CL 63 x CR 153, Medellin","America/Bogota","-75.655312209428672","6.280094329728579","","","","","America/Bogota","","","",""
"50096","","CL 63 x CR 153, Medellin","America/Bogota","-75.655212395935692","6.280117064621373","","","","","America/Bogota","","","",""
"50098","","CL 42A Sur x CR 76A, Medellin","America/Bogota","-75.655165789602634","6.184003187044979","","","","","America/Bogota","","","",""
"50099","","CL 43A Sur 77-23, Medellin","America/Bogota","-75.655114534404134","6.183130990118681","","","","","America/Bogota","","","",""
"50100","","CL 42 Sur 77-40, Medellin","America/Bogota","-75.655055509990518","6.184515162375061","","","","","America/Bogota","","","",""
"50102","","CL 43A Sur 77-18, Medellin","America/Bogota","-75.654996223483948","6.183253511438906","","","","","America/Bogota","","","",""
"50110","","CL 45 Sur 72-30, Medellin","America/Bogota","-75.654518160587912","6.181439524654789","","","","","America/Bogota","","","",""
"50111","","CR 75 45 Sur-32, Medellin","America/Bogota","-75.654484474085777","6.181488441135166","","","","","America/Bogota","","","",""
"50114","","CL 63 x CR 153, Medellin","America/Bogota","-75.653588875791485","6.279134735669239","","","","","America/Bogota","","","",""
"50115","","CL 63 145-602, Medellin","America/Bogota","-75.653436883715344","6.279154421505991","","","","","America/Bogota","","","",""
"50116","","CR 75 x CL 45, Medellin","America/Bogota","-75.653248995602468","6.178865443734858","","","","","America/Bogota","","","",""
"50117","","CL 48 Sur 72-241, Medellin","America/Bogota","-75.653201132945583","6.178557330787559","","","","","America/Bogota","","","",""
"50118","","CR 75 x CL 45, Medellin","America/Bogota","-75.653200933906959","6.178817039154283","","","","","America/Bogota","","","",""
"50119","","CL 43A Sur 75-09, Medellin","America/Bogota","-75.653176108287894","6.183008543953861","","","","","America/Bogota","","","",""
"50120","","CL 43A Sur 73-80, Medellin","America/Bogota","-75.653085161581259","6.183045504860331","","","","","America/Bogota","","","",""
"50121","","CL 42 Sur 74-33, Medellin","America/Bogota","-75.652973704153382","6.183569167472934","","","","","America/Bogota","","","",""
"50122","","CL 48 Sur 72-168, Medellin","America/Bogota","-75.652964810828394","6.178548959040457","","","","","America/Bogota","","","",""
"50123","","CR 75 48 Sur-44, Medellin","America/Bogota","-75.652797015382546","6.176456174859232","","","","","America/Bogota","","","",""
"50124","","CL 42 Sur x CR 74, Medellin","America/Bogota","-75.652794940835818","6.183541035317676","","","","","America/Bogota","","","",""
"50125","","CR 75 48 Sur-224, Medellin","America/Bogota","-75.652743482942398","6.176475653336078","","","","","America/Bogota","","","",""
"50126","","CL 60C x CR 152C, Medellin","America/Bogota","-75.652616455487305","6.272966178665438","","","","","America/Bogota","","","",""
"50127","","CL 60C 152C-407, Medellin","America/Bogota","-75.652598290405379","6.272897180286906","","","","","America/Bogota","","","",""
"50131","","CL 63 145-493, Medellin","America/Bogota","-75.652127471062386","6.278297022493756","","","","","America/Bogota","","","",""
"50132","","CR 75 x CL 54, Medellin","America/Bogota","-75.652013961037568","6.173538389566635","","","","","America/Bogota","","","",""
"50133","","CL 63 145-428, Medellin","America/Bogota","-75.652022666712426","6.278307644280728","","","","","America/Bogota","","","",""
"50134","","CL 52 Sur 72-04, Medellin","America/Bogota","-75.652003719142897","6.173636645813006","","","","","America/Bogota","","","",""
"50135","","CL 48 Sur 72-73, Medellin","America/Bogota","-75.651788965092408","6.178372854000027","","","","","America/Bogota","","","",""
"50136","","CR 131 x CL 107, Medellin","America/Bogota","-75.65165625369967","6.319404081970842","","","","","America/Bogota","","","",""
"50137","","CL 48 Sur 72-50, Medellin","America/Bogota","-75.651578699980803","6.178363798399799","","","","","America/Bogota","","","",""
"50138","","CR 131 x CL 99A, Medellin","America/Bogota","-75.651528281457473","6.319101546440124","","","","","America/Bogota","","","",""
"50139","","CR 72 40A Sur-134, Medellin","America/Bogota","-75.651268600610521","6.183568013785097","","","","","America/Bogota","","","",""
"50140","","CL 40A Sur 71-41, Medellin","America/Bogota","-75.651266942711786","6.18516371511191","","","","","America/Bogota","","","",""
"50141","","CR 72 39C Sur-58, Medellin","America/Bogota","-75.651202209986735","6.185267230967354","","","","","America/Bogota","","","",""
"50142","","CR 72 40A Sur-128, Medellin","America/Bogota","-75.651139534792236","6.183546506827315","","","","","America/Bogota","","","",""
"50144","","CL 60C 152C-201, Medellin","America/Bogota","-75.650773954611793","6.27335112666858","","","","","America/Bogota","","","",""
"50145","","CL 63 145-261, Medellin","America/Bogota","-75.650749126346483","6.277353562549682","","","","","America/Bogota","","","",""
"50146","","CL 63 145-266, Medellin","America/Bogota","-75.650728973566487","6.277405242066418","","","","","America/Bogota","","","",""
"50147","","CR 151 75A-175, Medellin","America/Bogota","-75.650730967721628","6.295304680759553","","","","","America/Bogota","","","",""
"50148","","CL 60C x CR 152C, Medellin","America/Bogota","-75.650667679531651","6.273395358186558","","","","","America/Bogota","","","",""
"50149","","CR 152 67A-20 Vda Las Playas, Medellin","America/Bogota","-75.650661886867042","6.286564649038545","","","","","America/Bogota","","","",""
"50150","","CR 151 x CL 79, Medellin","America/Bogota","-75.650621557482808","6.295254961486033","","","","","America/Bogota","","","",""
"50151","","CR 152 67-164, Medellin","America/Bogota","-75.650225918920313","6.286312499601424","","","","","America/Bogota","","","",""
"50152","","CR 152 67-131, Medellin","America/Bogota","-75.650190506014567","6.285556706550685","","","","","America/Bogota","","","",""
"50153","","CR 70 38 Sur-59, Medellin","America/Bogota","-75.650119004034565","6.186822068910191","","","","","America/Bogota","","","",""
"50154","","CR 70 38 Sur-06, Medellin","America/Bogota","-75.650062465291626","6.186820271754991","","","","","America/Bogota","","","",""
"50157","","CL 48 Sur 69A-17, Medellin","America/Bogota","-75.649918156889001","6.178444621967296","","","","","America/Bogota","","","",""
"50158","","CR 152 70-227, Medellin","America/Bogota","-75.649922084222922","6.290896956306572","","","","","America/Bogota","","","",""
"50159","","CL 48 Sur 69A-37, Medellin","America/Bogota","-75.64989231963682","6.178287713381806","","","","","America/Bogota","","","",""
"50160","","CR 152 x CL 67, Medellin","America/Bogota","-75.649674804177053","6.291141790357082","","","","","America/Bogota","","","",""
"50163","","CL 63 145-198, Medellin","America/Bogota","-75.649433044101372","6.277465669842508","","","","","America/Bogota","","","",""
"50164","","CR 152 x CL 60, Medellin","America/Bogota","-75.649374807665495","6.284892580989891","","","","","America/Bogota","","","",""
"50166","","CL 63 145-137, Medellin","America/Bogota","-75.649281037383375","6.277117301526683","","","","","America/Bogota","","","",""
"50168","","CR 152 65A-121, Medellin","America/Bogota","-75.649097698401263","6.283821973102158","","","","","America/Bogota","","","",""
"50169","","VDA SUBURBANO PALMA PATIO MZ 999 LT 0017, Medellin","America/Bogota","-75.648893771266899","6.284119324103141","","","","","America/Bogota","","","",""
"50170","","CL 60C x CR 145, Medellin","America/Bogota","-75.648829079193405","6.273240990349537","","","","","America/Bogota","","","",""
"50171","","CL 60C 145-293, Medellin","America/Bogota","-75.648822295428786","6.273153390165019","","","","","America/Bogota","","","",""
"50172","","CL 48 Sur 66B-59, Medellin","America/Bogota","-75.648618215077377","6.1782284281243","","","","","America/Bogota","","","",""
"50173","","CL 48 Sur 66B-85, Medellin","America/Bogota","-75.648613412937493","6.178089694717119","","","","","America/Bogota","","","",""
"50174","","CL 39D Sur 67-33, Medellin","America/Bogota","-75.648496156943565","6.18535356569977","","","","","America/Bogota","","","",""
"50175","","CL 39D Sur 67-34, Medellin","America/Bogota","-75.648470357008279","6.185410900840981","","","","","America/Bogota","","","",""
"50176","","CR 151 65A-100, Medellin","America/Bogota","-75.648451351454327","6.28342984052173","","","","","America/Bogota","","","",""
"50177","","CR 152 x CL 60, Medellin","America/Bogota","-75.648276498798154","6.282531085308127","","","","","America/Bogota","","","",""
"50178","","CR 145 62B-275 Vda El Patio, Medellin","America/Bogota","-75.648178464663701","6.276892660053734","","","","","America/Bogota","","","",""
"50179","","CL 57 Sur x  67  , Medellin","America/Bogota","-75.648026753857565","6.173144330539992","","","","","America/Bogota","","","",""
"50180","","CL 57 Sur x  67  , Medellin","America/Bogota","-75.647970729890133","6.173190444865962","","","","","America/Bogota","","","",""
"50181","","CR 145 62B-250 Vda Las Playas, Medellin","America/Bogota","-75.647987022812629","6.276994469667234","","","","","America/Bogota","","","",""
"50182","","CR 152 x CL 60, Medellin","America/Bogota","-75.647339174559832","6.281875100478402","","","","","America/Bogota","","","",""
"50183","","CL 48 Sur x CR 64B  , Medellin","America/Bogota","-75.647239563427803","6.178095833377168","","","","","America/Bogota","","","",""
"50184","","CL 48 Sur 64B-267, Medellin","America/Bogota","-75.647225201877717","6.177957101449605","","","","","America/Bogota","","","",""
"50186","","CR 152 x CL 60, Medellin","America/Bogota","-75.646948815237806","6.28109397328516","","","","","America/Bogota","","","",""
"50187","","CL 62B  144-270 Vda El Patio, Medellin","America/Bogota","-75.646843932571528","6.275845852218103","","","","","America/Bogota","","","",""
"50188","","CR 150 68-325, Medellin","America/Bogota","-75.646772529160131","6.289386867530142","","","","","America/Bogota","","","",""
"50189","","CL 60C 145-51, Medellin","America/Bogota","-75.646768823958908","6.273892717051117","","","","","America/Bogota","","","",""
"50190","","VDA SUBURBANO PALMA PATIO MZ 006 LT 0063, Medellin","America/Bogota","-75.646750248563748","6.27591379957215","","","","","America/Bogota","","","",""
"50191","","CL 60C 144A-136, Medellin","America/Bogota","-75.646736011696973","6.273963784766055","","","","","America/Bogota","","","",""
"50192","","VDA SUBURBANO TRAVESIAS MZ 016 LT 0042, Medellin","America/Bogota","-75.64673061682619","6.289429471828143","","","","","America/Bogota","","","",""
"50193","","CL 38A Sur 65C-07, Medellin","America/Bogota","-75.646221313707485","6.18660160127773","","","","","America/Bogota","","","",""
"50194","","CL 74A 149-434, Medellin","America/Bogota","-75.646192227713797","6.293855075507608","","","","","America/Bogota","","","",""
"50195","","CL 74A 149-446, Medellin","America/Bogota","-75.646135469130371","6.293774026477886","","","","","America/Bogota","","","",""
"50196","","CR 52 x CR 62B  , Medellin","America/Bogota","-75.646122714336002","6.280814072487827","","","","","America/Bogota","","","",""
"50197","","CL 38A Sur 65C-08, Medellin","America/Bogota","-75.645998282490879","6.186498918682957","","","","","America/Bogota","","","",""
"50198","","CR 152 x CL 60, Medellin","America/Bogota","-75.645710600795795","6.279863441601965","","","","","America/Bogota","","","",""
"50199","","CL 62B 144-53, Medellin","America/Bogota","-75.645392363492675","6.276098591373892","","","","","America/Bogota","","","",""
"50200","","CL 68 147-84, Medellin","America/Bogota","-75.645338951861049","6.28688738411397","","","","","America/Bogota","","","",""
"50201","","CL 62B 143A-06, Medellin","America/Bogota","-75.645326083851472","6.276173674458293","","","","","America/Bogota","","","",""
"50202","","CL 66 147-45, Medellin","America/Bogota","-75.645260602011064","6.286810115390192","","","","","America/Bogota","","","",""
"50203","","CL 60C 144A-93, Medellin","America/Bogota","-75.645186460560851","6.274774269630536","","","","","America/Bogota","","","",""
"50204","","CL 57 Sur 64-05, Medellin","America/Bogota","-75.645145481067885","6.173010620672881","","","","","America/Bogota","","","",""
"50205","","CL 60C 144A-138, Medellin","America/Bogota","-75.645149543322461","6.274855831146416","","","","","America/Bogota","","","",""
"50206","","CL 57 Sur 62-15, Medellin","America/Bogota","-75.645090072160315","6.173075710548628","","","","","America/Bogota","","","",""
"50207","","CL 40A Sur x CR 65B, Medellin","America/Bogota","-75.644949653900369","6.185251234354172","","","","","America/Bogota","","","",""
"50208","","CR 63B 40A Sur-15, Medellin","America/Bogota","-75.644949665235288","6.185326581256741","","","","","America/Bogota","","","",""
"50209","","CR 152 x CL 60, Medellin","America/Bogota","-75.644908052991354","6.279389420104013","","","","","America/Bogota","","","",""
"50210","","CR 63 x CL 54A, Medellin","America/Bogota","-75.644885438527211","6.174589031539704","","","","","America/Bogota","","","",""
"50211","","CR 63 54 Sur-10, Medellin","America/Bogota","-75.644831702456202","6.174606616169874","","","","","America/Bogota","","","",""
"50212","","CR 52 x CR 62B  , Medellin","America/Bogota","-75.644648723171798","6.278492467410172","","","","","America/Bogota","","","",""
"50217","","CL 48 Sur x CR 62AA, Medellin","America/Bogota","-75.64396519888993","6.17826131119447","","","","","America/Bogota","","","",""
"50218","","CR 63B 40A Sur-121, Medellin","America/Bogota","-75.643891532951216","6.184473781343894","","","","","America/Bogota","","","",""
"50219","","CR 63 49A Sur-10, Medellin","America/Bogota","-75.643816064122305","6.178100963702829","","","","","America/Bogota","","","",""
"50220","","CL 41 Sur 62B-44, Medellin","America/Bogota","-75.643813316239473","6.184500777049914","","","","","America/Bogota","","","",""
"50221","","CR 152 62B-128, Medellin","America/Bogota","-75.643826683461612","6.27799721566732","","","","","America/Bogota","","","",""
"50222","","CL 60C x CR 143, Medellin","America/Bogota","-75.643772564601235","6.275552091774865","","","","","America/Bogota","","","",""
"50223","","TV 49B Sur 62C-60, Medellin","America/Bogota","-75.643739574021467","6.178038783930701","","","","","America/Bogota","","","",""
"50224","","CL 55 Sur x CR 62, Medellin","America/Bogota","-75.643698468297046","6.174627217242176","","","","","America/Bogota","","","",""
"50225","","CL 55 Sur x CR 62, Medellin","America/Bogota","-75.643669450366843","6.174687968119396","","","","","America/Bogota","","","",""
"50226","","CR 62 x CL 56A, Medellin","America/Bogota","-75.643664499260595","6.173391360955968","","","","","America/Bogota","","","",""
"50227","","CL 60C x CR 143, Medellin","America/Bogota","-75.643668946185571","6.275527882405903","","","","","America/Bogota","","","",""
"50228","","CR 62 x CL 56A, Medellin","America/Bogota","-75.643610300861369","6.173366688559718","","","","","America/Bogota","","","",""
"50229","","CR 62 55 Sur-69, Medellin","America/Bogota","-75.643529637392078","6.174487177510539","","","","","America/Bogota","","","",""
"50231","","CR 62 x CL 55, Medellin","America/Bogota","-75.643513661705583","6.174427413335864","","","","","America/Bogota","","","",""
"50233","","CL 62B x CR 143A  , Medellin","America/Bogota","-75.643494908638232","6.277197004473514","","","","","America/Bogota","","","",""
"50235","","CR 152 62B-44, Medellin","America/Bogota","-75.64329512500467","6.277420979324409","","","","","America/Bogota","","","",""
"50237","","CR 143A 62B-281, Medellin","America/Bogota","-75.643207524195262","6.279659111082683","","","","","America/Bogota","","","",""
"50238","","CL 55 Sur 61-, Medellin","America/Bogota","-75.643124200661049","6.174656296415108","","","","","America/Bogota","","","",""
"50240","","CR 62 x CL 48BA, Medellin","America/Bogota","-75.643111654782416","6.175950153354413","","","","","America/Bogota","","","",""
"50241","","CR 143A 62B-280, Medellin","America/Bogota","-75.643101815870793","6.279681614027662","","","","","America/Bogota","","","",""
"50242","","CR 143A 62B-369, Medellin","America/Bogota","-75.643091811485547","6.28060151601424","","","","","America/Bogota","","","",""
"50243","","CL 52A Sur 60D-80, Medellin","America/Bogota","-75.643059046294383","6.175933827732885","","","","","America/Bogota","","","",""
"50244","","CR 62 x CL 48, Medellin","America/Bogota","-75.643040335980132","6.178144815182208","","","","","America/Bogota","","","",""
"50245","","CR 62 48 Sur-26, Medellin","America/Bogota","-75.642996916020167","6.178074610600246","","","","","America/Bogota","","","",""
"50246","","CL 68 x CR 144, Medellin","America/Bogota","-75.643010805334413","6.286591368234472","","","","","America/Bogota","","","",""
"50247","","CR 152 x CL 60, Medellin","America/Bogota","-75.642929246593127","6.277196689738945","","","","","America/Bogota","","","",""
"50248","","CL 63 143-33, Medellin","America/Bogota","-75.642929010198415","6.280530544387716","","","","","America/Bogota","","","",""
"50249","","CR 143A 62B-101, Medellin","America/Bogota","-75.642920675408774","6.278108368297521","","","","","America/Bogota","","","",""
"50250","","CL 68 143-91, Medellin","America/Bogota","-75.642913662030423","6.286452483899426","","","","","America/Bogota","","","",""
"50251","","CR 113 Vda La Buga, Medellin","America/Bogota","-75.642897659024698","6.221206296307809","","","","","America/Bogota","","","",""
"50252","","CL 62B x CL 143A  , Medellin","America/Bogota","-75.642860958179071","6.277412589904285","","","","","America/Bogota","","","",""
"50253","","CR 143A x CL 60C, Medellin","America/Bogota","-75.642849447230304","6.277323728291875","","","","","America/Bogota","","","",""
"50255","","CR 143A 62B-90, Medellin","America/Bogota","-75.642740184181491","6.278052240970073","","","","","America/Bogota","","","",""
"50256","","CR 143A 60C-30, Medellin","America/Bogota","-75.642649421351081","6.276214884326452","","","","","America/Bogota","","","",""
"50257","","CR 143A x CL 60C, Medellin","America/Bogota","-75.642604388994826","6.276762804093698","","","","","America/Bogota","","","",""
"50258","","CL 63 142-93, Medellin","America/Bogota","-75.642481468184442","6.280186032812225","","","","","America/Bogota","","","",""
"50259","","CL 60C 135-74, Medellin","America/Bogota","-75.642445856282052","6.277041103971457","","","","","America/Bogota","","","",""
"50260","","CL 58 Sur x CR 60A, Medellin","America/Bogota","-75.642394019190235","6.172870553108594","","","","","America/Bogota","","","",""
"50261","","CL 63 142-70, Medellin","America/Bogota","-75.642404644323364","6.280196767908721","","","","","America/Bogota","","","",""
"50262","","CL 58 Sur x CR 60A, Medellin","America/Bogota","-75.642345676194211","6.172933405045234","","","","","America/Bogota","","","",""
"50263","","CR 143A x CL 60C  , Medellin","America/Bogota","-75.642338422791113","6.276586435571566","","","","","America/Bogota","","","",""
"50264","","CL 60C 135-168, Medellin","America/Bogota","-75.642009027840501","6.276158443709235","","","","","America/Bogota","","","",""
"50265","","CR 61 41D Sur-37, Medellin","America/Bogota","-75.641853118395019","6.182490619525353","","","","","America/Bogota","","","",""
"50266","","DG 60E 41C Sur-09, Medellin","America/Bogota","-75.641812402495162","6.183556327975266","","","","","America/Bogota","","","",""
"50267","","CR 60D 41D Sur-116, Medellin","America/Bogota","-75.641799246254735","6.182497931178673","","","","","America/Bogota","","","",""
"50268","","DG 60E con 41C, Medellin","America/Bogota","-75.641766694564112","6.183589216640246","","","","","America/Bogota","","","",""
"50272","","CL 63 141-24, Medellin","America/Bogota","-75.641702911405673","6.279934598302343","","","","","America/Bogota","","","",""
"50273","","CL 63 142-57, Medellin","America/Bogota","-75.641695867061898","6.279873998336147","","","","","America/Bogota","","","",""
"50275","","CL 34B x CR 128, Medellin","America/Bogota","-75.641635946137242","6.250332343183875","","","","","America/Bogota","","","",""
"50276","","CL 34B x CR 128, Medellin","America/Bogota","-75.641606421838318","6.25010931633733","","","","","America/Bogota","","","",""
"50278","","CR 60 55 Sur-18, Medellin","America/Bogota","-75.641452214906337","6.174731687025305","","","","","America/Bogota","","","",""
"50279","","CR 136C 66-420, Medellin","America/Bogota","-75.641328145339969","6.285259506600307","","","","","America/Bogota","","","",""
"50280","","CL 60C 135-38, Medellin","America/Bogota","-75.641293613596858","6.276447390827805","","","","","America/Bogota","","","",""
"50281","","CL 60C 135-38, Medellin","America/Bogota","-75.64109650827065","6.27628687592518","","","","","America/Bogota","","","",""
"50282","","CL 63 139-41 (012, Medellin","America/Bogota","-75.640935784729606","6.279697227066585","","","","","America/Bogota","","","",""
"50283","","CR 136C 66-387, Medellin","America/Bogota","-75.64091694466785","6.284848628660758","","","","","America/Bogota","","","",""
"50284","","CR 59A x CL 48D, Medellin","America/Bogota","-75.640840384423029","6.177249657925022","","","","","America/Bogota","","","",""
"50285","","CR 59A 48D Sur-21, Medellin","America/Bogota","-75.640787423673601","6.177284700085658","","","","","America/Bogota","","","",""
"50287","","CL 63 x CR 37, Medellin","America/Bogota","-75.640733964420377","6.279721502653593","","","","","America/Bogota","","","",""
"50289","","CL 43 Sur 59-33, Medellin","America/Bogota","-75.640533032762647","6.181610574120528","","","","","America/Bogota","","","",""
"50290","","CR 136C 66-241, Medellin","America/Bogota","-75.640512759951136","6.284172592371856","","","","","America/Bogota","","","",""
"50291","","CR 136C 66-284, Medellin","America/Bogota","-75.640468629946866","6.284306374163837","","","","","America/Bogota","","","",""
"50292","","CL 63 137-23, Medellin","America/Bogota","-75.64040232402958","6.279641314219571","","","","","America/Bogota","","","",""
"50293","","CL 43 Sur x CR 58, Medellin","America/Bogota","-75.640320385029099","6.181700847457082","","","","","America/Bogota","","","",""
"50294","","CL 30 Vda Aguas Frias, Medellin","America/Bogota","-75.64023909209449","6.233509176621875","","","","","America/Bogota","","","",""
"50295","","CL 55 Sur 56-57, Medellin","America/Bogota","-75.640114082715826","6.174898287489696","","","","","America/Bogota","","","",""
"50296","","DG 55D con 47, Medellin","America/Bogota","-75.640047734217831","6.180312930836498","","","","","America/Bogota","","","",""
"50297","","CL 55 Sur 58-58, Medellin","America/Bogota","-75.640039263622413","6.174950693108775","","","","","America/Bogota","","","",""
"50298","","CL 63 x CR 135, Medellin","America/Bogota","-75.639937550238301","6.279566825558341","","","","","America/Bogota","","","",""
"50299","","CL 47 Sur 55-51, Medellin","America/Bogota","-75.639854453939648","6.180222671150206","","","","","America/Bogota","","","",""
"50300","","CL 63 x CR 135, Medellin","America/Bogota","-75.63984492482858","6.27960570822842","","","","","America/Bogota","","","",""
"50301","","CL 30 x CR 110, Medellin","America/Bogota","-75.639815821730778","6.231197740260692","","","","","America/Bogota","","","",""
"50302","","CR 134 x CL 58C, Medellin","America/Bogota","-75.639778332427895","6.275874306540012","","","","","America/Bogota","","","",""
"50303","","VDA AGUAS FRIAS MZ 000 LT 0320, Medellin","America/Bogota","-75.639739643368657","6.231187274974379","","","","","America/Bogota","","","",""
"50304","","CL 47 Sur 55-184, Medellin","America/Bogota","-75.639717203881816","6.18022938872087","","","","","America/Bogota","","","",""
"50305","","CR 134 60A-74, Medellin","America/Bogota","-75.63973066399808","6.27590064005877","","","","","America/Bogota","","","",""
"50306","","CL 57 Sur 56-56, Medellin","America/Bogota","-75.639541615848628","6.174024655173187","","","","","America/Bogota","","","",""
"50307","","CL 57 Sur x CR 58A, Medellin","America/Bogota","-75.639484119260061","6.174100848262191","","","","","America/Bogota","","","",""
"50309","","CL 48 Sur 55D-07, Medellin","America/Bogota","-75.639255328468437","6.178922282340858","","","","","America/Bogota","","","",""
"50310","","CL 63 134-22, Medellin","America/Bogota","-75.639263287215087","6.279139079801931","","","","","America/Bogota","","","",""
"50311","","CL 63 134-19, Medellin","America/Bogota","-75.639256928435501","6.279075123883703","","","","","America/Bogota","","","",""
"50312","","CL 66 136C-10, Medellin","America/Bogota","-75.639238432003495","6.281996379410344","","","","","America/Bogota","","","",""
"50313","","CR 136C 66-25, Medellin","America/Bogota","-75.639222203334754","6.281938014605463","","","","","America/Bogota","","","",""
"50315","","CL 63 133C-04, Medellin","America/Bogota","-75.638738616313418","6.27901214209204","","","","","America/Bogota","","","",""
"50317","","CL 63 133-131, Medellin","America/Bogota","-75.638586933473974","6.278960166120916","","","","","America/Bogota","","","",""
"50318","","CL 30 x CR 110, Medellin","America/Bogota","-75.638502938634133","6.231686923245943","","","","","America/Bogota","","","",""
"50319","","Vda Aguas Frias - El Corazon el Morro-3, Medellin","America/Bogota","-75.638493829322329","6.246474418010277","","","","","America/Bogota","","","",""
"50320","","Vda Aguas Frias - El Corazon el Morro-1, Medellin","America/Bogota","-75.638457248175001","6.246413786862435","","","","","America/Bogota","","","",""
"50322","","Vda Aguas Frias - El Corazon el Morro-2, Medellin","America/Bogota","-75.638394172712154","6.246415620019593","","","","","America/Bogota","","","",""
"50323","","CL 60A 132-60, Medellin","America/Bogota","-75.638324061668001","6.275795117485592","","","","","America/Bogota","","","",""
"50324","","CR 56 55 Sur-60, Medellin","America/Bogota","-75.63823938756596","6.174958471725914","","","","","America/Bogota","","","",""
"50325","","CL 58C x CR 132  , Medellin","America/Bogota","-75.638244870795603","6.275725137170141","","","","","America/Bogota","","","",""
"50326","","CR 113 x CL 18, Medellin","America/Bogota","-75.638232360133344","6.222092936138143","","","","","America/Bogota","","","",""
"50327","","CL 48 Sur x CR 55, Medellin","America/Bogota","-75.638189512612811","6.17845488002926","","","","","America/Bogota","","","",""
"50329","","CR 56 55 Sur-02, Medellin","America/Bogota","-75.638175750256579","6.174891992424172","","","","","America/Bogota","","","",""
"50331","","CR 55 47 Sur-75, Medellin","America/Bogota","-75.638105366338593","6.178574685191403","","","","","America/Bogota","","","",""
"50332","","CR 113 x CL 18, Medellin","America/Bogota","-75.638078149058629","6.222002513964513","","","","","America/Bogota","","","",""
"50333","","CR 55 47A Sur-50, Medellin","America/Bogota","-75.638065042863147","6.178532317193174","","","","","America/Bogota","","","",""
"50335","","CL 55 Sur 55B-64, Medellin","America/Bogota","-75.638030397067638","6.175129164048022","","","","","America/Bogota","","","",""
"50336","","CR 55 48A Sur-25, Medellin","America/Bogota","-75.637924716718786","6.177973715069029","","","","","America/Bogota","","","",""
"50337","","CR 55 48C Sur-90, Medellin","America/Bogota","-75.637768313140413","6.177760982767704","","","","","America/Bogota","","","",""
"50338","","CL 63 133-08, Medellin","America/Bogota","-75.637710787651187","6.278897512519155","","","","","America/Bogota","","","",""
"50340","","CL 63 132-49, Medellin","America/Bogota","-75.637528202751895","6.278713325422155","","","","","America/Bogota","","","",""
"50341","","CR 55 48D Sur-35, Medellin","America/Bogota","-75.637490641300474","6.176842541716359","","","","","America/Bogota","","","",""
