"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"031 P-C0","","","54669","1","","","","",""
"031 P-C0","","","54076","10","","","","",""
"031 P-C0","","","54068","11","","","","",""
"031 P-C0","","","54010","12","","","","",""
"031 P-C0","","","53994","13","","","","",""
"031 P-C0","","","53967","14","","","","",""
"031 P-C0","","","53945","15","","","","",""
"031 P-C0","","","53902","16","","","","",""
"031 P-C0","","","53881","17","","","","",""
"031 P-C0","","","53659","18","","","","",""
"031 P-C0","","","53592","19","","","","",""
"031 P-C0","","","54550","2","","","","",""
"031 P-C0","","","53552","20","","","","",""
"031 P-C0","","","53494","21","","","","",""
"031 P-C0","","","53419","22","","","","",""
"031 P-C0","","","53249","23","","","","",""
"031 P-C0","","","53100","24","","","","",""
"031 P-C0","","","53023","25","","","","",""
"031 P-C0","","","52946","26","","","","",""
"031 P-C1","","","53046","27","","","","",""
"031 P-C1","","","53222","28","","","","",""
"031 P-C1","","","53270","29","","","","",""
"031 P-C0","","","54537","3","","","","",""
"031 P-C1","","","53329","30","","","","",""
"031 P-C1","","","53368","31","","","","",""
"031 P-C1","","","53424","32","","","","",""
"031 P-C1","","","53525","33","","","","",""
"031 P-C1","","","53587","34","","","","",""
"031 P-C1","","","53788","35","","","","",""
"031 P-C1","","","53865","36","","","","",""
"031 P-C1","","","53888","37","","","","",""
"031 P-C1","","","53910","38","","","","",""
"031 P-C1","","","53957","39","","","","",""
"031 P-C0","","","54483","4","","","","",""
"031 P-C1","","","53976","40","","","","",""
"031 P-C1","","","54005","41","","","","",""
"031 P-C1","","","54063","42","","","","",""
"031 P-C1","","","54093","43","","","","",""
"031 P-C1","","","54066","44","","","","",""
"031 P-C1","","","54181","45","","","","",""
"031 P-C1","","","54235","46","","","","",""
"031 P-C1","","","54334","47","","","","",""
"031 P-C1","","","54393","48","","","","",""
"031 P-C1","","","54430","49","","","","",""
"031 P-C0","","","54427","5","","","","",""
"031 P-C1","","","54488","50","","","","",""
"031 P-C1","","","54537","51","","","","",""
"031 P-C1","","","54483","52","","","","",""
"031 P-C1","","","54567","53","","","","",""
"031 P-C1","","","54664","54","","","","",""
"031 P-C0","","","54399","6","","","","",""
"031 P-C0","","","54332","7","","","","",""
"031 P-C0","","","54228","8","","","","",""
"031 P-C0","","","54151","9","","","","",""
"031 P-F0","","","54669","1","","","","",""
"031 P-F0","","","54076","10","","","","",""
"031 P-F0","","","54068","11","","","","",""
"031 P-F0","","","54010","12","","","","",""
"031 P-F0","","","53994","13","","","","",""
"031 P-F0","","","53967","14","","","","",""
"031 P-F0","","","53945","15","","","","",""
"031 P-F0","","","53902","16","","","","",""
"031 P-F0","","","53881","17","","","","",""
"031 P-F0","","","53659","18","","","","",""
"031 P-F0","","","53592","19","","","","",""
"031 P-F0","","","54550","2","","","","",""
"031 P-F0","","","53552","20","","","","",""
"031 P-F0","","","53494","21","","","","",""
"031 P-F0","","","53419","22","","","","",""
"031 P-F0","","","53249","23","","","","",""
"031 P-F1","","","52967","24","","","","",""
"031 P-F1","","","52961","25","","","","",""
"031 P-F1","","","53424","26","","","","",""
"031 P-F1","","","53525","27","","","","",""
"031 P-F1","","","53587","28","","","","",""
"031 P-F1","","","53788","29","","","","",""
"031 P-F0","","","54537","3","","","","",""
"031 P-F1","","","53865","30","","","","",""
"031 P-F1","","","53888","31","","","","",""
"031 P-F1","","","53910","32","","","","",""
"031 P-F1","","","53957","33","","","","",""
"031 P-F1","","","53976","34","","","","",""
"031 P-F1","","","54005","35","","","","",""
"031 P-F1","","","54063","36","","","","",""
"031 P-F1","","","54093","37","","","","",""
"031 P-F1","","","54066","38","","","","",""
"031 P-F1","","","54181","39","","","","",""
"031 P-F0","","","54483","4","","","","",""
"031 P-F1","","","54235","40","","","","",""
"031 P-F1","","","54334","41","","","","",""
"031 P-F1","","","54393","42","","","","",""
"031 P-F1","","","54430","43","","","","",""
"031 P-F1","","","54488","44","","","","",""
"031 P-F1","","","54537","45","","","","",""
"031 P-F1","","","54483","46","","","","",""
"031 P-F1","","","54567","47","","","","",""
"031 P-F1","","","54664","48","","","","",""
"031 P-F0","","","54427","5","","","","",""
"031 P-F0","","","54399","6","","","","",""
"031 P-F0","","","54332","7","","","","",""
"031 P-F0","","","54228","8","","","","",""
"031 P-F0","","","54151","9","","","","",""
"031 P-SD0","","","54669","1","","","","",""
"031 P-SD0","","","54076","10","","","","",""
"031 P-SD0","","","54068","11","","","","",""
"031 P-SD0","","","54010","12","","","","",""
"031 P-SD0","","","53994","13","","","","",""
"031 P-SD0","","","53967","14","","","","",""
"031 P-SD0","","","53945","15","","","","",""
"031 P-SD0","","","53902","16","","","","",""
"031 P-SD0","","","53881","17","","","","",""
"031 P-SD0","","","53659","18","","","","",""
"031 P-SD0","","","53592","19","","","","",""
"031 P-SD0","","","54550","2","","","","",""
"031 P-SD0","","","53552","20","","","","",""
"031 P-SD0","","","53494","21","","","","",""
"031 P-SD0","","","53419","22","","","","",""
"031 P-SD0","","","53249","23","","","","",""
"031 P-SD0","","","53100","24","","","","",""
"031 P-SD0","","","53023","25","","","","",""
"031 P-SD0","","","52946","26","","","","",""
"031 P-SD0","","","53046","27","","","","",""
"031 P-SD0","","","53044","28","","","","",""
"031 P-SD0","","","52898","29","","","","",""
"031 P-SD0","","","54537","3","","","","",""
"031 P-SD1","","","52922","30","","","","",""
"031 P-SD1","","","53087","31","","","","",""
"031 P-SD1","","","53222","32","","","","",""
"031 P-SD1","","","53270","33","","","","",""
"031 P-SD1","","","53329","34","","","","",""
"031 P-SD1","","","53368","35","","","","",""
"031 P-SD1","","","53424","36","","","","",""
"031 P-SD1","","","53525","37","","","","",""
"031 P-SD1","","","53587","38","","","","",""
"031 P-SD1","","","53788","39","","","","",""
"031 P-SD0","","","54483","4","","","","",""
"031 P-SD1","","","53865","40","","","","",""
"031 P-SD1","","","53888","41","","","","",""
"031 P-SD1","","","53910","42","","","","",""
"031 P-SD1","","","53957","43","","","","",""
"031 P-SD1","","","53976","44","","","","",""
"031 P-SD1","","","54005","45","","","","",""
"031 P-SD1","","","54063","46","","","","",""
"031 P-SD1","","","54093","47","","","","",""
"031 P-SD1","","","54066","48","","","","",""
"031 P-SD1","","","54181","49","","","","",""
"031 P-SD0","","","54427","5","","","","",""
"031 P-SD1","","","54235","50","","","","",""
"031 P-SD1","","","54334","51","","","","",""
"031 P-SD1","","","54393","52","","","","",""
"031 P-SD1","","","54430","53","","","","",""
"031 P-SD1","","","54488","54","","","","",""
"031 P-SD1","","","54537","55","","","","",""
"031 P-SD1","","","54483","56","","","","",""
"031 P-SD1","","","54567","57","","","","",""
"031 P-SD1","","","54664","58","","","","",""
"031 P-SD0","","","54399","6","","","","",""
"031 P-SD0","","","54332","7","","","","",""
"031 P-SD0","","","54228","8","","","","",""
"031 P-SD0","","","54151","9","","","","",""
"041D0","","","54280","1","","","","",""
"041D0","","","53966","10","","","","",""
"041D0","","","53929","11","","","","",""
"041D0","","","53814","12","","","","",""
"041D0","","","53564","13","","","","",""
"041D0","","","53580","14","","","","",""
"041D0","","","53535","15","","","","",""
"041D0","","","53516","16","","","","",""
"041D0","","","53487","17","","","","",""
"041D0","","","53460","18","","","","",""
"041D0","","","53421","19","","","","",""
"041D0","","","54273","2","","","","",""
"041D0","","","53381","20","","","","",""
"041D0","","","53363","21","","","","",""
"041D0","","","53313","22","","","","",""
"041D0","","","53288","23","","","","",""
"041D0","","","53316","24","","","","",""
"041D0","","","53438","25","","","","",""
"041D0","","","53584","26","","","","",""
"041D0","","","53456","27","","","","",""
"041D0","","","53306","28","","","","",""
"041D1","","","53446","29","","","","",""
"041D0","","","54227","3","","","","",""
"041D1","","","53625","30","","","","",""
"041D1","","","53685","31","","","","",""
"041D1","","","53862","32","","","","",""
"041D1","","","54139","33","","","","",""
"041D1","","","54199","34","","","","",""
"041D1","","","54242","35","","","","",""
"041D1","","","54322","36","","","","",""
"041D1","","","54379","37","","","","",""
"041D1","","","54414","38","","","","",""
"041D0","","","54185","4","","","","",""
"041D0","","","54180","5","","","","",""
"041D0","","","54207","6","","","","",""
"041D0","","","54130","7","","","","",""
"041D0","","","54109","8","","","","",""
"041D0","","","54115","9","","","","",""
"041I0","","","54409","1","","","","",""
"041I0","","","53306","10","","","","",""
"041I1","","","53446","11","","","","",""
"041I1","","","53625","12","","","","",""
"041I1","","","53595","13","","","","",""
"041I1","","","53461","14","","","","",""
"041I1","","","53543","15","","","","",""
"041I1","","","53627","16","","","","",""
"041I1","","","53667","17","","","","",""
"041I1","","","53679","18","","","","",""
"041I1","","","53663","19","","","","",""
"041I0","","","54374","2","","","","",""
"041I1","","","53652","20","","","","",""
"041I1","","","53646","21","","","","",""
"041I1","","","53570","22","","","","",""
"041I1","","","53613","23","","","","",""
"041I1","","","53680","24","","","","",""
"041I1","","","53660","25","","","","",""
"041I1","","","53648","26","","","","",""
"041I1","","","53745","27","","","","",""
"041I1","","","53834","28","","","","",""
"041I1","","","53951","29","","","","",""
"041I0","","","54321","3","","","","",""
"041I1","","","53982","30","","","","",""
"041I1","","","54039","31","","","","",""
"041I1","","","54102","32","","","","",""
"041I1","","","54163","33","","","","",""
"041I1","","","54222","34","","","","",""
"041I1","","","54278","35","","","","",""
"041I1","","","54286","36","","","","",""
"041I1","","","54319","37","","","","",""
"041I0","","","54155","4","","","","",""
"041I0","","","54116","5","","","","",""
"041I0","","","54047","6","","","","",""
"041I0","","","53826","7","","","","",""
"041I0","","","53584","8","","","","",""
"041I0","","","53456","9","","","","",""
"055P0","","","55020","1","","","","",""
"055P0","","","54845","10","","","","",""
"055P1","","","54866","11","","","","",""
"055P1","","","54877","12","","","","",""
"055P1","","","54951","13","","","","",""
"055P1","","","55009","14","","","","",""
"055P1","","","55039","15","","","","",""
"055P1","","","55017","16","","","","",""
"055P1","","","55035","17","","","","",""
"055P1","","","55042","18","","","","",""
"055P1","","","55021","19","","","","",""
"055P0","","","55041","2","","","","",""
"055P0","","","55030","3","","","","",""
"055P0","","","55015","4","","","","",""
"055P0","","","55034","5","","","","",""
"055P0","","","55010","6","","","","",""
"055P0","","","54945","7","","","","",""
"055P0","","","54874","8","","","","",""
"055P0","","","54856","9","","","","",""
"080 V-330","","","54807","1","","","","",""
"080 V-330","","","53671","10","","","","",""
"080 V-330","","","53579","11","","","","",""
"080 V-330","","","52981","12","","","","",""
"080 V-331","","","52725","13","","","","",""
"080 V-331","","","52781","14","","","","",""
"080 V-331","","","53027","15","","","","",""
"080 V-331","","","53310","16","","","","",""
"080 V-331","","","53524","17","","","","",""
"080 V-331","","","53685","18","","","","",""
"080 V-331","","","53862","19","","","","",""
"080 V-330","","","54825","2","","","","",""
"080 V-331","","","54152","20","","","","",""
"080 V-331","","","54404","21","","","","",""
"080 V-331","","","54485","22","","","","",""
"080 V-331","","","54509","23","","","","",""
"080 V-330","","","54747","3","","","","",""
"080 V-330","","","54484","4","","","","",""
"080 V-330","","","54476","5","","","","",""
"080 V-330","","","54402","6","","","","",""
"080 V-330","","","54314","7","","","","",""
"080 V-330","","","53944","8","","","","",""
"080 V-330","","","53807","9","","","","",""
"080 V-M0","","","54807","1","","","","",""
"080 V-M0","","","53671","10","","","","",""
"080 V-M0","","","53579","11","","","","",""
"080 V-M0","","","52981","12","","","","",""
"080 V-M1","","","53051","13","","","","",""
"080 V-M1","","","53310","14","","","","",""
"080 V-M1","","","53524","15","","","","",""
"080 V-M1","","","53685","16","","","","",""
"080 V-M1","","","53862","17","","","","",""
"080 V-M1","","","54152","18","","","","",""
"080 V-M1","","","54404","19","","","","",""
"080 V-M0","","","54825","2","","","","",""
"080 V-M1","","","54485","20","","","","",""
"080 V-M1","","","54509","21","","","","",""
"080 V-M0","","","54747","3","","","","",""
"080 V-M0","","","54484","4","","","","",""
"080 V-M0","","","54476","5","","","","",""
"080 V-M0","","","54402","6","","","","",""
"080 V-M0","","","54314","7","","","","",""
"080 V-M0","","","53944","8","","","","",""
"080 V-M0","","","53807","9","","","","",""
"080 V-O0","","","54807","1","","","","",""
"080 V-O0","","","53671","10","","","","",""
"080 V-O0","","","53579","11","","","","",""
"080 V-O1","","","53310","12","","","","",""
"080 V-O1","","","53524","13","","","","",""
"080 V-O1","","","53685","14","","","","",""
"080 V-O1","","","53862","15","","","","",""
"080 V-O1","","","54152","16","","","","",""
"080 V-O1","","","54404","17","","","","",""
"080 V-O1","","","54485","18","","","","",""
"080 V-O1","","","54509","19","","","","",""
"080 V-O0","","","54825","2","","","","",""
"080 V-O0","","","54747","3","","","","",""
"080 V-O0","","","54484","4","","","","",""
"080 V-O0","","","54476","5","","","","",""
"080 V-O0","","","54402","6","","","","",""
"080 V-O0","","","54314","7","","","","",""
"080 V-O0","","","53944","8","","","","",""
"080 V-O0","","","53807","9","","","","",""
"082 V-LA0","","","54825","1","","","","",""
"082 V-LA0","","","53986","10","","","","",""
"082 V-LA0","","","53786","11","","","","",""
"082 V-LA0","","","53665","12","","","","",""
"082 V-LA0","","","53628","13","","","","",""
"082 V-LA0","","","53498","14","","","","",""
"082 V-LA1","","","53371","15","","","","",""
"082 V-LA1","","","53512","16","","","","",""
"082 V-LA1","","","53750","17","","","","",""
"082 V-LA1","","","53964","18","","","","",""
"082 V-LA1","","","54062","19","","","","",""
"082 V-LA0","","","54747","2","","","","",""
"082 V-LA1","","","54132","20","","","","",""
"082 V-LA1","","","54317","21","","","","",""
"082 V-LA1","","","54404","22","","","","",""
"082 V-LA1","","","54485","23","","","","",""
"082 V-LA1","","","54651","24","","","","",""
"082 V-LA1","","","54676","25","","","","",""
"082 V-LA1","","","54805","26","","","","",""
"082 V-LA0","","","54484","3","","","","",""
"082 V-LA0","","","54476","4","","","","",""
"082 V-LA0","","","54402","5","","","","",""
"082 V-LA0","","","54329","6","","","","",""
"082 V-LA0","","","54314","7","","","","",""
"082 V-LA0","","","54129","8","","","","",""
"082 V-LA0","","","54042","9","","","","",""
"082 V-LAD0","","","54825","1","","","","",""
"082 V-LAD0","","","53628","10","","","","",""
"082 V-LAD0","","","53498","11","","","","",""
"082 V-LAD1","","","53371","12","","","","",""
"082 V-LAD1","","","53512","13","","","","",""
"082 V-LAD1","","","53750","14","","","","",""
"082 V-LAD1","","","53964","15","","","","",""
"082 V-LAD1","","","54229","16","","","","",""
"082 V-LAD1","","","54317","17","","","","",""
"082 V-LAD1","","","54404","18","","","","",""
"082 V-LAD1","","","54485","19","","","","",""
"082 V-LAD0","","","54747","2","","","","",""
"082 V-LAD1","","","54651","20","","","","",""
"082 V-LAD1","","","54676","21","","","","",""
"082 V-LAD1","","","54805","22","","","","",""
"082 V-LAD0","","","54484","3","","","","",""
"082 V-LAD0","","","54476","4","","","","",""
"082 V-LAD0","","","54402","5","","","","",""
"082 V-LAD0","","","54330","6","","","","",""
"082 V-LAD0","","","53986","7","","","","",""
"082 V-LAD0","","","53786","8","","","","",""
"082 V-LAD0","","","53665","9","","","","",""
"091F0","","","54903","1","","","","",""
"091F0","","","54464","10","","","","",""
"091F0","","","54480","11","","","","",""
"091F0","","","54388","12","","","","",""
"091F0","","","54346","13","","","","",""
"091F0","","","54304","14","","","","",""
"091F0","","","54231","15","","","","",""
"091F0","","","54134","16","","","","",""
"091F0","","","54020","17","","","","",""
"091F0","","","53936","18","","","","",""
"091F0","","","53757","19","","","","",""
"091F0","","","54889","2","","","","",""
"091F0","","","53669","20","","","","",""
"091F0","","","53498","21","","","","",""
"091F0","","","53197","22","","","","",""
"091F1","","","53568","23","","","","",""
"091F1","","","53751","24","","","","",""
"091F1","","","53883","25","","","","",""
"091F1","","","53941","26","","","","",""
"091F1","","","54164","27","","","","",""
"091F1","","","54225","28","","","","",""
"091F1","","","54294","29","","","","",""
"091F0","","","54859","3","","","","",""
"091F1","","","54359","30","","","","",""
"091F1","","","54406","31","","","","",""
"091F1","","","54486","32","","","","",""
"091F1","","","54815","33","","","","",""
"091F1","","","54862","34","","","","",""
"091F1","","","54885","35","","","","",""
"091F1","","","54905","36","","","","",""
"091F0","","","54810","4","","","","",""
"091F0","","","54746","5","","","","",""
"091F0","","","54623","6","","","","",""
"091F0","","","54599","7","","","","",""
"091F0","","","54604","8","","","","",""
"091F0","","","54548","9","","","","",""
"091V0","","","54810","1","","","","",""
"091V0","","","54480","10","","","","",""
"091V0","","","54388","11","","","","",""
"091V0","","","54346","12","","","","",""
"091V0","","","54304","13","","","","",""
"091V0","","","54231","14","","","","",""
"091V0","","","54134","15","","","","",""
"091V0","","","54020","16","","","","",""
"091V0","","","53936","17","","","","",""
"091V0","","","53757","18","","","","",""
"091V0","","","53669","19","","","","",""
"091V0","","","54782","2","","","","",""
"091V0","","","53498","20","","","","",""
"091V0","","","53197","21","","","","",""
"091V1","","","53751","22","","","","",""
"091V1","","","53883","23","","","","",""
"091V1","","","53953","24","","","","",""
"091V1","","","54164","25","","","","",""
"091V1","","","54225","26","","","","",""
"091V1","","","54294","27","","","","",""
"091V1","","","54359","28","","","","",""
"091V1","","","54406","29","","","","",""
"091V0","","","54746","3","","","","",""
"091V1","","","54486","30","","","","",""
"091V1","","","54622","31","","","","",""
"091V1","","","54730","32","","","","",""
"091V1","","","54768","33","","","","",""
"091V1","","","54783","34","","","","",""
"091V1","","","54674","35","","","","",""
"091V1","","","54730","36","","","","",""
"091V1","","","54768","37","","","","",""
"091V1","","","54783","38","","","","",""
"091V1","","","54815","39","","","","",""
"091V0","","","54681","4","","","","",""
"091V0","","","54773","5","","","","",""
"091V0","","","54782","6","","","","",""
"091V0","","","54746","7","","","","",""
"091V0","","","54623","8","","","","",""
"091V0","","","54548","9","","","","",""
"099 Horario Esp0","","","54497","1","","","","",""
"099 Horario Esp0","","","54685","10","","","","",""
"099 Horario Esp0","","","54740","11","","","","",""
"099 Horario Esp0","","","54793","12","","","","",""
"099 Horario Esp0","","","54847","13","","","","",""
"099 Horario Esp0","","","54821","14","","","","",""
"099 Horario Esp0","","","54766","15","","","","",""
"099 Horario Esp0","","","54708","16","","","","",""
"099 Horario Esp0","","","54544","17","","","","",""
"099 Horario Esp0","","","54533","18","","","","",""
"099 Horario Esp0","","","54412","19","","","","",""
"099 Horario Esp0","","","54465","2","","","","",""
"099 Horario Esp0","","","54352","20","","","","",""
"099 Horario Esp0","","","54248","21","","","","",""
"099 Horario Esp0","","","54038","22","","","","",""
"099 Horario Esp0","","","53773","23","","","","",""
"099 Horario Esp0","","","53574","24","","","","",""
"099 Horario Esp0","","","53562","25","","","","",""
"099 Horario Esp0","","","53347","26","","","","",""
"099 Horario Esp0","","","52920","27","","","","",""
"099 Horario Esp1","","","53046","28","","","","",""
"099 Horario Esp1","","","53376","29","","","","",""
"099 Horario Esp0","","","54515","3","","","","",""
"099 Horario Esp1","","","53562","30","","","","",""
"099 Horario Esp1","","","53629","31","","","","",""
"099 Horario Esp1","","","53859","32","","","","",""
"099 Horario Esp1","","","54085","33","","","","",""
"099 Horario Esp1","","","54302","34","","","","",""
"099 Horario Esp1","","","54348","35","","","","",""
"099 Horario Esp1","","","54411","36","","","","",""
"099 Horario Esp1","","","54403","37","","","","",""
"099 Horario Esp1","","","54441","38","","","","",""
"099 Horario Esp1","","","54453","39","","","","",""
"099 Horario Esp0","","","54508","4","","","","",""
"099 Horario Esp1","","","54551","40","","","","",""
"099 Horario Esp1","","","54702","41","","","","",""
"099 Horario Esp1","","","54823","42","","","","",""
"099 Horario Esp1","","","54829","43","","","","",""
"099 Horario Esp1","","","54784","44","","","","",""
"099 Horario Esp1","","","54660","45","","","","",""
"099 Horario Esp1","","","54728","46","","","","",""
"099 Horario Esp1","","","54515","47","","","","",""
"099 Horario Esp1","","","54508","48","","","","",""
"099 Horario Esp1","","","54514","49","","","","",""
"099 Horario Esp0","","","54514","5","","","","",""
"099 Horario Esp1","","","54521","50","","","","",""
"099 Horario Esp1","","","54511","51","","","","",""
"099 Horario Esp0","","","54521","6","","","","",""
"099 Horario Esp0","","","54737","7","","","","",""
"099 Horario Esp0","","","54741","8","","","","",""
"099 Horario Esp0","","","54678","9","","","","",""
"1020","","","54194","1","","","","",""
"1020","","","54004","10","","","","",""
"1020","","","54048","11","","","","",""
"1020","","","53909","12","","","","",""
"1020","","","53768","13","","","","",""
"1020","","","53575","14","","","","",""
"1020","","","53484","15","","","","",""
"1020","","","53868","16","","","","",""
"1020","","","53979","17","","","","",""
"1020","","","54000","18","","","","",""
"1020","","","54169","19","","","","",""
"1020","","","54137","2","","","","",""
"1020","","","54195","20","","","","",""
"1020","","","54338","21","","","","",""
"1021","","","54341","22","","","","",""
"1021","","","54283","23","","","","",""
"1021","","","54162","24","","","","",""
"1021","","","54203","25","","","","",""
"1021","","","54135","26","","","","",""
"1021","","","54125","27","","","","",""
"1021","","","54048","28","","","","",""
"1021","","","53909","29","","","","",""
"1020","","","54015","3","","","","",""
"1021","","","53768","30","","","","",""
"1021","","","53575","31","","","","",""
"1021","","","53484","32","","","","",""
"1021","","","53868","33","","","","",""
"1021","","","53979","34","","","","",""
"1021","","","54122","35","","","","",""
"1021","","","54034","36","","","","",""
"1021","","","54169","37","","","","",""
"1021","","","54287","38","","","","",""
"1021","","","54345","39","","","","",""
"1020","","","54174","4","","","","",""
"1021","","","54331","40","","","","",""
"1020","","","54193","5","","","","",""
"1020","","","54053","6","","","","",""
"1020","","","54162","7","","","","",""
"1020","","","54203","8","","","","",""
"1020","","","54135","9","","","","",""
"102A0","","","54188","1","","","","",""
"102A0","","","53837","10","","","","",""
"102A0","","","53692","11","","","","",""
"102A0","","","53459","12","","","","",""
"102A1","","","53499","13","","","","",""
"102A1","","","53668","14","","","","",""
"102A1","","","53692","15","","","","",""
"102A1","","","53816","16","","","","",""
"102A1","","","53956","17","","","","",""
"102A1","","","54011","18","","","","",""
"102A1","","","53960","19","","","","",""
"102A0","","","54015","2","","","","",""
"102A1","","","54114","20","","","","",""
"102A1","","","54052","21","","","","",""
"102A1","","","54146","22","","","","",""
"102A1","","","54173","23","","","","",""
"102A1","","","54017","24","","","","",""
"102A1","","","54187","25","","","","",""
"102A0","","","54174","3","","","","",""
"102A0","","","54147","4","","","","",""
"102A0","","","54054","5","","","","",""
"102A0","","","54161","6","","","","",""
"102A0","","","53965","7","","","","",""
"102A0","","","54027","8","","","","",""
"102A0","","","54048","9","","","","",""
"102D0","","","54194","1","","","","",""
"102D0","","","54004","10","","","","",""
"102D0","","","54048","11","","","","",""
"102D0","","","53909","12","","","","",""
"102D0","","","53768","13","","","","",""
"102D0","","","53575","14","","","","",""
"102D0","","","53868","15","","","","",""
"102D0","","","53979","16","","","","",""
"102D0","","","54000","17","","","","",""
"102D0","","","54169","18","","","","",""
"102D0","","","54195","19","","","","",""
"102D0","","","54137","2","","","","",""
"102D0","","","54338","20","","","","",""
"102D0","","","54341","21","","","","",""
"102D0","","","54283","22","","","","",""
"102D0","","","54162","23","","","","",""
"102D0","","","54203","24","","","","",""
"102D0","","","54135","25","","","","",""
"102D0","","","54125","26","","","","",""
"102D0","","","54048","27","","","","",""
"102D0","","","53909","28","","","","",""
"102D0","","","53768","29","","","","",""
"102D0","","","54015","3","","","","",""
"102D0","","","53575","30","","","","",""
"102D1","","","53868","31","","","","",""
"102D1","","","53979","32","","","","",""
"102D1","","","54122","33","","","","",""
"102D1","","","54034","34","","","","",""
"102D1","","","54169","35","","","","",""
"102D1","","","54287","36","","","","",""
"102D1","","","54345","37","","","","",""
"102D1","","","54331","38","","","","",""
"102D0","","","54174","4","","","","",""
"102D0","","","54193","5","","","","",""
"102D0","","","54053","6","","","","",""
"102D0","","","54162","7","","","","",""
"102D0","","","54203","8","","","","",""
"102D0","","","54135","9","","","","",""
"1030","","","55105","1","","","","",""
"1030","","","55105","1","","","","",""
"1030","","","55105","1","","","","",""
"1030","","","55105","1","","","","",""
"1030","","","55056","10","","","","",""
"1030","","","55056","10","","","","",""
"1030","","","54923","10","","","","",""
"1030","","","54923","10","","","","",""
"1030","","","54886","11","","","","",""
"1030","","","55003","11","","","","",""
"1030","","","54886","11","","","","",""
"1030","","","55003","11","","","","",""
"1030","","","54961","12","","","","",""
"1030","","","54854","12","","","","",""
"1030","","","54854","12","","","","",""
"1030","","","54961","12","","","","",""
"1030","","","54791","13","","","","",""
"1030","","","54791","13","","","","",""
"1030","","","54923","13","","","","",""
"1030","","","54923","13","","","","",""
"1030","","","54777","14","","","","",""
"1030","","","54777","14","","","","",""
"1030","","","54886","14","","","","",""
"1030","","","54886","14","","","","",""
"1030","","","54854","15","","","","",""
"1030","","","54854","15","","","","",""
"1030","","","54709","15","","","","",""
"1030","","","54709","15","","","","",""
"1030","","","54563","16","","","","",""
"1030","","","54791","16","","","","",""
"1030","","","54563","16","","","","",""
"1030","","","54791","16","","","","",""
"1030","","","54777","17","","","","",""
"1030","","","54412","17","","","","",""
"1030","","","54412","17","","","","",""
"1030","","","54777","17","","","","",""
"1030","","","54709","18","","","","",""
"1030","","","54709","18","","","","",""
"1030","","","54315","18","","","","",""
"1030","","","54315","18","","","","",""
"1030","","","54113","19","","","","",""
"1030","","","54113","19","","","","",""
"1030","","","54563","19","","","","",""
"1030","","","54563","19","","","","",""
"1030","","","55112","2","","","","",""
"1030","","","55112","2","","","","",""
"1030","","","55112","2","","","","",""
"1030","","","55112","2","","","","",""
"1030","","","54412","20","","","","",""
"1030","","","54412","20","","","","",""
"1030","","","53909","20","","","","",""
"1030","","","53909","20","","","","",""
"1030","","","54315","21","","","","",""
"1030","","","54315","21","","","","",""
"1030","","","53768","21","","","","",""
"1030","","","53768","21","","","","",""
"1030","","","53692","22","","","","",""
"1030","","","54113","22","","","","",""
"1030","","","54113","22","","","","",""
"1030","","","53692","22","","","","",""
"1030","","","53539","23","","","","",""
"1030","","","53909","23","","","","",""
"1030","","","53909","23","","","","",""
"1030","","","53539","23","","","","",""
"1030","","","53768","24","","","","",""
"1031","","","53477","24","","","","",""
"1030","","","53768","24","","","","",""
"1030","","","53197","24","","","","",""
"1031","","","53610","25","","","","",""
"1030","","","52921","25","","","","",""
"1030","","","53692","25","","","","",""
"1030","","","53692","25","","","","",""
"1031","","","53801","26","","","","",""
"1030","","","53539","26","","","","",""
"1030","","","52590","26","","","","",""
"1030","","","53539","26","","","","",""
"1030","","","52800","27","","","","",""
"1030","","","53477","27","","","","",""
"1031","","","53918","27","","","","",""
"1030","","","53197","27","","","","",""
"1030","","","53610","28","","","","",""
"1030","","","52921","28","","","","",""
"1031","","","54196","28","","","","",""
"1031","","","52821","28","","","","",""
"1030","","","53801","29","","","","",""
"1030","","","52590","29","","","","",""
"1031","","","52735","29","","","","",""
"1031","","","54441","29","","","","",""
"1030","","","55101","3","","","","",""
"1030","","","55101","3","","","","",""
"1030","","","55101","3","","","","",""
"1030","","","55101","3","","","","",""
"1030","","","52800","30","","","","",""
"1030","","","53918","30","","","","",""
"1031","","","54564","30","","","","",""
"1031","","","52907","30","","","","",""
"1031","","","53210","31","","","","",""
"1031","","","52821","31","","","","",""
"1031","","","54703","31","","","","",""
"1030","","","54196","31","","","","",""
"1031","","","53477","32","","","","",""
"1030","","","54441","32","","","","",""
"1031","","","52735","32","","","","",""
"1031","","","54837","32","","","","",""
"1031","","","53610","33","","","","",""
"1031","","","54858","33","","","","",""
"1030","","","54564","33","","","","",""
"1031","","","52907","33","","","","",""
"1031","","","53210","34","","","","",""
"1031","","","53801","34","","","","",""
"1031","","","54890","34","","","","",""
"1030","","","54703","34","","","","",""
"1031","","","54920","35","","","","",""
"1031","","","53918","35","","","","",""
"1031","","","53477","35","","","","",""
"1031","","","54837","35","","","","",""
"1031","","","54965","36","","","","",""
"1031","","","54196","36","","","","",""
"1031","","","53610","36","","","","",""
"1031","","","54858","36","","","","",""
"1031","","","54441","37","","","","",""
