"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"255A1","","","51027","70","","","","",""
"255A1","","","51503","70","","","","",""
"255A1","","","50847","70","","","","",""
"255A1","","","50815","71","","","","",""
"255A1","","","50847","71","","","","",""
"255A1","","","51226","71","","","","",""
"255A1","","","51165","72","","","","",""
"255A1","","","50780","72","","","","",""
"255A1","","","50815","72","","","","",""
"255A1","","","50780","73","","","","",""
"255A1","","","51121","73","","","","",""
"255A1","","","50714","73","","","","",""
"255A1","","","50714","74","","","","",""
"255A1","","","50658","74","","","","",""
"255A1","","","51027","74","","","","",""
"255A1","","","50847","75","","","","",""
"255A1","","","50688","75","","","","",""
"255A1","","","50658","75","","","","",""
"255A1","","","50688","76","","","","",""
"255A1","","","50815","76","","","","",""
"255A1","","","50701","76","","","","",""
"255A1","","","50701","77","","","","",""
"255A1","","","50780","77","","","","",""
"255A1","","","50771","77","","","","",""
"255A1","","","50714","78","","","","",""
"255A1","","","50876","78","","","","",""
"255A1","","","50663","78","","","","",""
"255A1","","","50800","79","","","","",""
"255A1","","","50658","79","","","","",""
"255A1","","","50715","79","","","","",""
"255A0","","","50746","8","","","","",""
"255A0","","","50664","8","","","","",""
"255A0","","","50602","8","","","","",""
"255A1","","","50676","80","","","","",""
"255A1","","","50747","80","","","","",""
"255A1","","","50688","80","","","","",""
"255A1","","","50795","81","","","","",""
"255A1","","","50701","81","","","","",""
"255A1","","","50672","81","","","","",""
"255A1","","","50663","82","","","","",""
"255A1","","","50911","82","","","","",""
"255A1","","","50803","82","","","","",""
"255A1","","","50912","83","","","","",""
"255A1","","","50715","83","","","","",""
"255A1","","","50854","83","","","","",""
"255A1","","","50747","84","","","","",""
"255A1","","","50794","84","","","","",""
"255A1","","","50928","84","","","","",""
"255A1","","","50773","85","","","","",""
"255A1","","","50746","85","","","","",""
"255A1","","","50626","86","","","","",""
"255A1","","","50857","86","","","","",""
"255A1","","","50840","87","","","","",""
"255A1","","","50554","87","","","","",""
"255A1","","","50769","88","","","","",""
"255A1","","","50687","89","","","","",""
"255A0","","","50670","9","","","","",""
"255A0","","","50613","9","","","","",""
"255A0","","","50711","9","","","","",""
"255A1","","","50648","90","","","","",""
"255A1","","","50614","91","","","","",""
"255A1","","","50603","92","","","","",""
"255A1","","","50533","93","","","","",""
"255A1","","","50485","94","","","","",""
"255A1","","","50459","95","","","","",""
"255A1","","","50444","96","","","","",""
"255A1","","","50423","97","","","","",""
"255A1","","","50404","98","","","","",""
"255A1","","","50558","99","","","","",""
"255D0","","","50356","1","","","","",""
"255D0","","","50958","10","","","","",""
"255D0","","","51144","11","","","","",""
"255D0","","","51621","12","","","","",""
"255D0","","","51745","13","","","","",""
"255D0","","","51912","14","","","","",""
"255D0","","","52099","15","","","","",""
"255D0","","","52171","16","","","","",""
"255D0","","","52154","17","","","","",""
"255D0","","","52342","18","","","","",""
"255D0","","","52476","19","","","","",""
"255D0","","","50366","2","","","","",""
"255D0","","","52837","20","","","","",""
"255D0","","","52906","21","","","","",""
"255D0","","","53127","22","","","","",""
"255D0","","","53019","23","","","","",""
"255D1","","","52684","24","","","","",""
"255D1","","","52522","25","","","","",""
"255D1","","","52352","26","","","","",""
"255D1","","","52200","27","","","","",""
"255D1","","","52181","28","","","","",""
"255D1","","","52117","29","","","","",""
"255D0","","","50364","3","","","","",""
"255D1","","","52018","30","","","","",""
"255D1","","","51904","31","","","","",""
"255D1","","","51733","32","","","","",""
"255D1","","","51633","33","","","","",""
"255D1","","","51510","34","","","","",""
"255D1","","","51147","35","","","","",""
"255D1","","","50953","36","","","","",""
"255D1","","","50777","37","","","","",""
"255D1","","","50714","38","","","","",""
"255D1","","","50603","39","","","","",""
"255D0","","","50300","4","","","","",""
"255D1","","","50533","40","","","","",""
"255D1","","","50459","41","","","","",""
"255D1","","","50444","42","","","","",""
"255D1","","","50423","43","","","","",""
"255D1","","","50411","44","","","","",""
"255D1","","","50393","45","","","","",""
"255D1","","","50364","46","","","","",""
"255D1","","","50365","47","","","","",""
"255D1","","","50357","48","","","","",""
"255D0","","","50272","5","","","","",""
"255D0","","","50263","6","","","","",""
"255D0","","","50369","7","","","","",""
"255D0","","","50549","8","","","","",""
"255D0","","","50781","9","","","","",""
"255i0","","","50248","1","","","","",""
"255i0","","","50667","10","","","","",""
"255i0","","","50801","11","","","","",""
"255i0","","","50861","12","","","","",""
"255i0","","","50771","13","","","","",""
"255i1","","","50876","14","","","","",""
"255i1","","","50800","15","","","","",""
"255i1","","","50676","16","","","","",""
"255i1","","","50626","17","","","","",""
"255i1","","","50554","18","","","","",""
"255i1","","","50393","19","","","","",""
"255i0","","","50273","2","","","","",""
"255i1","","","50364","20","","","","",""
"255i1","","","50300","21","","","","",""
"255i1","","","50272","22","","","","",""
"255i1","","","50242","23","","","","",""
"255i0","","","50298","3","","","","",""
"255i0","","","50360","4","","","","",""
"255i0","","","50373","5","","","","",""
"255i0","","","50406","6","","","","",""
"255i0","","","50423","7","","","","",""
"255i0","","","50558","8","","","","",""
"255i0","","","50630","9","","","","",""
"255iD0","","","50356","1","","","","",""
"255iD0","","","50701","10","","","","",""
"255iD0","","","50663","11","","","","",""
"255iD0","","","50668","12","","","","",""
"255iD0","","","50715","13","","","","",""
"255iD0","","","50801","14","","","","",""
"255iD0","","","50861","15","","","","",""
"255iD0","","","50769","16","","","","",""
"255iD0","","","50663","17","","","","",""
"255iD0","","","50668","18","","","","",""
"255iD0","","","50715","19","","","","",""
"255iD0","","","50366","2","","","","",""
"255iD0","","","50676","20","","","","",""
"255iD0","","","50672","21","","","","",""
"255iD0","","","50803","22","","","","",""
"255iD0","","","50854","23","","","","",""
"255iD0","","","50928","24","","","","",""
"255iD0","","","51010","25","","","","",""
"255iD1","","","50930","26","","","","",""
"255iD1","","","50851","27","","","","",""
"255iD1","","","50802","28","","","","",""
"255iD1","","","50671","29","","","","",""
"255iD0","","","50406","3","","","","",""
"255iD1","","","50667","30","","","","",""
"255iD1","","","50801","31","","","","",""
"255iD1","","","50861","32","","","","",""
"255iD1","","","50769","33","","","","",""
"255iD1","","","50697","34","","","","",""
"255iD1","","","50687","35","","","","",""
"255iD1","","","50648","36","","","","",""
"255iD1","","","50603","37","","","","",""
"255iD1","","","50533","38","","","","",""
"255iD1","","","50459","39","","","","",""
"255iD0","","","50441","4","","","","",""
"255iD1","","","50444","40","","","","",""
"255iD1","","","50423","41","","","","",""
"255iD1","","","50411","42","","","","",""
"255iD1","","","50393","43","","","","",""
"255iD1","","","50364","44","","","","",""
"255iD1","","","50365","45","","","","",""
"255iD1","","","50357","46","","","","",""
"255iD0","","","50455","5","","","","",""
"255iD0","","","50535","6","","","","",""
"255iD0","","","50602","7","","","","",""
"255iD0","","","50658","8","","","","",""
"255iD0","","","50688","9","","","","",""
"255P0","","","50356","1","","","","",""
"255P0","","","50015","10","","","","",""
"255P0","","","50008","11","","","","",""
"255P0","","","50001","12","","","","",""
"255P0","","","50158","13","","","","",""
"255P0","","","50168","14","","","","",""
"255P0","","","50263","15","","","","",""
"255P0","","","50369","16","","","","",""
"255P0","","","50549","17","","","","",""
"255P0","","","50781","18","","","","",""
"255P0","","","50958","19","","","","",""
"255P0","","","50366","2","","","","",""
"255P0","","","51144","20","","","","",""
"255P0","","","51621","21","","","","",""
"255P0","","","51745","22","","","","",""
"255P0","","","51912","23","","","","",""
"255P0","","","52099","24","","","","",""
"255P0","","","52171","25","","","","",""
"255P0","","","52154","26","","","","",""
"255P0","","","52342","27","","","","",""
"255P0","","","52476","28","","","","",""
"255P0","","","52837","29","","","","",""
"255P0","","","50364","3","","","","",""
"255P0","","","52906","30","","","","",""
"255P0","","","53127","31","","","","",""
"255P1","","","53019","32","","","","",""
"255P1","","","52684","33","","","","",""
"255P1","","","52522","34","","","","",""
"255P1","","","52352","35","","","","",""
"255P1","","","52200","36","","","","",""
"255P1","","","52181","37","","","","",""
"255P1","","","52117","38","","","","",""
"255P1","","","52018","39","","","","",""
"255P0","","","50300","4","","","","",""
"255P1","","","51904","40","","","","",""
"255P1","","","51733","41","","","","",""
"255P1","","","51633","42","","","","",""
"255P1","","","51510","43","","","","",""
"255P1","","","51147","44","","","","",""
"255P1","","","50953","45","","","","",""
"255P1","","","50777","46","","","","",""
"255P1","","","50714","47","","","","",""
"255P1","","","50603","48","","","","",""
"255P1","","","50533","49","","","","",""
"255P0","","","50272","5","","","","",""
"255P1","","","50459","50","","","","",""
"255P1","","","50444","51","","","","",""
"255P1","","","50423","52","","","","",""
"255P1","","","50411","53","","","","",""
"255P1","","","50393","54","","","","",""
"255P1","","","50364","55","","","","",""
"255P1","","","50365","56","","","","",""
"255P1","","","50357","57","","","","",""
"255P0","","","50235","6","","","","",""
"255P0","","","50169","7","","","","",""
"255P0","","","50160","8","","","","",""
"255P0","","","50016","9","","","","",""
"255V1 0","","","50194","1","","","","",""
"255V1 1","","","50402","10","","","","",""
"255V1 1","","","50368","11","","","","",""
"255V1 1","","","50348","12","","","","",""
"255V1 1","","","50312","13","","","","",""
"255V1 1","","","50291","14","","","","",""
"255V1 1","","","50246","15","","","","",""
"255V1 1","","","50200","16","","","","",""
"255V1 1","","","50195","17","","","","",""
"255V1 0","","","50202","2","","","","",""
"255V1 0","","","50250","3","","","","",""
"255V1 0","","","50290","4","","","","",""
"255V1 0","","","50313","5","","","","",""
"255V1 0","","","50350","6","","","","",""
"255V1 0","","","50363","7","","","","",""
"255V1 0","","","50358","8","","","","",""
"255V1 0","","","50373","9","","","","",""
"255V1D0","","","50195","1","","","","",""
"255V1D0","","","50406","10","","","","",""
"255V1D0","","","50441","11","","","","",""
"255V1D0","","","50455","12","","","","",""
"255V1D0","","","50535","13","","","","",""
"255V1D0","","","50602","14","","","","",""
"255V1D0","","","50620","15","","","","",""
"255V1D0","","","50713","16","","","","",""
"255V1D0","","","50785","17","","","","",""
"255V1D0","","","50818","18","","","","",""
"255V1D0","","","50850","19","","","","",""
"255V1D0","","","50202","2","","","","",""
"255V1D0","","","51036","20","","","","",""
"255V1D0","","","51127","21","","","","",""
"255V1D0","","","51171","22","","","","",""
"255V1D0","","","51241","23","","","","",""
"255V1D0","","","51513","24","","","","",""
"255V1D0","","","51589","25","","","","",""
"255V1D0","","","51670","26","","","","",""
"255V1D0","","","51741","27","","","","",""
"255V1D0","","","51818","28","","","","",""
"255V1D0","","","51945","29","","","","",""
"255V1D0","","","50250","3","","","","",""
"255V1D0","","","51979","30","","","","",""
"255V1D0","","","51934","31","","","","",""
"255V1D0","","","51852","32","","","","",""
"255V1D0","","","51793","33","","","","",""
"255V1D0","","","51740","34","","","","",""
"255V1D0","","","51725","35","","","","",""
"255V1D0","","","51694","36","","","","",""
"255V1D0","","","51744","37","","","","",""
"255V1D0","","","51824","38","","","","",""
"255V1D0","","","51943","39","","","","",""
"255V1D0","","","50290","4","","","","",""
"255V1D0","","","52058","40","","","","",""
"255V1D0","","","52154","41","","","","",""
"255V1D0","","","52342","42","","","","",""
"255V1D0","","","52476","43","","","","",""
"255V1D0","","","52837","44","","","","",""
"255V1D0","","","52906","45","","","","",""
"255V1D0","","","53127","46","","","","",""
"255V1D1","","","53019","47","","","","",""
"255V1D1","","","52684","48","","","","",""
"255V1D1","","","52522","49","","","","",""
"255V1D0","","","50313","5","","","","",""
"255V1D1","","","52352","50","","","","",""
"255V1D1","","","52234","51","","","","",""
"255V1D1","","","52093","52","","","","",""
"255V1D1","","","51954","53","","","","",""
"255V1D1","","","51752","54","","","","",""
"255V1D1","","","51701","55","","","","",""
"255V1D1","","","51726","56","","","","",""
"255V1D1","","","51751","57","","","","",""
"255V1D1","","","51812","58","","","","",""
"255V1D1","","","51857","59","","","","",""
"255V1D0","","","50350","6","","","","",""
"255V1D1","","","51987","60","","","","",""
"255V1D1","","","51983","61","","","","",""
"255V1D1","","","51937","62","","","","",""
"255V1D1","","","51809","63","","","","",""
"255V1D1","","","51735","64","","","","",""
"255V1D1","","","51659","65","","","","",""
"255V1D1","","","51615","66","","","","",""
"255V1D1","","","51503","67","","","","",""
"255V1D1","","","51226","68","","","","",""
"255V1D1","","","51165","69","","","","",""
"255V1D0","","","50363","7","","","","",""
"255V1D1","","","51121","70","","","","",""
"255V1D1","","","51027","71","","","","",""
"255V1D1","","","50847","72","","","","",""
"255V1D1","","","50815","73","","","","",""
"255V1D1","","","50780","74","","","","",""
"255V1D1","","","50714","75","","","","",""
"255V1D1","","","50622","76","","","","",""
"255V1D1","","","50603","77","","","","",""
"255V1D1","","","50533","78","","","","",""
"255V1D1","","","50459","79","","","","",""
"255V1D0","","","50358","8","","","","",""
"255V1D1","","","50444","80","","","","",""
"255V1D1","","","50423","81","","","","",""
"255V1D1","","","50411","82","","","","",""
"255V1D1","","","50368","83","","","","",""
"255V1D1","","","50348","84","","","","",""
"255V1D1","","","50312","85","","","","",""
"255V1D1","","","50291","86","","","","",""
"255V1D1","","","50246","87","","","","",""
"255V1D1","","","50200","88","","","","",""
"255V1D1","","","50194","89","","","","",""
"255V1D0","","","50373","9","","","","",""
"255V20","","","50732","1","","","","",""
"255V21","","","50408","10","","","","",""
"255V21","","","50558","11","","","","",""
"255V21","","","50641","12","","","","",""
"255V21","","","51129","13","","","","",""
"255V21","","","50845","14","","","","",""
"255V21","","","50737","15","","","","",""
"255V20","","","50852","2","","","","",""
"255V20","","","51125","3","","","","",""
"255V20","","","50636","4","","","","",""
"255V20","","","50554","5","","","","",""
"255V20","","","50400","6","","","","",""
"255V20","","","50364","7","","","","",""
"255V20","","","50373","8","","","","",""
"255V21","","","50399","9","","","","",""
"255V30","","","50398","1","","","","",""
"255V31","","","50138","10","","","","",""
"255V31","","","50852","11","","","","",""
"255V31","","","51125","12","","","","",""
"255V31","","","50636","13","","","","",""
"255V31","","","50554","14","","","","",""
"255V30","","","50279","2","","","","",""
"255V30","","","50192","3","","","","",""
"255V30","","","50150","4","","","","",""
"255V30","","","50090","5","","","","",""
"255V30","","","50083","6","","","","",""
"255V30","","","50067","7","","","","",""
"255V30","","","50057","8","","","","",""
"255V30","","","50046","9","","","","",""
"255V3 0","","","50373","1","","","","",""
"255V3 1","","","50055","10","","","","",""
"255V3 1","","","50066","11","","","","",""
"255V3 1","","","50082","12","","","","",""
"255V3 1","","","50087","13","","","","",""
"255V3 1","","","50147","14","","","","",""
"255V3 1","","","50188","15","","","","",""
"255V3 1","","","50283","16","","","","",""
"255V3 1","","","50358","17","","","","",""
"255V3 0","","","50399","2","","","","",""
"255V3 0","","","50404","3","","","","",""
"255V3 0","","","50558","4","","","","",""
"255V3 0","","","50641","5","","","","",""
"255V3 0","","","51129","6","","","","",""
"255V3 0","","","50845","7","","","","",""
"255V3 0","","","50136","8","","","","",""
"255V3 0","","","50045","9","","","","",""
"260BR0","","","51929","1","","","","",""
"260BR0","","","52636","10","","","","",""
"260BR0","","","52600","11","","","","",""
"260BR0","","","52588","12","","","","",""
"260BR0","","","52520","13","","","","",""
"260BR0","","","52597","14","","","","",""
"260BR0","","","52672","15","","","","",""
"260BR0","","","52774","16","","","","",""
"260BR0","","","53218","17","","","","",""
"260BR0","","","53363","18","","","","",""
"260BR0","","","53328","19","","","","",""
"260BR0","","","51961","2","","","","",""
"260BR0","","","53291","20","","","","",""
"260BR1","","","53092","21","","","","",""
"260BR1","","","53029","22","","","","",""
"260BR1","","","53240","23","","","","",""
"260BR1","","","53235","24","","","","",""
"260BR1","","","52772","25","","","","",""
"260BR1","","","52683","26","","","","",""
"260BR1","","","52631","27","","","","",""
"260BR1","","","52508","28","","","","",""
"260BR1","","","52587","29","","","","",""
"260BR0","","","52029","3","","","","",""
"260BR1","","","52605","30","","","","",""
"260BR1","","","52642","31","","","","",""
"260BR1","","","52482","32","","","","",""
"260BR1","","","52420","33","","","","",""
"260BR1","","","52317","34","","","","",""
"260BR1","","","52167","35","","","","",""
"260BR1","","","52136","36","","","","",""
"260BR1","","","52095","37","","","","",""
"260BR1","","","52027","38","","","","",""
"260BR1","","","51967","39","","","","",""
"260BR0","","","52085","4","","","","",""
"260BR0","","","52115","5","","","","",""
"260BR0","","","52191","6","","","","",""
"260BR0","","","52336","7","","","","",""
"260BR0","","","52408","8","","","","",""
"260BR0","","","52499","9","","","","",""
"260C0","","","52020","1","","","","",""
"260C0","","","52408","10","","","","",""
"260C0","","","52499","11","","","","",""
"260C0","","","52636","12","","","","",""
"260C0","","","52600","13","","","","",""
"260C0","","","52588","14","","","","",""
"260C0","","","52520","15","","","","",""
"260C0","","","52597","16","","","","",""
"260C0","","","52672","17","","","","",""
"260C0","","","52774","18","","","","",""
"260C0","","","53218","19","","","","",""
"260C0","","","51967","2","","","","",""
"260C0","","","53363","20","","","","",""
"260C0","","","53328","21","","","","",""
"260C0","","","53291","22","","","","",""
"260C1","","","53092","23","","","","",""
"260C1","","","53029","24","","","","",""
"260C1","","","53240","25","","","","",""
"260C1","","","53235","26","","","","",""
"260C1","","","52772","27","","","","",""
"260C1","","","52683","28","","","","",""
"260C1","","","52631","29","","","","",""
"260C0","","","51877","3","","","","",""
"260C1","","","52508","30","","","","",""
"260C1","","","52587","31","","","","",""
"260C1","","","52605","32","","","","",""
"260C1","","","52642","33","","","","",""
"260C1","","","52482","34","","","","",""
"260C1","","","52420","35","","","","",""
"260C1","","","52317","36","","","","",""
"260C1","","","52136","37","","","","",""
"260C1","","","52095","38","","","","",""
"260C1","","","52019","39","","","","",""
"260C0","","","51973","4","","","","",""
"260C1","","","51975","40","","","","",""
"260C1","","","51928","41","","","","",""
"260C1","","","51961","42","","","","",""
"260C1","","","52026","43","","","","",""
"260C0","","","52015","5","","","","",""
"260C0","","","52085","6","","","","",""
"260C0","","","52115","7","","","","",""
"260C0","","","52232","8","","","","",""
"260C0","","","52336","9","","","","",""
"260CL0","","","52026","1","","","","",""
"260CL0","","","52232","10","","","","",""
"260CL0","","","52199","11","","","","",""
"260CL0","","","52207","12","","","","",""
"260CL0","","","52279","13","","","","",""
"260CL0","","","52393","14","","","","",""
"260CL0","","","52520","15","","","","",""
"260CL0","","","52597","16","","","","",""
"260CL0","","","52672","17","","","","",""
"260CL0","","","52774","18","","","","",""
"260CL0","","","53218","19","","","","",""
"260CL0","","","52084","2","","","","",""
"260CL0","","","53363","20","","","","",""
"260CL0","","","53328","21","","","","",""
"260CL0","","","53291","22","","","","",""
"260CL1","","","53092","23","","","","",""
"260CL1","","","53029","24","","","","",""
"260CL1","","","53240","25","","","","",""
"260CL1","","","53235","26","","","","",""
"260CL1","","","52772","27","","","","",""
"260CL1","","","52683","28","","","","",""
"260CL1","","","52631","29","","","","",""
"260CL0","","","52146","3","","","","",""
"260CL1","","","52508","30","","","","",""
"260CL1","","","52392","31","","","","",""
"260CL1","","","52275","32","","","","",""
"260CL1","","","52211","33","","","","",""
"260CL1","","","52212","34","","","","",""
"260CL1","","","52151","35","","","","",""
"260CL1","","","52092","36","","","","",""
"260CL1","","","52007","37","","","","",""
"260CL1","","","51906","38","","","","",""
"260CL1","","","51953","39","","","","",""
"260CL0","","","52041","4","","","","",""
"260CL1","","","52044","40","","","","",""
"260CL1","","","52145","41","","","","",""
"260CL1","","","52078","42","","","","",""
"260CL1","","","52020","43","","","","",""
"260CL0","","","51948","5","","","","",""
"260CL0","","","51896","6","","","","",""
"260CL0","","","51998","7","","","","",""
"260CL0","","","52072","8","","","","",""
"260CL0","","","52148","9","","","","",""
"260i0","","","52020","1","","","","",""
"260i0","","","52199","10","","","","",""
"260i0","","","52207","11","","","","",""
"260i0","","","52279","12","","","","",""
"260i0","","","52393","13","","","","",""
"260i0","","","52591","14","","","","",""
"260i0","","","52712","15","","","","",""
"260i0","","","53010","16","","","","",""
"260i1","","","53134","17","","","","",""
"260i1","","","52956","18","","","","",""
"260i1","","","52752","19","","","","",""
"260i0","","","51967","2","","","","",""
"260i1","","","52717","20","","","","",""
"260i1","","","52584","21","","","","",""
"260i1","","","52392","22","","","","",""
"260i1","","","52275","23","","","","",""
"260i1","","","52211","24","","","","",""
"260i1","","","52212","25","","","","",""
"260i1","","","52136","26","","","","",""
"260i1","","","52095","27","","","","",""
"260i1","","","52019","28","","","","",""
"260i1","","","51975","29","","","","",""
"260i0","","","51871","3","","","","",""
"260i1","","","51891","30","","","","",""
"260i1","","","51840","31","","","","",""
"260i1","","","51869","32","","","","",""
"260i1","","","51961","33","","","","",""
"260i1","","","52026","34","","","","",""
"260i0","","","51833","4","","","","",""
"260i0","","","51888","5","","","","",""
"260i0","","","51973","6","","","","",""
"260i0","","","52015","7","","","","",""
"260i0","","","52085","8","","","","",""
"260i0","","","52130","9","","","","",""
"260T0","","","51929","1","","","","",""
"260T0","","","52408","10","","","","",""
"260T0","","","52499","11","","","","",""
"260T0","","","52636","12","","","","",""
"260T0","","","52600","13","","","","",""
"260T0","","","52588","14","","","","",""
"260T0","","","52520","15","","","","",""
"260T0","","","52597","16","","","","",""
"260T0","","","52672","17","","","","",""
"260T0","","","52774","18","","","","",""
"260T0","","","53218","19","","","","",""
"260T0","","","51832","2","","","","",""
"260T0","","","53363","20","","","","",""
"260T0","","","53328","21","","","","",""
"260T0","","","53291","22","","","","",""
"260T1","","","53092","23","","","","",""
"260T1","","","53029","24","","","","",""
"260T1","","","53240","25","","","","",""
"260T1","","","53235","26","","","","",""
"260T1","","","52772","27","","","","",""
"260T1","","","52683","28","","","","",""
"260T1","","","52631","29","","","","",""
"260T0","","","51877","3","","","","",""
"260T1","","","52508","30","","","","",""
"260T1","","","52587","31","","","","",""
"260T1","","","52605","32","","","","",""
"260T1","","","52642","33","","","","",""
"260T1","","","52482","34","","","","",""
"260T1","","","52420","35","","","","",""
"260T1","","","52317","36","","","","",""
"260T1","","","52167","37","","","","",""
"260T1","","","52136","38","","","","",""
"260T1","","","52095","39","","","","",""
"260T0","","","51973","4","","","","",""
"260T1","","","52019","40","","","","",""
"260T1","","","51975","41","","","","",""
"260T1","","","51891","42","","","","",""
"260T1","","","51836","43","","","","",""
"260T0","","","52015","5","","","","",""
"260T0","","","52085","6","","","","",""
"260T0","","","52115","7","","","","",""
"260T0","","","52191","8","","","","",""
"260T0","","","52336","9","","","","",""
"2610","","","52721","1","","","","",""
"2610","","","52524","10","","","","",""
"2610","","","52529","11","","","","",""
"2610","","","52625","12","","","","",""
"2610","","","52702","13","","","","",""
"2610","","","52879","14","","","","",""
"2610","","","52871","15","","","","",""
"2610","","","52874","16","","","","",""
"2610","","","52915","17","","","","",""
"2610","","","52937","18","","","","",""
"2610","","","52889","19","","","","",""
"2610","","","52685","2","","","","",""
"2610","","","52755","20","","","","",""
"2610","","","52655","21","","","","",""
"2610","","","52774","22","","","","",""
"2610","","","53218","23","","","","",""
"2610","","","53363","24","","","","",""
"2610","","","53328","25","","","","",""
"2610","","","53301","26","","","","",""
"2610","","","53502","27","","","","",""
"2611","","","53070","28","","","","",""
"2611","","","52803","29","","","","",""
"2610","","","52586","3","","","","",""
"2611","","","52924","30","","","","",""
"2611","","","53240","31","","","","",""
"2611","","","53235","32","","","","",""
"2611","","","52772","33","","","","",""
"2611","","","52683","34","","","","",""
"2611","","","52750","35","","","","",""
"2611","","","52914","36","","","","",""
"2611","","","52966","37","","","","",""
"2611","","","52998","38","","","","",""
"2611","","","52849","39","","","","",""
"2610","","","52535","4","","","","",""
"2611","","","52722","40","","","","",""
"2611","","","52658","41","","","","",""
"2611","","","52626","42","","","","",""
"2611","","","52531","43","","","","",""
"2611","","","52526","44","","","","",""
"2611","","","52551","45","","","","",""
"2611","","","52528","46","","","","",""
"2611","","","52536","47","","","","",""
"2611","","","52569","48","","","","",""
"2611","","","52546","49","","","","",""
"2610","","","52560","5","","","","",""
"2611","","","52593","50","","","","",""
"2611","","","52691","51","","","","",""
"2611","","","52724","52","","","","",""
"2610","","","52530","6","","","","",""
"2610","","","52518","7","","","","",""
"2610","","","52547","8","","","","",""
"2610","","","52550","9","","","","",""
"261A0","","","52740","1","","","","",""
"261A0","","","52687","10","","","","",""
"261A0","","","52603","11","","","","",""
"261A0","","","52518","12","","","","",""
"261A0","","","52497","13","","","","",""
"261A0","","","52481","14","","","","",""
"261A0","","","52454","15","","","","",""
"261A0","","","52429","16","","","","",""
"261A0","","","52396","17","","","","",""
"261A0","","","52493","18","","","","",""
"261A0","","","52492","19","","","","",""
"261A0","","","52775","2","","","","",""
"261A0","","","52565","20","","","","",""
"261A0","","","52553","21","","","","",""
"261A0","","","52545","22","","","","",""
"261A0","","","52831","23","","","","",""
"261A0","","","52882","24","","","","",""
"261A0","","","52853","25","","","","",""
"261A0","","","52754","26","","","","",""
"261A0","","","53234","27","","","","",""
"261A0","","","53291","28","","","","",""
"261A1","","","53066","29","","","","",""
"261A0","","","52860","3","","","","",""
"261A1","","","52785","30","","","","",""
"261A1","","","52873","31","","","","",""
"261A1","","","52902","32","","","","",""
"261A1","","","52793","33","","","","",""
"261A1","","","52695","34","","","","",""
"261A1","","","52713","35","","","","",""
"261A1","","","52548","36","","","","",""
"261A1","","","52561","37","","","","",""
"261A1","","","52574","38","","","","",""
"261A1","","","52502","39","","","","",""
"261A0","","","52938","4","","","","",""
"261A1","","","52495","40","","","","",""
"261A1","","","52400","41","","","","",""
"261A1","","","52435","42","","","","",""
"261A1","","","52458","43","","","","",""
"261A1","","","52485","44","","","","",""
"261A1","","","52505","45","","","","",""
"261A1","","","52528","46","","","","",""
"261A1","","","52614","47","","","","",""
"261A1","","","52706","48","","","","",""
"261A1","","","52802","49","","","","",""
"261A0","","","52994","5","","","","",""
"261A1","","","52835","50","","","","",""
"261A1","","","52888","51","","","","",""
"261A1","","","52990","52","","","","",""
"261A1","","","53013","53","","","","",""
"261A1","","","53002","54","","","","",""
"261A1","","","52864","55","","","","",""
"261A1","","","52768","56","","","","",""
"261A1","","","52739","57","","","","",""
"261A0","","","52993","6","","","","",""
"261A0","","","52878","7","","","","",""
"261A0","","","52825","8","","","","",""
"261A0","","","52771","9","","","","",""
"261i Der0","","","52563","1","","","","",""
"261i Der0","","","53054","10","","","","",""
"261i Der0","","","53409","11","","","","",""
"261i Der0","","","53408","12","","","","",""
"261i Der0","","","53388","13","","","","",""
"261i Der1","","","53253","14","","","","",""
"261i Der1","","","52772","15","","","","",""
"261i Der1","","","52683","16","","","","",""
"261i Der1","","","52750","17","","","","",""
"261i Der1","","","52914","18","","","","",""
"261i Der1","","","52966","19","","","","",""
"261i Der0","","","52669","2","","","","",""
"261i Der1","","","52874","20","","","","",""
"261i Der1","","","52662","21","","","","",""
"261i Der1","","","52604","22","","","","",""
"261i Der1","","","52635","23","","","","",""
"261i Der1","","","52626","24","","","","",""
"261i Der1","","","52623","25","","","","",""
"261i Der1","","","52654","26","","","","",""
"261i Der0","","","52621","3","","","","",""
"261i Der0","","","52580","4","","","","",""
"261i Der0","","","52630","5","","","","",""
"261i Der0","","","52598","6","","","","",""
"261i Der0","","","52657","7","","","","",""
"261i Der0","","","52854","8","","","","",""
"261i Der0","","","52915","9","","","","",""
"261i Izq0","","","52614","1","","","","",""
"261i Izq0","","","52871","10","","","","",""
"261i Izq0","","","52874","11","","","","",""
"261i Izq0","","","52915","12","","","","",""
"261i Izq0","","","53054","13","","","","",""
"261i Izq0","","","53409","14","","","","",""
"261i Izq0","","","53408","15","","","","",""
"261i Izq0","","","53592","16","","","","",""
"261i Izq1","","","53474","17","","","","",""
"261i Izq1","","","53253","18","","","","",""
"261i Izq1","","","52873","19","","","","",""
"261i Izq0","","","52707","2","","","","",""
"261i Izq1","","","52902","20","","","","",""
"261i Izq1","","","52914","21","","","","",""
"261i Izq1","","","52966","22","","","","",""
"261i Izq1","","","52989","23","","","","",""
"261i Izq1","","","53017","24","","","","",""
"261i Izq1","","","53048","25","","","","",""
